schoolid_cps,schoolname_cps,fullname_cps,schoolname2_cps,isbe_name_cps,street_number_cps,street_direction_cps,street_name_cps,city_cps,state_cps,zip_cps,cps_unit_cps,oracleid_cps,school_category_cps,community_area_number_cps,community_area_cps,geographicarea_cps,geographic_area_number_cps,cook_county_district_cps,census_block_cps,latitude_cps,longitude_cps,ncessch_num_cps,ncessch_cps,census_tract_cps
609851,Chalmers,Thomas Chalmers Specialty Elementary School,Chalmers,Chalmers Elem Specialty School,2745,W,Roosevelt Rd,Chicago,IL,60608,2740.0,22671,ES,29.0,North Lawndale,North Lawndale,19.0,2.0,170318433001005,41.6873478587,-87.7031788941999,170993000657,_170993000657,17031843300
610133,"Ward, L",Laura S Ward Elementary School,"Ward, L",Ward  L Elem School,646,N,Lawndale Ave,Chicago,IL,60624,5470.0,24991,ES,23.0,Humboldt Park,Garfield - West Humboldt,20.0,1.0,170312315006022,41.8602314637,-87.6925249792,170993001212,_170993001212,17031231500
610171,Mireles,Arnold Mireles Elementary Academy,Mireles,Mireles Elem Academy,9000,S,Exchange Ave,Chicago,IL,60617,5880.0,25331,ES,46.0,South Chicago,South Shore,11.0,4.0,170318339002018,41.8103337502,-87.6687353374999,170993001084,_170993001084,17031833900
400125,Yccs Chtr - Aspira Pantoja,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",Yccs Chtr - Aspira Pantoja,Youth Connections Charter HS,3121,N,Pulaski Rd,Chicago,IL,60641,9042.0,66108,HS,21.0,Avondale,Logan,9.0,8.0,170312105012024,41.9379166697,-87.7270766439,170993003473,_170993003473,17031210501
610308,Rudolph,Wilma Rudolph Elementary Learning Center,Rudolph,Rudolph Elem Learning Center,110,N,Paulina St,Chicago,IL,60612,7350.0,30121,ES,28.0,Near West Side,Near West,23.0,1.0,170312804001034,41.8788478048999,-87.6887239489,170993004382,_170993004382,17031280400
400123,Yccs Chtr - Community Service,YCCS-Academy of Scholastic Achievement HS,Yccs Chtr - Community Service,Youth Connections Charter HS,4651,W,Madison St,Chicago,IL,60644,9040.0,66106,HS,25.0,Austin,Austin,25.0,1.0,170312522021001,41.8804746267,-87.7425394305,170993003473,_170993003473,17031252202
,Disney Ii HS,Disney II Magnet High School,Disney Ii HS,,3900,N,Lawndale Ave,Chicago,IL,60618,9626.0,26921,HS,16.0,Irving Park,Albany Irving,27.0,8.0,170311609001005,41.7526966442,-87.5508909663,,_,17031160900
610287,Ashburn,Ashburn Community Elementary School,Ashburn,Ashburn Community Elem School,8300,S,Saint Louis Ave,Chicago,IL,60652,7100.0,32081,ES,70.0,Ashburn,Ashburn,6.0,3.0,170317004011065,41.8977916289999,-87.7467304026999,170993004718,_170993004718,17031700401
400031,Cics - Wrightwood,Chicago Intl Charter - Wrightwood,Cics - Wrightwood,Chicago International Charter,8130,S,California Ave,Chicago,IL,60652,3180.0,66381,ES,70.0,Ashburn,Ashburn,6.0,3.0,170317005013036,41.7453659878,-87.6925777632,170993003505,_170993003505,17031700501
610195,Sutherland,Elizabeth H Sutherland Elementary School,Sutherland,Sutherland Elem School,10015,S,Leavitt St,Chicago,IL,60643,6120.0,25561,ES,72.0,Beverly,Beverly,3.0,11.0,170317203003014,41.743828102,-87.5429642458999,170993001118,_170993001118,17031720300
610350,Black,Robert A Black Magnet Elementary School,Black,Black Magnet Elem School,9101,S,Euclid Ave,Chicago,IL,60619,7860.0,29381,ES,48.0,Calumet Heights,South Shore,11.0,4.0,170314804005007,41.8144992256999,-87.6083820914,170993000609,_170993000609,17031480400
609722,Manley HS,Manley Career Academy High School,Manley HS,Manley Career Academy High School,2935,W,Polk St,Chicago,IL,60612,1460.0,53111,HS,27.0,East Garfield Park,Garfield - West Humboldt,20.0,2.0,170312718001015,41.9547635348,-87.6689894456,170993001125,_170993001125,17031271800
610142,Ray,William H Ray Elementary School,Ray,Ray Elem School,5631,S,Kimbark Ave,Chicago,IL,60637,5560.0,25071,ES,41.0,Hyde Park,Hyde Park,14.0,3.0,170314112001005,41.6888189008,-87.6094675728,170993001047,_170993001047,17031411200
400114,Uno Chtr - St Marks,UNO Charter Elementary School St Marks,Uno Chtr - St Marks,UNO Network Charter School,2510,W,Cortez St,Chicago,IL,60622,8093.0,66601,ES,24.0,West Town,Humboldt Park,21.0,8.0,170312425001013,41.9003161969,-87.6898950622999,,_,17031242500
609759,Clemente HS,Roberto Clemente Community Academy High School,Clemente HS,Clemente Community Academy HS,1147,N,Western Ave,Chicago,IL,60622,1840.0,51091,HS,24.0,West Town,Humboldt Park,21.0,12.0,170312424001001,41.8786020833,-87.6642700568,170993001086,_170993001086,17031242400
609833,Caldwell,Charles P Caldwell Academy of Math & Science ES,Caldwell,Caldwell Elem Acad of Math & Sci,8546,S,Cregier,Chicago,IL,60617,2580.0,22511,ES,45.0,Avalon Park,Chatham,12.0,4.0,170314503004009,41.8976633373,-87.7655689422,170993000641,_170993000641,17031450300
400030,Cics - West Belden,Chicago Intl Charter - West Belden,Cics - West Belden,Chicago International Charter,2245,N,McVicker Ave,Chicago,IL,60639,7120.0,66221,ES,19.0,Belmont Cragin,Belmont Cragin,26.0,8.0,170311913011018,41.9216867612,-87.7767852699,170993003505,_170993003505,17031191301
400111,Learn Chtr - Hunter Perkins,LEARN Charter School - Hunter Perkins,Learn Chtr - Hunter Perkins,Learn Elem Charter School,1700,W,83rd St,Chicago,IL,60620,8677.0,66564,ES,71.0,Auburn Gresham,Auburn Gresham,5.0,4.0,170317112001012,41.7430943318999,-87.6657204355,,_,17031711200
609945,Goudy,William C Goudy Elementary School,Goudy,Goudy Elem School,5120,N,Winthrop Ave,Chicago,IL,60640,3590.0,23371,ES,3.0,Uptown,Ravenswood,30.0,10.0,170310312003001,41.6706183116,-87.6225090757999,170993000797,_170993000797,17031031200
609754,Chgo Military Acad HS,Chicago Military Academy High School,Chgo Military Acad HS,Chicago Military Academy HS,3519,S,Giles Ave,Chicago,IL,60653,1800.0,7007,HS,35.0,Douglas,Bronzeville,15.0,3.0,170318396002000,41.8136749837999,-87.6039105379,170993003487,_170993003487,17031839600
609952,Greene,Nathanael Greene Elementary School,Greene,Greene  N Elem School,3525,S,Honore,Chicago,IL,60609,3650.0,23431,ES,59.0,Mckinley Park,McKinley Park,17.0,7.0,170315906001000,41.8387910078999,-87.7171536303,170993000806,_170993000806,17031590600
610513,Air Force HS,Air Force Academy High School,Air Force HS,Air Force Acad High School,3630,S,Wells St,Chicago,IL,60609,1055.0,45231,HS,34.0,Armour Square,Bridgeport - Chinatown,18.0,2.0,170313406001012,41.8277744098,-87.6775785338,170993006055,_170993006055,17031340600
609976,Hayt,Stephen K Hayt Elementary School,Hayt,Hayt Elem School,1518,W,Granville Ave,Chicago,IL,60660,3850.0,23621,ES,77.0,Edgewater,Ravenswood,30.0,10.0,170310302004021,41.9422748936,-87.657745624,170993000834,_170993000834,17031030200
610542,West Ridge,West Ridge Elementary School,West Ridge,West Ridge Elementary School,6700,N,Whipple St,Chicago,IL,60645,8440.0,22381,ES,2.0,West Ridge,Ravenswood,30.0,13.0,170310203012002,41.9349313248999,-87.7700905181,,_,17031020301
610325,Logandale,Logandale Middle School,Logandale,Logandale Middle School,3212,W,George St,Chicago,IL,60618,7560.0,41091,ES,21.0,Avondale,Logan,9.0,8.0,170312106021000,41.9519884365999,-87.7202837620999,170993000048,_170993000048,17031210602
609910,Falconer,Laughlin Falconer Elementary School,Falconer,Falconer Elem School,3020,N,Lamon Ave,Chicago,IL,60641,3270.0,23151,ES,19.0,Belmont Cragin,Belmont Cragin,26.0,12.0,170311902002012,41.689444885,-87.6691444201999,170993000759,_170993000759,17031190200
609682,Richards HS,Ellen H Richards Career Academy High School,Richards HS,Richards Career Academy HS,5009,S,Laflin St,Chicago,IL,60609,1110.0,53051,HS,61.0,New City,McKinley Park,17.0,7.0,170316112002020,41.9200600619,-87.7610115834,170993000718,_170993000718,17031611200
609762,Julian HS,Percy L Julian High School,Julian HS,Julian High School,10330,S,Elizabeth St,Chicago,IL,60643,1870.0,46401,HS,73.0,Washington Heights,Beverly,3.0,4.0,170317307002017,41.6562905593999,-87.5905838017,170993000895,_170993000895,17031730700
610175,Shoesmith,Beulah Shoesmith Elementary School,Shoesmith,Shoesmith Elem School,1330,E,50th St,Chicago,IL,60615,5920.0,25371,ES,39.0,Kenwood,Hyde Park,14.0,3.0,170313906002003,41.7908276853,-87.6322793350999,170993001094,_170993001094,17031390600
400135,Yccs Chtr - Latino Youth,YCCS-Latino Youth Alternative HS,Yccs Chtr - Latino Youth,Youth Connections Charter HS,2001,S,California Ave,Chicago,IL,60608,9052.0,66619,HS,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170318407003002,41.8546639310999,-87.6954667066,170993003473,_170993003473,17031840700
400116,Montessori Chtr - Englewood,The Montessori School of Englewood Charter,Montessori Chtr - Englewood,Montessori of Englewood Elem Chrt,6550,S,Seeley Ave,Chicago,IL,60636,9033.0,66591,ES,67.0,West Englewood,Englewood,4.0,2.0,170316714001021,41.7741643482,-87.6750599476,,_,17031671400
610357,Spry HS,Spry Community Links High School,Spry HS,Spry Community Links High School,2400,S,Marshall Blvd,Chicago,IL,60623,7930.0,46461,HS,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170313011001004,41.9617218110999,-87.7071139757999,170993005677,_170993005677,17031301100
609729,Schurz HS,Carl Schurz High School,Schurz HS,Schurz High School,3601,N,Milwaukee Ave,Chicago,IL,60641,1530.0,46281,HS,16.0,Irving Park,Albany Irving,27.0,12.0,170311611002015,41.8238525306,-87.6197957432,170993001111,_170993001111,17031161100
609895,Turner-drew,Turner-Drew Elementary Language Academy,Turner-drew,Turner-Drew Elem Language Academy,9300,S,Princeton Ave,Chicago,IL,60620,3110.0,29041,ES,49.0,Roseland,Auburn Gresham,5.0,4.0,170318340001025,41.7809552267,-87.7875677723999,170993000628,_170993000628,17031834000
400142,Yccs Chtr - Virtual,YCCS-Virtual HS,Yccs Chtr - Virtual,Youth Connections Charter HS,1900,W,Van Buren St,Chicago,IL,60612,9059.0,66626,HS,28.0,Near West Side,Near West,23.0,2.0,170318381002034,41.8762892935,-87.6741375554999,170993003473,_170993003473,17031838100
610121,Irving,Washington Irving Elementary School,Irving,Irving Elem School,749,S,Oakley Blvd,Chicago,IL,60612,5350.0,24881,ES,28.0,Near West Side,Near West,23.0,2.0,170318382001008,41.7868947927999,-87.7327031138,170993000867,_170993000867,17031838200
610093,Neil,Jane A Neil Elementary School,Neil,Neil Elem School,8555,S,Michigan Ave,Chicago,IL,60619,5060.0,24651,ES,44.0,Chatham,Chatham,12.0,4.0,170314403003010,41.6648727374999,-87.6389943132,170993000987,_170993000987,17031440300
610366,Wacker,Charles H Wacker Elementary School,Wacker,Wacker Elem School,9746,S,Morgan St,Chicago,IL,60643,8030.0,26621,ES,73.0,Washington Heights,Auburn Gresham,5.0,4.0,170317304003008,41.9568240306,-87.6460475368999,170993001141,_170993001141,17031730400
400053,Noble Street Chtr - Golder,Noble Street Charter - Golder College Prep,Noble Street Chtr - Golder,Noble Street Charter High School,1454,W,Superior St,Chicago,IL,60642,1934.0,66145,HS,24.0,West Town,Near North,10.0,8.0,170312433001004,41.8952547585,-87.6644822348,170993003479,_170993003479,17031243300
609728,Roosevelt HS,Theodore Roosevelt High School,Roosevelt HS,Roosevelt High School,3436,W,Wilson Ave,Chicago,IL,60625,1520.0,46271,HS,14.0,Albany Park,Albany Irving,27.0,8.0,170311407023000,41.6927350913,-87.6163519043,170993001093,_170993001093,17031140702
400156,Noble Street Chtr - Pullman College Prep,Noble Street Charter  Crimson HS,Noble Street Chtr - Pullman College Prep,,821,E,103rd St,Chicago,IL,60628,9613.0,,HS,50.0,Pullman,Far South Side,22.0,4.0,170315002001003,41.7074460748,-87.6030643545,,_,17031500200
609884,Dever,William E Dever Elementary School,Dever,Dever Elem School,3436,N,Osceola Ave,Chicago,IL,60634,3020.0,22941,ES,17.0,Dunning,Reed-Dunning,24.0,9.0,170311708002011,42.009288152,-87.7045818029999,170993000698,_170993000698,17031170800
610083,Beard,Daniel C Beard Elementary School,Beard,Beard Elem School,6445,W,Strong St,Chicago,IL,60656,4950.0,30051,ES,10.0,Norwood Park,Sauganash,28.0,9.0,170311007001015,41.8444275991,-87.6413402081,170993004965,_170993004965,17031100700
609796,Beaubien,Jean Baptiste Beaubien Elementary School,Beaubien,Beaubien Elem School,5025,N,Laramie Ave,Chicago,IL,60630,2240.0,22201,ES,11.0,Jefferson Park,Sauganash,28.0,9.0,170311105022001,41.9711409283999,-87.7097007456,170993000601,_170993000601,17031110502
610036,Lewis,Leslie Lewis Elementary School,Lewis,Lewis Elem School,1431,N,Leamington Ave,Chicago,IL,60651,4450.0,24151,ES,25.0,Austin,Austin,25.0,1.0,170312508001018,41.913900173,-87.6375281346,170993000911,_170993000911,17031250800
609761,Corliss HS,George H Corliss High School,Corliss HS,Corliss High School,821,E,103rd St,Chicago,IL,60628,1860.0,46391,HS,50.0,Pullman,Far South Side,22.0,4.0,170315002001003,41.9026253079999,-87.6869428735,170993001072,_170993001072,17031500200
609974,Hawthorne,Hawthorne Elementary Scholastic Academy,Hawthorne,Hawthorne Elem Scholastic Academy,3319,N,Clifton Ave,Chicago,IL,60657,3830.0,29131,ES,6.0,Lake View,Lincoln Park,29.0,10.0,170310622002010,41.9640291808999,-87.7230912726,170993000832,_170993000832,17031062200
610238,Bond,Carrie Jacobs Bond Elementary School,Bond,Bond Elem School,7050,S,May St,Chicago,IL,60621,6550.0,25941,ES,68.0,Englewood,Englewood,4.0,2.0,170316811005015,41.906791341,-87.7671061240999,170993000611,_170993000611,17031681100
609879,Dawes,Charles Gates Dawes Elementary School,Dawes,Dawes Elem School,3810,W,81st Pl,Chicago,IL,60652,2980.0,22901,ES,70.0,Ashburn,Ashburn,6.0,11.0,170317004012026,41.9232952786,-87.7054124004999,170993000689,_170993000689,17031700401
610299,Hinton,William A Hinton Elementary School,Hinton,Hinton Elem School,644,W,71st St,Chicago,IL,60621,7250.0,26371,ES,68.0,Englewood,Englewood,4.0,3.0,170316812001010,41.7561965021,-87.5796806471999,170993000856,_170993000856,17031681200
609817,Budlong,Lyman A Budlong Elementary School,Budlong,Budlong Elem School,2701,W,Foster Ave,Chicago,IL,60625,2440.0,22391,ES,4.0,Lincoln Square,Ravenswood,30.0,12.0,170310402012005,41.7716197534999,-87.6217826171999,170993000625,_170993000625,17031040201
610249,Talman,Talman Elementary School,Talman,Talman Elem School,5450,S,Talman Ave,Chicago,IL,60632,6680.0,26781,ES,63.0,Gage Park,McKinley Park,17.0,7.0,170316305003012,41.7984644187,-87.6257282445999,170993004726,_170993004726,17031630500
609896,Drummond,Thomas Drummond Elementary School,Drummond,Drummond Elem School,1845,W,Cortland St,Chicago,IL,60622,3120.0,23021,ES,22.0,Logan Square,Near North,10.0,12.0,170318310002017,41.8440435791,-87.6285167492,170993000729,_170993000729,17031831000
610078,Inter-american,Inter-American Elementary Magnet School,Inter-american,Inter-American Elem Magnet School,851,W,Waveland Ave,Chicago,IL,60613,4890.0,29191,ES,6.0,Lake View,Lincoln Park,29.0,10.0,170310610001009,41.9125048318,-87.6969781149999,170993000971,_170993000971,17031061000
400017,Aspira Chtr - Haugan,ASPIRA Charter - Haugan Campus,Aspira Chtr - Haugan,Aspira Charter High School,3729,W,Leland Ave,Chicago,IL,60625,3500.0,66351,MS,14.0,Albany Park,Albany Irving,27.0,8.0,170311406023008,41.9664331060999,-87.7218252123,170993005663,_170993005663,17031140602
610103,O'keeffe,Isabelle C O'Keeffe Elementary School,O'keeffe,O'Keeffe Elem School,6940,S,Merrill Ave,Chicago,IL,60649,5180.0,24751,ES,43.0,South Shore,South Shore,11.0,3.0,170314301011002,41.8999764896,-87.6292965702999,170993001005,_170993001005,17031430101
610355,Courtenay,Mary E Courtenay Elementary Language Arts Center,Courtenay,Courtenay Elem Language Arts Ctr,4420,N,Beacon St,Chicago,IL,60640,7910.0,30141,ES,3.0,Uptown,Ravenswood,30.0,10.0,170310317004005,41.8243498917,-87.7116528769,170993000914,_170993000914,17031031700
610054,Marsh,John L Marsh Elementary School,Marsh,Marsh Elem School,9822,S,Exchange Ave,Chicago,IL,60617,4630.0,24361,ES,51.0,South Deering,Far East Side,2.0,4.0,170315101002051,41.7482744912,-87.5747789970999,170993000939,_170993000939,17031510100
400083,Uno Chtr - Paz,UNO Charter - Octavio Paz Campus,Uno Chtr - Paz,Uno Network Elem Charter School,2651,W,23rd St,Chicago,IL,60608,5810.0,66131,ES,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170313012003000,41.85006285,-87.6925516058999,170993003555,_170993003555,17031301200
610202,Tilton,George W Tilton Elementary School,Tilton,Tilton Elem School,223,N,Keeler Ave,Chicago,IL,60624,6210.0,25621,ES,26.0,West Garfield Park,Garfield - West Humboldt,20.0,1.0,170312602001013,41.7333296560999,-87.5444418175,170993001124,_170993001124,17031260200
610185,Stevenson,Adlai E Stevenson Elementary School,Stevenson,Stevenson Elem School,8010,S,Kostner Ave,Chicago,IL,60652,6030.0,25471,ES,70.0,Ashburn,Ashburn,6.0,11.0,170317003013012,41.8848771225,-87.7504080214999,170993001103,_170993001103,17031700301
609891,Doolittle,James R Doolittle Jr Elementary School,Doolittle,Doolittle Elem School,535,E,35th St,Chicago,IL,60616,3070.0,22991,ES,35.0,Douglas,Bronzeville,15.0,3.0,170313511003000,41.743669914,-87.6099422444,170993005167,_170993005167,17031351100
400097,Noble Street Chtr - Chgo Bulls,Noble Street Charter - Chicago Bulls College,Noble Street Chtr - Chgo Bulls,Noble Street Charter High School,2040,W,Adams St,Chicago,IL,60612,8078.0,66572,HS,28.0,Near West Side,Near West,23.0,1.0,170318380001028,41.878781373,-87.6781944863,170993003479,_170993003479,17031838000
609899,Ebinger,Christian Ebinger Elementary School,Ebinger,Ebinger Elem School,7350,W,Pratt Ave,Chicago,IL,60631,3150.0,23051,ES,9.0,Edison Park,Sauganash,28.0,9.0,170310902002007,41.7811977309999,-87.6755465061,170993000741,_170993000741,17031090200
610257,Morton,Morton School of Excellence,Morton,Morton Elem Career Academy,431,N,Troy St,Chicago,IL,60612,6800.0,26091,ES,23.0,Humboldt Park,Garfield - West Humboldt,20.0,1.0,170318367002042,41.8589108874,-87.7157439170999,170993004956,_170993004956,17031836700
610501,Austin Poly HS,Austin Polytechnical Academy High School,Austin Poly HS,Austin Polytechnical Academy HS,231,N,Pine Ave,Chicago,IL,60644,1065.0,49141,HS,25.0,Austin,Austin,25.0,1.0,170312519003008,41.8831870830999,-87.6776352886,170993099998,_170993099998,17031251900
609698,Bogan HS,William J Bogan High School,Bogan HS,Bogan High School,3939,W,79th St,Chicago,IL,60652,1230.0,46041,HS,70.0,Ashburn,Ashburn,6.0,11.0,170317004012009,41.7914364693,-87.7244699628,170993000626,_170993000626,17031700401
610000,Howe,Julia Ward Howe Elementary School of Excellence,Howe,Howe Elem School,720,N,Lorel Ave,Chicago,IL,60644,4060.0,23851,ES,25.0,Austin,Austin,25.0,1.0,170312515003000,41.8379999504999,-87.6537910564999,170993000862,_170993000862,17031251500
610506,Team HS,TEAM Englewood Community Academy High School,Team HS,Team Englewood Comm Acad HS,6201,S,Stewart Ave,Chicago,IL,60621,8080.0,49161,HS,68.0,Englewood,Englewood,4.0,2.0,170318346003043,41.8670136515,-87.7263136989,170993005916,_170993005916,17031834600
610504,Thomas,Velma F Thomas Early Childhood Center,Thomas,Thomas Early Childhood Center,3625,S,Hoyne Ave,Chicago,IL,60609,6710.0,26891,ES,59.0,Mckinley Park,McKinley Park,17.0,7.0,170315905001033,41.8788478048999,-87.6887239489,170993005886,_170993005886,17031590500
610006,Hurley,Edward N Hurley Elementary School,Hurley,Hurley Elem School,3849,W,69th Pl,Chicago,IL,60629,4120.0,23911,ES,65.0,West Lawn,Chicago Lawn,8.0,11.0,170316504004000,41.7003356801999,-87.6112078485,170993000866,_170993000866,17031650400
609726,Brooks HS,Gwendolyn Brooks College Preparatory Academy HS,Brooks HS,Brooks College Prep Academy HS,250,E,111th St,Chicago,IL,60628,1500.0,47051,HS,49.0,Roseland,Far South Side,22.0,5.0,170314909013022,41.9875672366,-87.7025193446999,170993002031,_170993002031,17031490901
400025,Cics - Bucktown,Chicago Intl Charter - Bucktown,Cics - Bucktown,Chicago International Charter,2235,N,Hamilton Ave,Chicago,IL,60647,4910.0,66071,ES,22.0,Logan Square,Near North,10.0,12.0,170318322001018,41.9224139085999,-87.6813946958999,170993003505,_170993003505,17031832200
609995,Hitch,Rufus M Hitch Elementary School,Hitch,Hitch Elem School,5625,N,McVicker Ave,Chicago,IL,60646,4010.0,23811,ES,10.0,Norwood Park,Sauganash,28.0,9.0,170311001003015,41.8097698308,-87.6722182678,170993000857,_170993000857,17031100100
610057,Fairfield,Fairfield Elementary Academy,Fairfield,Fairfield Elem Academy,6201,S,Fairfield Ave,Chicago,IL,60629,4660.0,26701,ES,66.0,Chicago Lawn,Chicago Lawn,8.0,11.0,170318350003014,41.8796861539999,-87.7080913629,170993002631,_170993002631,17031835000
610177,Skinner,Mark Skinner Elementary School,Skinner,Skinner Elem School,1260,W,Adams St,Chicago,IL,60607,5940.0,29281,ES,28.0,Near West Side,Near West,23.0,1.0,170318331003016,41.8042665794,-87.5939042778999,170993001096,_170993001096,17031833100
609710,Harlan HS,John M Harlan Community Academy High School,Harlan HS,Harlan Community Academy HS,9652,S,Michigan Ave,Chicago,IL,60628,1350.0,51021,HS,49.0,Roseland,Chatham,12.0,4.0,170314905002004,41.9397961358,-87.7542032879999,170993000851,_170993000851,17031490500
609788,Barnard,Alice L Barnard Computer Math & Science Ctr ES,Barnard,Barnard Elem Comp Math & Sci Ctr,10354,S,Charles St,Chicago,IL,60643,2150.0,22131,ES,72.0,Beverly,Beverly,3.0,11.0,170317207002002,41.8678330978,-87.6803808588999,170993000585,_170993000585,17031720700
610094,Nettelhorst,Louis Nettelhorst Elementary School,Nettelhorst,Nettelhorst Elem School,3252,N,Broadway St,Chicago,IL,60657,5070.0,24661,ES,6.0,Lake View,Lincoln Park,29.0,10.0,170310620001007,41.8922020003999,-87.7472156802,170993000988,_170993000988,17031062000
610380,"Williams, D",Daniel Hale Williams Prep School of Medicine,"Williams, D",Williams Medical Prep High Sch,4934,S,Wabash Ave,Chicago,IL,60615,7200.0,55161,HS,38.0,Grand Boulevard,Bronzeville,15.0,3.0,170313818001010,41.7053148832999,-87.6298680343,170993005804,_170993005804,17031381800
609829,Burroughs,John C Burroughs Elementary School,Burroughs,Burroughs Elem School,3542,S,Washtenaw Ave,Chicago,IL,60632,2540.0,22481,ES,58.0,Brighton Park,McKinley Park,17.0,7.0,170315801001012,41.7284532011,-87.6074346425999,170993000637,_170993000637,17031580100
610293,Melody,Genevieve Melody Elementary School,Melody,Melody Elem School,3937,W,Wilcox St,Chicago,IL,60624,7190.0,26351,ES,26.0,West Garfield Park,Garfield - West Humboldt,20.0,1.0,170312608001012,41.7727093812,-87.6372498126,170993000963,_170993000963,17031260800
609779,"Armstrong, G",George Armstrong International Studies ES,"Armstrong, G",Armstrong  G Elem Int'L Studies,2110,W,Greenleaf Ave,Chicago,IL,60645,2080.0,22081,ES,2.0,West Ridge,Ravenswood,30.0,13.0,170310204001005,41.9298498527,-87.6464131368,170993001181,_170993001181,17031020400
610108,O'toole,Luke O'Toole Elementary School,O'toole,O'Toole Elem School,6550,S,Seeley Ave,Chicago,IL,60636,5230.0,24801,ES,67.0,West Englewood,Englewood,4.0,2.0,170316714001021,41.900140258,-87.7312238732999,170993001013,_170993001013,17031671400
609968,Mcauliffe,Sharon Christa McAuliffe Elementary School,Mcauliffe,Mcauliffe Elem School,1841,N,Springfield Ave,Chicago,IL,60647,3770.0,23551,ES,20.0,Hermosa,Logan,9.0,8.0,170318312001009,41.8527465737999,-87.6962438184,170993005547,_170993005547,17031831200
610567,Bridgescape Academy Of South Shore,Magic Johnson Bridgescape Academy South Shore,Bridgescape Academy Of South Shore,,,,,Chicago,IL,60649,9632.0,,HS,43.0,South Shore,South Shore,11.0,3.0,170314302003002,41.9519884365999,-87.7202837620999,,_,17031430200
610197,Talcott,Mancel Talcott Elementary School,Talcott,Talcott Elem School,1840,W,Ohio St,Chicago,IL,60622,6140.0,25581,ES,24.0,West Town,Near North,10.0,8.0,170312431002001,41.7114444432,-87.676857787,170993000964,_170993000964,17031243100
609920,Kanoon,Gerald Delgado Kanoon Elementary Magnet School,Kanoon,Kanoon Elem Magnet School,2233,S,Kedzie Ave,Chicago,IL,60623,3370.0,29071,ES,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170313009002003,42.0096630886,-87.6700221810999,170993000787,_170993000787,17031300900
610207,Vanderpoel,John H Vanderpoel Elementary Magnet School,Vanderpoel,Vanderpoel Elem Magnet School,9510,S,Prospect Ave,Chicago,IL,60643,6250.0,29311,ES,72.0,Beverly,Beverly,3.0,11.0,170317202001002,41.7875226650999,-87.7082158438,170993001131,_170993001131,17031720200
609864,Cook,John W Cook Elementary School,Cook,Cook Elem School,8150,S,Bishop St,Chicago,IL,60620,2860.0,22801,ES,71.0,Auburn Gresham,Auburn Gresham,5.0,4.0,170317106001012,41.7414125294,-87.56600641,170993000672,_170993000672,17031710600
610138,Pulaski,Pulaski International School of Chicago,Pulaski,Pulaski Intl School,2230,W,McLean Ave,Chicago,IL,60647,5520.0,31211,ES,22.0,Logan Square,Near North,10.0,12.0,170312216001032,41.9288136628999,-87.6695269023,170993001045,_170993001045,17031221600
609806,Bradwell,Myra Bradwell Communications Arts & Sciences ES,Bradwell,Bradwell Comm Arts & Sci Elem Sch,7736,S,Burnham Ave,Chicago,IL,60649,2340.0,22291,ES,43.0,South Shore,South Shore,11.0,4.0,170314313011003,42.0034120328,-87.6974260358,170993000614,_170993000614,17031431301
609680,Payton HS,Walter Payton College Preparatory High School,Payton HS,Payton College Preparatory HS,1034,N,Wells St,Chicago,IL,60610,1090.0,7002,HS,8.0,Near North Side,Loop,1.0,2.0,170318383002003,41.8730667,-87.6276386214999,170993003989,_170993003989,17031838300
610520,Lasalle Ii,LaSalle II Magnet Elementary School,Lasalle Ii,LaSalle II Lang Acad Elem School,1148,N,Honore St,Chicago,IL,60622,8040.0,29101,ES,24.0,West Town,Near North,10.0,1.0,170312422001001,41.9504605058999,-87.7306783758999,170993099986,_170993099986,17031242200
610558,Goode Acad HS,Sarah E. Goode STEM Academy,Goode Acad HS,Goode STEM Academy HS,7651,S,Homan Ave,Chicago,IL,60652,9598.0,46611,HS,70.0,Ashburn,Ashburn,6.0,3.0,170317001001000,41.8955535607,-87.7543204085,,_,17031700100
610364,Dubois,William E B Dubois Elementary School,Dubois,Dubois Elem School,330,E,133rd St,Chicago,IL,60827,8010.0,26601,ES,54.0,Riverdale,Far South Side,22.0,5.0,170315401012002,41.7156648237999,-87.639342088,170993000731,_170993000731,17031540101
610559,Shields Middle,James Shields Middle School,Shields Middle,Shields Middle School,2611,W,48th St,Chicago,IL,60632,9597.0,27091,ES,58.0,Brighton Park,McKinley Park,17.0,7.0,170318428004006,41.735211585,-87.7040593884999,,_,17031842800
609844,Carter,William W Carter Elementary School,Carter,Carter Elem School,5740,S,Michigan Ave,Chicago,IL,60637,2670.0,22611,ES,40.0,Washington Park,Bronzeville,15.0,2.0,170314005002002,41.7425440633999,-87.6960128148,170993000653,_170993000653,17031400500
610521,"Davis, M",Sir Miles Davis Magnet Elementary Academy,"Davis, M","Davis, M Magnet Elem School",6730,S,Paulina St,Chicago,IL,60636,7000.0,29391,ES,67.0,West Englewood,Englewood,4.0,2.0,170316715001016,41.8852126906,-87.7632855866999,170993099993,_170993099993,17031671500
