schoolid_cps,schoolname_cps,fullname_cps,schoolname2_cps,isbe_name_cps,street_number_cps,street_direction_cps,street_name_cps,city_cps,state_cps,zip_cps,cps_unit_cps,oracleid_cps,school_category_cps,community_area_number_cps,community_area_cps,geographicarea_cps,geographic_area_number_cps,cook_county_district_cps,census_block_cps,latitude_cps,longitude_cps,ncessch_num_cps,ncessch_cps,census_tract_cps
400079,Uno Chtr - Spc Daniel Zizumbo,UNO Charter School - SPC Daniel Zizumbo Campus,Uno Chtr - Spc Daniel Zizumbo,Uno Network Elem Charter School,4248,W,47th St,Chicago,IL,60632,3344.0,66395,ES,57.0,Archer Heights,McKinley Park,17.0,11.0,170315702001016,41.8078400695999,-87.7303591385,170993003555,_170993003555,17031570200
609736,Dyett HS,Dyett High School,Dyett HS,Dyett High School,555,E,51st St,Chicago,IL,60615,1600.0,66021,HS,40.0,Washington Park,Bronzeville,15.0,3.0,170318361003000,41.9829335474,-87.7915467721,170993004265,_170993004265,17031836100
610385,Multicultural Acad Scholarship,Multicultural Academy of Scholarship,Multicultural Acad Scholarship,Multicultural Acad of Scholarshp HS,3120,S,Kostner Ave,Chicago,IL,60623,7630.0,55181,HS,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170318305001006,41.8360356836,-87.7341216358999,170993005794,_170993005794,17031830500
610515,Disney Ii,Disney II Magnet School,Disney Ii,Disney II Elem Schools,3815,N,Kedvale Ave,Chicago,IL,60641,8045.0,26921,ES,16.0,Irving Park,Albany Irving,27.0,12.0,170311610001013,41.7815051900999,-87.6350153384999,170993099992,_170993099992,17031161000
609854,Chopin,Frederic Chopin Elementary School,Chopin,Chopin Elem School,2450,W,Rice St,Chicago,IL,60622,2770.0,22721,ES,24.0,West Town,Humboldt Park,21.0,8.0,170312425002007,41.9759217356999,-87.6832643768999,170993000697,_170993000697,17031242500
400040,Frazier Chtr,Frazier Preparatory Academy Elementary School,Frazier Chtr,Frazier Prep Acad Elem School,4027,W,Grenshaw St,Chicago,IL,60624,6650.0,26901,ES,29.0,North Lawndale,North Lawndale,19.0,2.0,170318430002027,41.8670136515,-87.7263136989,170993005934,_170993005934,17031843000
610532,Hernandez,Irene C. Hernandez Middle School for the Advancement of Science,Hernandez,Hernandez Middle School,3510,W,55th St,Chicago,IL,60632,8021.0,22441,MS,63.0,Gage Park,McKinley Park,17.0,7.0,170316303002008,41.8933966307999,-87.6672864955999,,_,17031630300
610097,Nixon,William P Nixon Elementary School,Nixon,Nixon Elem School,2121,N,Keeler Ave,Chicago,IL,60639,5100.0,24681,ES,20.0,Hermosa,Logan,9.0,8.0,170312004022012,41.9139197798999,-87.6459896191999,170993000994,_170993000994,17031200402
609836,Canty,Arthur E Canty Elementary School,Canty,Canty Elem School,3740,N,Panama Ave,Chicago,IL,60634,2620.0,22541,ES,17.0,Dunning,Reed-Dunning,24.0,9.0,170311705004002,41.843698967,-87.7172822713999,170993000647,_170993000647,17031170500
610321,"Marshall, T",Thurgood Marshall Middle School,"Marshall, T",Marshall Middle School,3900,N,Lawndale Ave,Chicago,IL,60618,7520.0,41081,MS,16.0,Irving Park,Albany Irving,27.0,8.0,170311609001005,41.8238993026999,-87.6921136053999,170993000389,_170993000389,17031160900
609937,Garvy,John W Garvy Elementary School,Garvy,Garvy  J Elem School,5225,N,Oak Park Ave,Chicago,IL,60656,3510.0,23301,ES,10.0,Norwood Park,Sauganash,28.0,9.0,170311006002038,42.0211179478,-87.6719367283999,170993000784,_170993000784,17031100600
610043,Lovett,Joseph Lovett Elementary School,Lovett,Lovett Elem School,6333,W,Bloomingdale Ave,Chicago,IL,60639,4530.0,24241,ES,25.0,Austin,Belmont Cragin,26.0,1.0,170312504005011,41.9188136642,-87.7485517509999,170993000929,_170993000929,17031250400
610571,Ombudsman 3 HS,Ombudsman #3,Ombudsman 3 HS,,,,,Chicago,IL,60640,9636.0,,HS,3.0,Uptown,Ravenswood,30.0,10.0,170310311001004,41.9394057688,-87.7052061095999,,_,17031031100
610572,Camelot - Safe School Program ES,Camelot Safe Academy Elementary,Camelot - Safe School Program ES,,,,,Chicago,IL,"Ave. Chicago, IL 60649",9637.0,,HS,46.0,South Chicago,South Shore,11.0,4.0,170314601001007,41.7790182326,-87.703760587,,_,17031460100
609733,Sullivan HS,Roger C Sullivan High School,Sullivan HS,Sullivan High School,6631,N,Bosworth Ave,Chicago,IL,60626,1570.0,46301,HS,1.0,Rogers Park,Ravenswood,30.0,10.0,170318306001000,41.9890331928,-87.6651879968,170993001149,_170993001149,17031830600
400012,Amandla Chtr HS,Amandla Charter High School,Amandla Chtr HS,Amandla Elem Charter Sch,6800,S,Stewart Ave,Chicago,IL,60621,2035.0,66551,HS,68.0,Englewood,Englewood,4.0,3.0,170316812003013,41.7707911322999,-87.6352295467,170993005986,_170993005986,17031681200
609954,Gregory,John Milton Gregory Elementary School,Gregory,Gregory Math & Sci Elem Academy,3715,W,Polk St,Chicago,IL,60624,3660.0,23441,ES,27.0,East Garfield Park,Garfield - West Humboldt,20.0,2.0,170312705001038,41.8113891193,-87.5985199032,170993000807,_170993000807,17031270500
609716,Kelvyn Park HS,Kelvyn Park High School,Kelvyn Park HS,Kelvyn Park High School,4343,W,Wrightwood Ave,Chicago,IL,60639,1410.0,46191,HS,20.0,Hermosa,Logan,9.0,8.0,170312002002004,41.7822574257,-87.5865783526,170993000923,_170993000923,17031200200
610390,Rickover HS,Hyman G Rickover Naval Academy High School,Rickover HS,Rickover Naval Academy High Schl,5900,N,Glenwood Ave,Chicago,IL,60660,7140.0,45221,HS,77.0,Edgewater,Ravenswood,30.0,10.0,170310305002008,41.8035152649,-87.6673410967,170993005078,_170993005078,17031030500
609922,Belmont-cragin,Belmont-Cragin Elementary School,Belmont-cragin,Belmont-Cragin Elem School,5252,W,Palmer St,Chicago,IL,60639,3390.0,26772,ES,19.0,Belmont Cragin,Belmont Cragin,26.0,8.0,170311912001013,41.8507709758,-87.7051487741999,170993004720,_170993004720,17031191200
400127,Yccs Chtr - Austin Career,YCCS-Austin Career Education Center HS,Yccs Chtr - Austin Career,Youth Connections Charter HS,5352,W,Chicago Ave,Chicago,IL,60651,9044.0,66611,HS,25.0,Austin,Austin,25.0,1.0,170312512003009,41.8949489510999,-87.7602207293,170993003473,_170993003473,17031251200
400117,Noble Street Chtr - Silver HS,Noble Street Charter School - Silver,Noble Street Chtr - Silver HS,Noble Street Charter High School,8748,S,Aberdeen St,Chicago,IL,60620,9034.0,66574,HS,71.0,Auburn Gresham,Auburn Gresham,5.0,4.0,170317114002009,41.7344423063999,-87.6509501031,,_,17031711400
609853,Chase,Salmon P Chase Elementary School,Chase,Chase Elem School,2021,N,Point St,Chicago,IL,60647,2760.0,22701,ES,22.0,Logan Square,Logan,9.0,8.0,170312214003004,41.8664626921,-87.6952597994999,170993000659,_170993000659,17031221400
610039,Von Linne,Carl von Linne Elementary School,Von Linne,Linne Elem School,3221,N,Sacramento Ave,Chicago,IL,60618,4490.0,24201,ES,21.0,Avondale,Logan,9.0,8.0,170312101002018,41.797685342,-87.6598961515,170993000919,_170993000919,17031210100
609783,Jefferson Alt HS,Nancy B Jefferson Alternative High School,Jefferson Alt HS,Jefferson  N Elem Alt School,1100,S,Hamilton Ave,Chicago,IL,60612,2120.0,30011,HS,28.0,Near West Side,Near West,23.0,2.0,170318382002026,41.8021121562999,-87.6258200563,170993000894,_170993000894,17031838200
609986,Henderson,Charles R Henderson Elementary School,Henderson,Henderson Elem School,5650,S,Wolcott Ave,Chicago,IL,60636,3920.0,23721,ES,67.0,West Englewood,Englewood,4.0,2.0,170316704001024,41.8071115385,-87.6733639292999,170993000842,_170993000842,17031670400
609704,Farragut HS,David G Farragut Career Academy High School,Farragut HS,Farragut Career Academy HS,2345,S,Christiana Ave,Chicago,IL,60623,1300.0,53091,HS,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170313008001019,41.7494030471999,-87.7210981621999,170993000788,_170993000788,17031300800
400120,Uno Chtr - Near West,UNO Charter - Near West Elementary,Uno Chtr - Near West,UNO Network Charter Schools,2050,N,Natchez Ave,Chicago,IL,60707,9600.0,66133,ES,19.0,Belmont Cragin,Belmont Cragin,26.0,9.0,170318315002002,41.9179521228,-87.7877937009999,,_,17031831500
610127,Peterson,Mary Gage Peterson Elementary School,Peterson,Peterson Elem School,5510,N,Christiana Ave,Chicago,IL,60625,5410.0,24941,ES,13.0,North Park,Albany Irving,27.0,12.0,170318318005005,41.8481015258999,-87.6807078424999,170993001033,_170993001033,17031831800
610312,Mcdowell,Mary E McDowell Elementary School,Mcdowell,Mcdowell Elem School,1419,E,89th St,Chicago,IL,60619,7390.0,26421,ES,48.0,Calumet Heights,South Shore,11.0,4.0,170314803001006,41.8735875291,-87.7492388514999,170993000839,_170993000839,17031480300
400109,Prologue-johnston Chtr HS,Prologue-Joshua Johnston Charter School,Prologue-johnston Chtr HS,Prologue - Johnston Fine Arts HS,1551,W,95th St,Chicago,IL,60643,8670.0,66581,HS,73.0,Washington Heights,Auburn Gresham,5.0,4.0,170317304002006,41.7211638933,-87.6624163144,170993006113,_170993006113,17031730400
610223,Wentworth,Daniel S Wentworth Elementary School,Wentworth,Wentworth Elem School,1340,W,71st St,Chicago,IL,60636,6390.0,25811,ES,67.0,West Englewood,Englewood,4.0,2.0,170318349001008,41.9643659734,-87.6912957515999,170993001150,_170993001150,17031834900
610291,Lee,Richard Henry Lee Elementary School,Lee,Lee Elem School,6448,S,Tripp Ave,Chicago,IL,60629,7170.0,26331,ES,65.0,West Lawn,Chicago Lawn,8.0,11.0,170316503011016,41.7423510082,-87.7095730455999,170993001214,_170993001214,17031650301
610215,Madero,Francisco I Madero Middle School,Madero,Madero Middle School,3202,W,28th St,Chicago,IL,60623,6310.0,41041,MS,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170318408001018,41.9711409283999,-87.7097007456,170993004915,_170993004915,17031840800
609990,South Loop,South Loop Elementary School,South Loop,South Loop Elem School,1212,S,Plymouth Ct,Chicago,IL,60605,3960.0,23751,ES,33.0,Near South Side,Loop,1.0,2.0,170313302002006,41.8157883917999,-87.6336278038999,170993005268,_170993005268,17031330200
400074,Shabazz Chtr - Sizemore,Betty Shabazz Intl Charter - Barbara A Sizemore,Shabazz Chtr - Sizemore,Shabazz International Chrtr Schls,6936,S,Hermitage Ave,Chicago,IL,60636,5130.0,66401,ES,67.0,West Englewood,Englewood,4.0,2.0,170316715003015,41.7673906771999,-87.6676023606,170993003539,_170993003539,17031671500
400022,Chgo Arts Contr HS,Chicago High School for the Arts,Chgo Arts Contr HS,Chicago HS for the Arts,521,E,35th St,Chicago,IL,60616i,8047.0,63051,HS,35.0,Douglas,Bronzeville,15.0,3.0,170313510002005,41.8311449727999,-87.6136286802999,170993006058,_170993006058,17031351000
400086,Urban Prep Chtr - Englewood,Urban Prep Acad for Young Men Charter - Englewood,Urban Prep Chtr - Englewood,Urban Prep Chtr Acad Englewood HS,6201,S,Stewart Ave,Chicago,IL,60621,7030.0,66441,HS,68.0,Englewood,Englewood,4.0,2.0,170318346003043,41.7815051900999,-87.6350153384999,170993099979,_170993099979,17031834600
609751,King HS,Dr  Martin Luther King  Jr  College Prep HS,King HS,King College Prep High School,4445,S,Drexel Blvd,Chicago,IL,60653,1760.0,46371,HS,39.0,Kenwood,Bronzeville,15.0,3.0,170313903002009,41.981314779,-87.7087445721,170993000931,_170993000931,17031390300
400081,Uno Chtr - De Las Casas,UNO Charter - Bartolome de Las Casas,Uno Chtr - De Las Casas,Uno Network Elem Charter School,1641,W,16th St,Chicago,IL,60608,3341.0,66392,ES,31.0,Lower West Side,Pilsen - Little Village,16.0,7.0,170313108001001,41.8595314466,-87.6679497479999,170993003555,_170993003555,17031310800
610499,Collins HS,Collins Academy High School,Collins HS,Collins Academy High School,1313,S,Sacramento Dr,Chicago,IL,60623,1045.0,49131,HS,29.0,North Lawndale,North Lawndale,19.0,2.0,170318431001005,41.9413882507,-87.6907246464,170993099995,_170993099995,17031843100
609919,Fiske,John Fiske Elementary School,Fiske,Fiske Elem School,6020,S,Langley Ave,Chicago,IL,60637,3360.0,23221,ES,42.0,Woodlawn,Woodlawn,13.0,3.0,170314205001001,41.7111830719999,-87.6404502625999,170993000773,_170993000773,17031420500
610217,"Ward, J",James Ward Elementary School,"Ward, J",Ward  J Elem School,2701,S,Shields Ave,Chicago,IL,60616,6330.0,25751,ES,34.0,Armour Square,Bridgeport - Chinatown,18.0,2.0,170313403001022,41.8409294755999,-87.7050634991999,170993001143,_170993001143,17031340300
609826,Castellanos,Rosario Castellanos Elementary School,Castellanos,Castellanos Elem School,2524,S,Central Park Ave,Chicago,IL,60623,2510.0,22461,ES,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170313006002015,41.9379100362,-87.6698525239,170993000634,_170993000634,17031300600
610130,Pirie,John T Pirie Fine Arts & Academic Center ES,Pirie,Pirie Elem Fine Arts & Academic C,650,E,85th St,Chicago,IL,60619,5440.0,24971,ES,44.0,Chatham,Chatham,12.0,4.0,170314402022010,41.7066023113999,-87.6476137787999,170993001036,_170993001036,17031440202
610250,Salazar,Rueben Salazar Elementary Bilingual Center,Salazar,Salazar Elem Bilingual Center,160,W,Wendell St,Chicago,IL,60610,6720.0,30101,ES,8.0,Near North Side,Loop,1.0,2.0,170310810005000,41.9421377377,-87.7764315432,170993001215,_170993001215,17031081000
609819,Burke,Edmond Burke Elementary School,Burke,Burke Elem School,5356,S,King Dr,Chicago,IL,60615,2460.0,22411,ES,40.0,Washington Park,Bronzeville,15.0,2.0,170314003001003,41.9757817704999,-87.6965564098999,170993000629,_170993000629,17031400300
609949,"Gray, W",William P Gray Elementary School,"Gray, W",Gray Elem School,3730,N,Laramie Ave,Chicago,IL,60641,3620.0,23401,ES,15.0,Portage Park,Albany Irving,27.0,12.0,170311507002000,41.975817005,-87.6578757241999,170993000803,_170993000803,17031150700
609960,Hale,Nathan Hale Elementary School,Hale,Hale Elem School,6140,S,Melvina,Chicago,IL,60638,3710.0,23491,ES,64.0,Clearing,MDW,7.0,11.0,170316403006018,41.8130081401999,-87.6993275181,170993000819,_170993000819,17031640300
610124,"Washington, H",Harold Washington Elementary School,"Washington, H",Washington  H Elem School,9130,S,University Ave,Chicago,IL,60619,5380.0,24921,ES,47.0,Burnside,Chatham,12.0,4.0,170314701001001,41.9834832307,-87.6658505550999,170993001031,_170993001031,17031470100
609756,Curie HS,Marie Sklodowska Curie Metropolitan High School,Curie HS,Curie Metropolitan High School,4959,S,Archer Ave,Chicago,IL,60632,1820.0,53101,HS,57.0,Archer Heights,McKinley Park,17.0,7.0,170315704002002,41.8305544189,-87.6192522266999,170993001198,_170993001198,17031570400
609907,Ericson,Leif Ericson Elementary Scholastic Academy,Ericson,Ericson Elem Scholastic Academy,3600,W,5th Ave,Chicago,IL,60624,3240.0,29051,ES,27.0,East Garfield Park,Garfield - West Humboldt,20.0,1.0,170312705001012,41.8055409109,-87.7258928458,170993000752,_170993000752,17031270500
400147,Chicago Excel Contr Acad,Chicago Excel Academy,Chicago Excel Contr Acad,Chicago Excel Acad,1269,W,111th St,Chicago,IL,60643,9066.0,63141,HS,75.0,Morgan Park,Far South Side,22.0,4.0,170317506003001,41.6921576419999,-87.6544645335,170993006219,_170993006219,17031750600
609719,Lake View HS,Lake View High School,Lake View HS,Lake View High School,4015,N,Ashland Ave,Chicago,IL,60613,1430.0,46211,HS,6.0,Lake View,Ravenswood,30.0,12.0,170310601003006,41.92794584,-87.7359995221,170993000941,_170993000941,17031060100
610116,Parkside,Parkside Elementary Community Academy,Parkside,Parkside Elem Community Academy,6938,S,East End Ave,Chicago,IL,60649,5300.0,31201,ES,43.0,South Shore,South Shore,11.0,3.0,170314302003000,41.7707911322999,-87.6352295467,170993001022,_170993001022,17031430200
610226,Sandoval,Socorro Sandoval Elementary School,Sandoval,Sandoval Elem School,5534,S,Saint Louis Ave,Chicago,IL,60629,6430.0,26721,ES,63.0,Gage Park,McKinley Park,17.0,7.0,170316309003014,41.7650484604999,-87.6582040612999,170993003566,_170993003566,17031630900
610347,Claremont,Claremont Academy Elementary School,Claremont,Claremont Academy Elem School,2300,W,64th St,Chicago,IL,60636,7830.0,31301,ES,66.0,Chicago Lawn,Chicago Lawn,8.0,2.0,170316607001003,41.9067883751,-87.6830491568999,170993005109,_170993005109,17031660700
610076,Moos,Bernhard Moos Elementary School,Moos,Moos Elem School,1711,N,California Ave,Chicago,IL,60647,4870.0,24551,ES,24.0,West Town,Humboldt Park,21.0,8.0,170312407001004,41.9300160379999,-87.7192245682,170993000969,_170993000969,17031240700
610225,Whistler,John Whistler Elementary School,Whistler,Whistler Elem School,11533,S,Ada St,Chicago,IL,60643,6420.0,25831,ES,53.0,West Pullman,Far South Side,22.0,5.0,170315303003002,41.8699432951,-87.7275250911999,170993001155,_170993001155,17031530300
610295,Higgins,Thomas J Higgins Elementary Community Academy,Higgins,Higgins Elem Community Academy,11710,S,Morgan St,Chicago,IL,60643,7210.0,31251,ES,53.0,West Pullman,Far South Side,22.0,5.0,170315303002019,41.7753060861999,-87.7288476444999,170993000855,_170993000855,17031530300
610389,Orr HS,Orr Academy High School,Orr HS,Orr Academy High School,730,N,Pulaski Rd,Chicago,IL,60624,1830.0,28151,HS,23.0,Humboldt Park,Garfield - West Humboldt,20.0,1.0,170318421005012,41.8360356836,-87.7341216358999,170993005179,_170993005179,17031842100
609930,Funston,Frederick Funston Elementary School,Funston,Funston Elem School,2010,N,Central Park,Chicago,IL,60647,3460.0,23291,ES,22.0,Logan Square,Logan,9.0,8.0,170312209012008,41.8180037322999,-87.6117473613,170993000781,_170993000781,17031220901
400105,Urban Prep Chtr - Bronzeville,Urban Prep Academy for Young Men - Bronzeville,Urban Prep Chtr - Bronzeville,Urban Prep Chtr Acad Bronzeville HS,2710,S,Dearborn St,Chicago,IL,60616,8027.0,66442,HS,35.0,Douglas,Bronzeville,15.0,3.0,170313504001003,41.8440435791,-87.6285167492,,_,17031350400
610073,Mitchell,Ellen Mitchell Elementary School,Mitchell,Mitchell Elem School,2233,W,Ohio St,Chicago,IL,60612,4840.0,24511,ES,24.0,West Town,Near North,10.0,8.0,170312429002001,41.9239826925999,-87.7615156173,170993000965,_170993000965,17031242900
610274,Johnson,James Weldon Johnson Elementary School,Johnson,Johnson Elem School,1420,S,Albany Ave,Chicago,IL,60623,6940.0,26231,ES,29.0,North Lawndale,North Lawndale,19.0,2.0,170318431001020,41.9709485695999,-87.6547952135999,170993000880,_170993000880,17031843100
609857,Cleveland,Grover Cleveland Elementary School,Cleveland,Cleveland Elem School,3121,W,Byron St,Chicago,IL,60618,2800.0,22741,ES,16.0,Irving Park,Albany Irving,27.0,8.0,170311607005009,41.8016591761999,-87.6855703355,170993000663,_170993000663,17031160700
610163,Stock,Frederick Stock Elementary School,Stock,Stock Early Childhood Center,7507,W,Birchwood Ave,Chicago,IL,60631,5770.0,30081,ES,9.0,Edison Park,Sauganash,28.0,9.0,170310901004022,41.9141512279,-87.7986839743,170993005151,_170993005151,17031090100
610060,"Jackson, A",Andrew Jackson Elementary Language Academy,"Jackson, A",Jackson  A Elem Language Acad,1340,W,Harrison St,Chicago,IL,60607,4690.0,29171,ES,28.0,Near West Side,Near West,23.0,2.0,170318329002009,41.7809034371,-87.6921517223999,170993000868,_170993000868,17031832900
609933,Gale,Stephen F Gale Elementary Community Academy,Gale,Gale Elem Community Academy,1631,W,Jonquil Ter,Chicago,IL,60626,3480.0,31081,ES,1.0,Rogers Park,Ravenswood,30.0,13.0,170310101002011,41.7975811709,-87.6683992287999,170993000782,_170993000782,17031010100
610212,Albany Park,Albany Park Multicultural Academy,Albany Park,Albany Park Multicultural Elem,4929,N,Sawyer Ave,Chicago,IL,60625,6290.0,32011,MS,14.0,Albany Park,Albany Irving,27.0,12.0,170311402001008,41.6962349093999,-87.6271470318999,170993004962,_170993004962,17031140200
609979,Healy,Robert Healy Elementary School,Healy,Healy Elem School,3010,S,Parnell Ave,Chicago,IL,60616,3880.0,23651,ES,60.0,Bridgeport,Bridgeport - Chinatown,18.0,11.0,170318401002013,41.7733652276999,-87.5944286525,170993000835,_170993000835,17031840100
610144,Reilly,Frank W Reilly Elementary School,Reilly,Reilly Elem School,3650,W,School St,Chicago,IL,60618,5590.0,25101,ES,21.0,Avondale,Logan,9.0,8.0,170318311004002,41.7923473448,-87.5947887349,170993001054,_170993001054,17031831100
609744,Northside Learning HS,Northside Learning Center High School,Northside Learning HS,Northside Learning Center,3730,W,Bryn Mawr Ave,Chicago,IL,60659,1690.0,49021,HS,13.0,North Park,Albany Irving,27.0,10.0,170311301002015,41.8989952772,-87.6674461466,170993000999,_170993000999,17031130100
400118,Noble Street Chtr - Purple,Noble Street Charter School - Purple,Noble Street Chtr - Purple,Noble Street Charter High School,931,S,Homan Ave,Chicago,IL,60624,9035.0,66575,HS,29.0,North Lawndale,North Lawndale,19.0,2.0,170318430001001,41.8693119926999,-87.7105633272,,_,17031843000
610383,Greater Lawndale HS,Greater Lawndale High School For Social Justice,Greater Lawndale HS,School of Social Justice HS,3120,S,Kostner Ave,Chicago,IL,60623,7600.0,55171,HS,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170318305001006,41.8045587817,-87.6244105627,170993005793,_170993005793,17031830500
610018,Canter,Miriam G Canter Middle School,Canter,Canter Middle School,4959,S,Blackstone Ave,Chicago,IL,60615,4260.0,23981,MS,39.0,Kenwood,Hyde Park,14.0,3.0,170313907002006,41.7406879548,-87.6771287387999,170993004957,_170993004957,17031390700
400145,Yccs Chtr - Community Academy,YCCS-Youth Connection Leadership Academy HS,Yccs Chtr - Community Academy,Youth Connections Charter HS,3424,S,State St,Chicago,IL,60616,9062.0,66629,HS,35.0,Douglas,Bronzeville,15.0,3.0,170318420002008,41.8320716345999,-87.6267447821,170993003473,_170993003473,17031842000
610402,Devry HS,DeVry University Advantage Academy HS,Devry HS,Devry Advantage Academy High Schl,3300,N,Campbell,Chicago,IL,60618,6990.0,46521,HS,5.0,North Center,Logan,9.0,12.0,170318437001021,41.9655200272,-87.6524725414,170993005790,_170993005790,17031843700
610237,Beethoven,Ludwig Van Beethoven Elementary School,Beethoven,Beethoven Elem School,25,W,47th St,Chicago,IL,60609,6540.0,25931,ES,38.0,Grand Boulevard,Bronzeville,15.0,3.0,170313817001000,41.9150378914999,-87.7003170428999,170993000602,_170993000602,17031381700
400124,Yccs Chtr - Mckinley,YCCS-Ada S. McKinley-Lakeside HS,Yccs Chtr - Mckinley,Youth Connections Charter HS,2920,S,Wabash Ave,Chicago,IL,60616,9041.0,66107,HS,35.0,Douglas,Bronzeville,15.0,3.0,170318392002018,41.841331691,-87.62529408,170993003473,_170993003473,17031839200
400062,Perspectives Chtr - Calumet Tech,Perspectives Charter - Calumet Technology,Perspectives Chtr - Calumet Tech,Perspectives Charter High School,8131,S,May St,Chicago,IL,60620,1962.0,66053,HS,71.0,Auburn Gresham,Auburn Gresham,5.0,4.0,170317108006008,41.7459346286999,-87.6523281373,170993003450,_170993003450,17031710800
610136,Prescott,William H Prescott Elementary School,Prescott,Prescott Elem School,1632,W,Wrightwood Ave,Chicago,IL,60614,5500.0,25021,ES,7.0,Lincoln Park,Lincoln Park,29.0,12.0,170310707001012,41.8932361946,-87.7187605735,170993001040,_170993001040,17031070700
400106,Noble Street Chtr - Johnson,Noble Street Charter School Ã¢â¬â Johnson HS,Noble Street Chtr - Johnson,Noble Street Charter High School,6350,S,Stewart Ave,Chicago,IL,60621,8028.0,66148,HS,68.0,Englewood,Englewood,4.0,2.0,170316809002014,41.7783700537,-87.6350800446,,_,17031680900
400076,Univ Of Chgo Chtr - Nko,University of Chicago Charter - NKO,Univ Of Chgo Chtr - Nko,Univ of Chicago Elem Charter Schl,1119,E,46th St,Chicago,IL,60653,3060.0,66111,ES,39.0,Kenwood,Bronzeville,15.0,3.0,170313902001006,41.8113891193,-87.5985199032,170993003542,_170993003542,17031390200
610367,De Priest,Oscar DePriest Elementary School,De Priest,Depriest Elem School,139,S,Parkside Ave,Chicago,IL,60644,8050.0,26631,ES,25.0,Austin,Austin,25.0,1.0,170312521011008,41.6537055394,-87.6143199053999,170993001177,_170993001177,17031252101
609730,Senn HS,Nicholas Senn High School,Senn HS,Senn High School,5900,N,Glenwood Ave,Chicago,IL,60660,1540.0,47061,HS,77.0,Edgewater,Ravenswood,30.0,10.0,170310305002008,41.9648004455,-87.7148181431,170993001114,_170993001114,17031030500
400143,Yccs Chtr - West Town,YCCS-West Town Academy Alternative HS,Yccs Chtr - West Town,Youth Connections Charter HS,500,N,Sacramento Blvd,Chicago,IL,60612,9603.0,66627,HS,23.0,Humboldt Park,Garfield - West Humboldt,20.0,1.0,170318367002033,41.8908064653,-87.7020163485999,170993003473,_170993003473,17031836700
610179,Smyser,Washington D Smyser Elementary School,Smyser,Smyser Elem School,4310,N,Melvina Ave,Chicago,IL,60634,5960.0,25401,ES,15.0,Portage Park,Albany Irving,27.0,12.0,170311505021009,41.8790751068,-87.6594182663999,170993001097,_170993001097,17031150502
610053,Marquette,Marquette Elementary School,Marquette,Marquette Elem School,6550,S,Richmond St,Chicago,IL,60629,4620.0,24341,ES,66.0,Chicago Lawn,Chicago Lawn,8.0,11.0,170316608004004,41.9204833931,-87.7582128207999,170993000940,_170993000940,17031660800
609966,Hammond,Charles G Hammond Elementary School,Hammond,Hammond Elem School,2819,W,21st Pl,Chicago,IL,60623,3750.0,23531,ES,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170318407001011,41.9451922208,-87.6708645143999,170993000824,_170993000824,17031840700
400126,Yccs Chtr - Association House,"YCCS-Association House, El Cuarto Ano HS",Yccs Chtr - Association House,Youth Connections Charter HS,1116,N,Kedzie Ave,Chicago,IL,60651,9043.0,66109,HS,23.0,Humboldt Park,Humboldt Park,21.0,8.0,170318366002008,41.9015730770999,-87.7068231620999,170993003473,_170993003473,17031836600
609705,Fenger HS,Christian Fenger Academy High School,Fenger HS,Fenger Academy High School,11220,S,Wallace St,Chicago,IL,60628,1310.0,46111,HS,49.0,Roseland,Far South Side,22.0,5.0,170314912003013,41.8775287339,-87.6832489541999,170993000792,_170993000792,17031491200
400069,Polaris Chtr Campus,Polaris Charter Academy Elementary School,Polaris Chtr Campus,Polaris Elem Charter Academy,620,N,Sawyer Ave,Chicago,IL,60624,4150.0,67081,ES,23.0,Humboldt Park,Garfield - West Humboldt,20.0,1.0,170318367001016,41.8925508275999,-87.7077597579,170993005919,_170993005919,17031836700
609674,Chicago Vocational HS,Chicago Vocational Career Academy High School,Chicago Vocational HS,Chicago Vocational Career Acad HS,2100,E,87th St,Chicago,IL,60617,1010.0,53011,HS,45.0,Avalon Park,Chatham,12.0,4.0,170314503003005,41.8459653309,-87.68554722,170993000943,_170993000943,17031450300
609737,Von Steuben HS,Friedrich W von Steuben Metropolitan Science HS,Von Steuben HS,Von Steuben Metro Science HS,5039,N,Kimball Ave,Chicago,IL,60625,1610.0,47081,HS,13.0,North Park,Albany Irving,27.0,12.0,170318318004000,41.8075094709,-87.6430031536,170993001180,_170993001180,17031831800
610152,Ruggles,Martha Ruggles Elementary School,Ruggles,Ruggles Elem School,7831,S,Prairie Ave,Chicago,IL,60619,5660.0,25181,ES,69.0,Greater Grand Crossing,Chatham,12.0,4.0,170316913002020,42.015265313,-87.6972221893999,170993001064,_170993001064,17031691300
400048,Learn Chtr - Excel,LEARN Charter ES - Excel,Learn Chtr - Excel,Learn Elem Charter School,2401,W,Congress Pkwy,Chicago,IL,60612,6775.0,66561,ES,28.0,Near West Side,Near West,23.0,2.0,170312827002013,41.8749403599,-87.6862898820999,170993004270,_170993004270,17031282700
