School ID,School Name,ncessch,school_id,school_name,leaid,latitude,longitude,census_tract,college_enroll_pct,salaries_crdc,free_or_reduced_price_lunch,teachers_certified_fte_crdc,counselors_fte_crdc,law_enforcement_fte_crdc,enrl_AP_crdc,FY 2017 Ending Budget,food_stamps,above_pov_rate,internet_rate,emp_rate_25_64,median_earnings,ds_pm_pred
609749,NORTHSIDE PREP HS,170993003481,3481,Northside College Preparatory High School,1709930,41.981351,-87.707935,17031831800,1.5478923722137108,0.24397761992685013,-2.659490668378323,-0.47878764182893335,-0.11532933494296128,-0.0769571410105489,2.3556860780259674,-0.7048321807215483,-0.504092059064762,0.7329365323266592,0.5755197312148091,0.6352397890043866,-0.17800100867849006,0.9340312915185052
609737,VON STEUBEN HS,170993001180,1180,Von Steuben Metro Science High School,1709930,41.973222,-87.713126,17031831800,0.8262635964166113,-0.06035998236995287,-0.682992190751051,-0.5474665854031435,-0.2090640547180305,-0.41820653452304923,0.8923571828314887,-0.7454883444412392,-0.504092059064762,0.7329365323266592,0.5755197312148091,0.6352397890043866,-0.17800100867849006,0.9340312915185052
610391,LINDBLOM HS,170993005791,5791,Lindblom Math & Science Academy High School,1709930,41.78211,-87.672162,17031670600,1.4835433094037784,-0.26262085871972773,-1.2021459146861553,-0.44398845828857325,-0.3515426295117471,0.40001936977069685,1.8424195589453576,-0.8223169146490571,1.5930768036343321,-1.4531311006207626,-1.7458175368095943,-4.268137227717351,-0.5568778685431683,-0.5730068736297356
609720,LANE TECH HS,170993000942,942,Lane Technical High School,1709930,41.945356,-87.690624,17031843700,1.3916160768181605,-0.08450482349638562,-2.474924463934432,-0.7066887693698806,-0.5905104654435093,-0.41820653452304923,3.1278379323091583,-1.0136953710381167,-1.2476719566834966,1.3110152073005965,1.1085492597003193,0.7982974570188869,1.4787019780814374,0.05042750693635084
610402,DEVRY HS,170993005790,5790,Devry Advantage Academy High School,1709930,41.941039,-87.691119,17031843700,1.134219825578431,0.49779471260491337,-0.9693888359946878,-0.6454577145195856,0.3220952364863161,-0.41820653452304923,2.80822249827486,-0.31196638280489647,-1.2476719566834966,1.3110152073005965,1.1085492597003193,0.7982974570188869,1.4787019780814374,0.05042750693635084
609755,YOUNG HS,170993000714,714,Young Magnet High School,1709930,41.87827,-87.663686,17031833100,1.2445325046811724,0.21140417287643642,-2.910189036710381,-0.627157215523007,-0.1376737913145224,-0.41820653452304923,1.9255204331128468,-0.846795625757886,-0.9301290529450824,0.8126715219782361,1.3875915071236957,1.0545309353273866,3.608069585879734,-0.1603343778005823
609678,JONES HS,170993000990,990,Jones College Prep High School,1709930,41.874066,-87.628054,17031839000,1.2169543349054872,-0.10218950798972462,-2.9753205331124737,-0.5336343903084921,-0.12274239654431948,-0.41820653452304923,2.6706325880678414,-0.9276777743932174,-1.1385576582020571,0.2943940892429814,1.1867418791051971,0.9264141961731359,1.7406653274419253,-0.6206006073259277
609738,LINCOLN PARK HS,170993001185,1185,Lincoln Park High School,1709930,41.919347,-87.645354,17031071200,1.2077616116469247,-0.08849893476804989,-1.9532916730666543,-0.4844556308880018,-0.402345525484372,-0.41820653452304923,0.9790624068717336,-0.855249001371932,-1.3475291962429827,0.9787860837523563,1.5317487717494813,1.1710006981948864,2.1776135134031906,-0.10679142739236491
610529,OGDEN HS,170993006093,6093,Ogden International High School,1709930,41.893928,-87.6585,17031243200,1.1434125488369928,-0.6737939948434795,-2.1410251401043623,1.0590788257409407,0.11600737574406789,-0.41820653452304923,-0.9189919946842897,0.12706783912200342,-1.3038422071736717,0.9189848415136735,1.862783063720149,0.9613551250333872,1.7660394135128898,0.08800914421474451
609751,KING HS,170993000931,931,King College Prep High School,1709930,41.813881,-87.602917,17031390300,1.0606780395099373,0.46596228930354644,-0.39662605989992916,-0.28842195071500426,-0.25358293380829144,-0.41820653452304923,1.335571492744969,-0.3495517380855638,0.9065147738276301,-1.1142573946015573,-0.7857445259788044,0.006303069519889108,0.15751507119150224,-0.9076865893927335
609726,BROOKS HS,170993002031,2031,Brooks College Prep Academy High School,1709930,41.694049,-87.615882,17031490901,1.0422925929928133,0.23725146133526526,-0.9109527423651077,-0.5996447127056741,0.004659618840131346,0.3338915044566342,2.690907795452345,-0.7327671248944778,0.663879210421092,0.5402436406686794,0.20027563935079543,-1.6126266343383577,-0.456473573533251,-1.4707581857587813
400035,CHICAGO MATH & SCIENCE HS,170993005092,5092,Chicago Math & Science Elementary Charter,1709930,42.008825,-87.672858,17031010202,1.037696231363533,-1.807740776999554,0.46618794961560195,-0.0915620227373319,-0.23955086928860728,-0.41820653452304923,0.11885961379924441,-0.4085948942297984,0.05160732933625876,0.47379781595903137,0.09639619140067328,0.5537109549971381,-0.4673940662726534,-0.2925230710848123
400094,EPIC HS,170993006088,6088,EPIC Academy High School,1709930,41.744942,-87.549779,17031460100,1.0055216999585666,1.810742829672608,0.6038925608950827,-0.6659560130787845,-0.716148254776956,-0.41820653452304923,-0.6031335025748079,-0.47192369888122504,1.2495714199474344,-1.0544561523628742,-0.07181392772395326,-1.1001596777213583,-0.5013118319573856,-1.961713667347369
609753,CHICAGO AGRICULTURE HS,170993005147,5147,Chicago High School for Agricultural Sciences,1709930,41.690023,-87.717329,17031740400,1.0055216999585666,0.5355393801640304,-2.92192252400894,-0.46918014237037,-0.4242347268248405,3.6083461978417177,-0.6531604741163439,-0.2368990779946885,-1.3012973454046552,1.3907501969521745,0.3570090192651711,0.8565323384526368,1.1135720914298892,-1.3490894488555674
