School ID,School Name,ncessch,school_id,school_name_x,leaid_x,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,latitude_x,longitude_x,census_tract_x,hs_graduates,enrollment_crdc,tot_hhld_census_tract,college_enrollment,college_enrollment_pct,free_or_reduced_price_lunch,teachers_certified_fte_crdc,counselors_fte_crdc,law_enforcement_fte_crdc,salaries_crdc,enrl_AP_crdc,above_pov_rate,internet_rate,emp_rate_25_64,FY 2017 Ending Budget,food_stamps,median_earnings,ds_pm_pred,opportunity_index
609710,HARLAN HS,170993000851,851,Harlan Community Academy HS,1709930,9652 S Michigan Ave,Chicago,IL,60628,9652 S Michigan Ave,Chicago,IL,60628,41.71875,-87.621348,17031490500,138,386,729,-0.2823119461518896,-0.0010814968539484,-0.5941877079421506,0.2470297077940759,0.4849302358893023,0.4182065345230492,0.7346980303753301,-0.9315391306143308,0.6332677952621871,0.4338294865834132,-1.1001596777213565,-0.4367088893258948,-0.0716073231178379,-0.4794708464785808,-1.1539745400551211,-0.2189893132569236
609711,HARPER HS,170993000852,852,Harper High School,1709930,6520 S Wood St,Chicago,IL,60636,6520 S Wood St,Chicago,IL,60636,41.775322,-87.669837,17031671300,36,134,606,-0.7574158027337151,0.0724602892145458,-0.7317529655391081,0.1271048599985869,-1.0327594584290245,-2.27868232913171,3.066074371706503,-0.9315391306143308,0.0153216254624593,-1.4459784541040503,-2.3114452115433544,-1.675728617131664,-1.3325583920612436,-0.791411509669981,-0.3940644281789047,-0.9363031632811558
609712,HIRSCH HS,170993000879,879,Hirsch Metropolitan High School,1709930,7740 S Ingleside Ave,Chicago,IL,60619,7740 S Ingleside Ave,Chicago,IL,60619,41.753954,-87.601929,17031691500,32,137,781,-0.8177464511885502,-0.7089211877632051,-0.7812402380158859,-0.2052006210075058,-0.9818532868955804,0.4182065345230492,0.1333256601019393,-0.891012797409636,-0.8285403483500708,-1.4216108486218562,-1.6708615157721058,-1.624949893581269,-1.7053346812453334,-0.5845645295471826,-1.8991537740941544,-0.961355624460411
609713,HYDE PARK HS,170993000893,893,Hyde Park Academy High School,1709930,6220 S Stony Island,Chicago,IL,60637,6220 S Stony Island,Chicago,IL,60637,41.78211,-87.587269,17031420100,116,856,740,-0.3200186014361614,0.3436456253421182,-0.7478150638946273,0.4229710472125836,0.5641243242999939,-0.4261465209202633,-0.322850480186216,-0.6526365267488439,-0.6890041164598099,-0.3656763918081729,0.4372411921296401,0.6153192802183889,-1.4799549406052266,-0.5616957329870224,-1.4938006529195424,-0.2090271558701968
609715,KELLY HS,170993000920,920,Kelly High School,1709930,4136 S California Av,Chicago,IL,60632,4136 S California Av,Chicago,IL,60632,41.818178,-87.694838,17031580501,439,1891,1379,1.2108716031052762,0.1092311822487931,-0.5917767824910082,0.3862653015422377,0.6330200502279272,0.4182065345230492,-0.1917470753918288,-0.4382794346654916,-0.2039495960793791,-0.3965502871056122,0.2392425952548902,0.485439421954044,-0.218337852851278,-0.579682426910744,0.094086385666708,-0.030086430748397036
609716,KELVYN PARK HS,170993000923,923,Kelvyn Park High School,1709930,4343 W Wrightwood Av,Chicago,IL,60639,4343 W Wrightwood Av,Chicago,IL,60639,41.92744,-87.736051,17031200200,88,451,1596,-0.6593784989946083,-0.9847028855200584,-0.7331195763694479,0.2496800049563299,0.2558853124656235,0.4182065345230492,-0.2585759970091816,-0.2421421719748224,0.3276170015978054,-0.2031512792067723,0.8681793147393877,0.0686793569951779,-0.2134521350578319,-0.5237309611694528,0.8402815423151991,-0.051062435558258026
609718,KENNEDY HS,170993000924,924,Kennedy High School,1709930,6325 W 56th St,Chicago,IL,60638,6325 W 56th St,Chicago,IL,60638,41.790206,-87.780788,17031561100,340,1691,1877,0.8488877123762664,0.3252601788249949,0.7227321907430636,0.4028902201825587,0.3708680904737063,0.4182065345230492,-0.7646614368686834,-0.2321902664829304,1.38410561448121,0.4540222919017317,0.5770049075706384,0.7332409419351484,0.988641577317888,0.4623895331985831,0.7696749209577192,0.4947690922112311
609719,LAKE VIEW HS,170993000941,941,Lake View High School,1709930,4015 N Ashland Ave,Chicago,IL,60613,4015 N Ashland Ave,Chicago,IL,60613,41.955475,-87.668633,17031060100,269,1389,1227,0.4114905110787127,0.1781766066880064,0.3243594491147235,0.425256202763202,0.170602820082816,-0.1021435126040029,-0.4118442595156499,0.0837490931847825,1.2844368774167378,1.6065801550575824,1.0778248879008885,0.7533059135480994,1.3956806695949049,1.905179338651393,0.5664903990656888,0.6872152565514161
609720,LANE TECH HS,170993000942,942,Lane Technical High School,1709930,2501 W Addison St,Chicago,IL,60618,2501 W Addison St,Chicago,IL,60618,41.945356,-87.690624,17031843700,850,4441,963,5.0041611247030255,1.3916160768181605,2.474924463934433,0.7066887693698801,0.5905104654435096,0.4182065345230492,-0.0845048234963871,3.1278379323091583,1.3110152073005965,1.10854925970032,0.7982974570188885,1.0136953710381178,1.2476719566834964,1.4787019780814377,0.3988631685047537,1.458673847831622
610402,DEVRY HS,170993005790,5790,Devry Advantage Academy High Schl,1709930,3300 N Campbell Ave,Chicago,IL,60618,3300 N Campbell Ave,Chicago,IL,60618,41.941039,-87.691119,17031843700,100,193,963,-0.2747706150950352,1.134219825578431,0.9693888359946892,0.6454577145195851,-0.3220952364863159,0.4182065345230492,0.4977947126049118,2.80822249827486,1.3110152073005965,1.10854925970032,0.7982974570188885,0.3119663828048975,1.2476719566834964,1.4787019780814377,0.3988631685047537,1.0467870697451949
609722,MANLEY HS,170993001125,1125,Manley Career Academy High School,1709930,2935 W Polk St,Chicago,IL,60612,2935 W Polk St,Chicago,IL,60612,41.870762,-87.700024,17031271800,48,114,213,-0.7800397959042783,-0.9479319924858112,-0.3724283753948759,-0.6581707636261599,-1.4406042245156812,0.4182065345230492,0.861821058004219,-0.1035932531254351,-3.26045753272319,-1.1666974516909885,-0.3314592427958591,-1.7371632472361076,-1.513310756689303,-0.9969094877485,-0.0257924822495927,-0.9679210154791756
609723,MARSHALL HS,170993000972,972,Marshall Metropolitan High School,1709930,3250 W Adams St,Chicago,IL,60624,3250 W Adams St,Chicago,IL,60624,41.878873,-87.707189,17031271300,76,341,360,-0.5688825263123558,0.0402857578095798,-0.650417579023689,-0.0647411811441157,1.2919557082649205,0.4182065345230492,-0.0703078339017575,-0.5733386371276739,-1.997986863239877,-0.1911226388534759,-0.7041624839718585,-0.3250236774962911,-1.1904362435429494,-0.5462785667666896,-0.2823129411382843,-0.39190820256241565
609724,MATHER HS,170993000977,977,Mather High School,1709930,5835 N Lincoln Ave,Chicago,IL,60659,5835 N Lincoln Ave,Chicago,IL,60659,41.988119,-87.701409,17031020701,325,1442,615,0.781015732864577,0.3436456253421182,-0.1514463827409685,0.3690632512317319,0.2118175933655147,0.4182065345230492,-0.3950919069257959,0.4353112268130825,1.1581898104684063,1.2670593390068288,0.7400625755851387,0.6538825252045556,1.0199330870530023,0.1967646068607661,0.7838978374901645,0.5017305783890166
609725,MORGAN PARK HS,170993001002,1002,Morgan Park High School,1709930,1744 W Pryor Ave,Chicago,IL,60643,1744 W Pryor Ave,Chicago,IL,60643,41.692187,-87.665682,17031750500,235,1271,2087,0.2304985657142077,0.1460020752830401,-0.1292132331138757,0.3761818232707948,0.8017718650910596,0.1338767880795104,0.2985547129445966,-0.5646020397255602,0.0817674501721073,-1.0460633378103965,-0.0286378593403588,0.5323177027371664,0.5876746718109658,0.1911116459133107,-0.6576963453338189,0.07509600959647036
609726,BROOKS HS,170993002031,2031,Brooks College Prep Academy HS,1709930,250 E 111th St,Chicago,IL,60628,250 E 111th St,Chicago,IL,60628,41.694049,-87.615882,17031490901,200,961,1420,0.3511598626238777,1.0422925929928133,0.9109527423651091,0.5996447127056738,-0.004659618840131,-0.333891504456634,0.2372514613352644,2.690907795452345,0.5402436406686794,0.2002756393507964,-1.612626634338356,0.7327671248944788,-0.6638792104210921,-0.4564735735332511,-1.0503504338901817,0.6163357069510417
609727,PHILLIPS HS,170993001061,1061,Phillips Academy High School,1709930,244 E Pershing Rd,Chicago,IL,60653,244 E Pershing Rd,Chicago,IL,60653,41.824429,-87.619904,17031839600,92,634,785,-0.4482212294026858,0.3344529020835562,-0.4831823401541066,0.4227821250615324,0.3092685400094359,0.4182065345230492,-0.3603508852251941,-0.4411321458408004,0.5203098932557851,-0.7417528758518633,0.01795004580664,0.5146940155338736,0.0227024191920168,0.5857911011538302,-1.738130040494713,0.049569589801668645
609728,ROOSEVELT HS,170993001093,1093,Roosevelt High School,1709930,3436 W Wilson Ave,Chicago,IL,60625,3436 W Wilson Ave,Chicago,IL,60625,41.964989,-87.714552,17031140702,233,1099,2060,0.2304985657142077,0.1735802450587251,-0.6947819672747861,0.2207457856033574,0.7250551944578439,-0.2394515323190577,-0.6011340685137366,-0.4414986920727577,0.0950566151140371,0.0050423830606073,0.4488881684163893,0.4520987503672354,0.5744753554709656,-0.3098177798623354,1.1003577303370111,0.04050835709771897
609729,SCHURZ HS,170993001111,1111,Schurz High School,1709930,3601 N Milwaukee Ave,Chicago,IL,60641,3601 N Milwaukee Ave,Chicago,IL,60641,41.947454,-87.735529,17031161100,437,1739,746,1.0147969956270626,-0.1527614306202176,-0.4136720127603624,0.3596388885333443,0.575424754068282,-0.4130369565171757,-0.4897633085194335,-0.3632382901717279,1.5169972639005065,0.8180708511552309,1.112765816761138,0.5339689127160305,1.1122542063947862,1.9686466729250969,1.1841713456174696,0.46038995249570186
609730,SENN HS,170993001114,1114,Senn High School,1709930,5900 N Glenwood Ave,Chicago,IL,60660,5900 N Glenwood Ave,Chicago,IL,60660,41.989094,-87.666773,17031030500,291,1441,2864,0.720685084409742,0.596445514952567,0.2855246920034959,0.1900258396100074,0.2110680179908448,0.4182065345230492,-0.4548716746366652,0.0162877130113617,1.0120089961071803,1.7416904639906423,1.031236982753888,0.7343038965422373,1.3344094082734006,1.136762078952973,0.0580211330308657,0.5875129698172165
610390,RICKOVER MILITARY HS,170993005078,5078,Rickover Naval Academy High Schl,1709930,5900 N Glenwood Ave,Chicago,IL,60660,5900 N Glenwood Ave,Chicago,IL,60660,41.98902,-87.666421,17031030500,102,554,2864,-0.350183925663579,0.6056382382111289,-0.2317992093113021,0.5131278350295243,-0.3949314704552343,0.4182065345230492,0.604381952767046,0.5116079839384098,1.0120089961071803,1.7416904639906423,1.031236982753888,0.5733422375645898,1.3344094082734006,1.136762078952973,0.0580211330308657,0.5865735542906063
609732,STEINMETZ HS,170993001139,1139,Steinmetz College Prep HS,1709930,3030 N Mobile Ave,Chicago,IL,60634,3030 N Mobile Ave,Chicago,IL,60634,41.935607,-87.784325,17031190401,315,1276,1234,0.6829784291254701,0.2563147543857816,-0.2317093377250825,0.4530090769972585,0.3154295880862728,0.4182065345230492,-0.0450330218815127,-0.230998902169227,0.4605086510171015,-0.0896160484514827,-0.0868727407741086,0.5160680412091441,0.7353276356976799,-0.1316210336323222,1.5986677702772198,0.1957648383942741
609733,SULLIVAN HS,170993001149,1149,Sullivan High School,1709930,6631 N Bosworth Ave,Chicago,IL,60626,6631 N Bosworth Ave,Chicago,IL,60626,42.002831,-87.668928,17031830600,110,723,1868,-0.4633038915163945,-0.2722668329815207,-0.5312895206975196,0.3205065186240454,0.4302355634876352,-1.0813084353098876,-0.4540742111677333,-0.7625953293986323,0.3608399139526294,0.7841912691995259,0.5770049075706384,0.5842650179795075,0.2631645997438831,-0.2183425936216942,0.4948678550987419,0.04849960433121433
609734,TAFT HS,170993001153,1153,Taft High School,1709930,6530 W Bryn Mawr Ave,Chicago,IL,60631,6530 W Bryn Mawr Ave,Chicago,IL,60631,41.984656,-87.791426,17031100300,655,3373,2676,2.9453777461817823,0.7435290870895556,2.0209597526475287,0.5961020957400193,0.4607649312020988,0.2039266010930239,-0.3334466233625849,0.4132791170193131,1.2645031300038436,-0.4374310756244938,1.1011188404743872,0.9397265618857156,1.4169977045825892,0.8855907459467183,3.0615963278998715,0.8469472954722296
609735,TILDEN HS,170993001161,1161,Tilden Career Communty Academy HS,1709930,4747 S Union Ave,Chicago,IL,60609,4747 S Union Ave,Chicago,IL,60609,41.807504,-87.642518,17031843800,55,248,630,-0.7498744716768607,-0.8606011215294743,-0.5665795652308725,-0.3372242644337878,0.0358596101319019,0.4182065345230492,0.1670165922754378,-0.7300513530280863,0.0485445378172833,0.1164244496857517,-1.0768657251478564,-0.4706226262964895,-0.5068963863835348,-0.060573592633622,-0.7862105554305382,-0.35277130591698724
609737,VON STEUBEN HS,170993001180,1180,Von Steuben Metro Science HS,1709930,5039 N Kimball Ave,Chicago,IL,60625,5039 N Kimball Ave,Chicago,IL,60625,41.973222,-87.713126,17031831800,351,1726,2151,1.1957889409915676,0.8262635964166114,0.6829921907510524,0.5474665854031432,0.2090640547180308,0.4182065345230492,-0.0603599823699551,0.8923571828314887,0.7329365323266592,0.57551973121481,0.6352397890043883,0.7454883444412403,0.5040920590647617,-0.17800100867849,0.1982184531363768,0.5701809524357004
609749,NORTHSIDE PREP HS,170993003481,3481,Northside College Preparatory Hs,1709930,5501 N Kedzie Ave,Chicago,IL,60625,5501 N Kedzie Ave,Chicago,IL,60625,41.981351,-87.707935,17031831800,248,1059,2151,0.8639703744899752,1.547892372213711,2.659490668378324,0.478787641828933,0.1153293349429615,0.0769571410105489,0.2439776199268486,2.3556860780259674,0.7329365323266592,0.57551973121481,0.6352397890043883,0.7048321807215493,0.5040920590647617,-0.17800100867849,0.1982184531363768,0.9962538531751933
609738,LINCOLN PARK HS,170993001185,1185,Lincoln Park High School,1709930,2001 N Orchard St,Chicago,IL,60614,2001 N Orchard St,Chicago,IL,60614,41.919347,-87.645354,17031071200,507,2101,936,2.455191227486248,1.207761611646925,1.953291673066656,0.4844556308880015,0.4023455254843723,0.4182065345230492,-0.0884989347680506,0.9790624068717336,0.9787860837523564,1.5317487717494822,1.171000698194888,0.8552490013719332,1.3475291962429825,2.17761351340319,0.2906674105972537,1.073613301503368
609739,WASHINGTON HS,170993001189,1189,Washington G High School,1709930,3535 E 114th St,Chicago,IL,60617,3535 E 114th St,Chicago,IL,60617,41.687525,-87.53905,17031520600,304,1436,801,0.6678957670117615,0.3390492637128375,-0.3917548614459448,0.3620818063006993,0.4242347268248408,-0.5884316485681423,-0.7647349559205396,0.1703763846902006,0.5269544757267496,-0.7887486739068709,-0.2382834325018596,0.7544369405025652,0.8404669342691161,-0.4213995203819939,-1.0833679186976322,0.12791490248700793
609740,WELLS HS,170993001192,1192,Wells Community Academy HS,1709930,936 N Ashland Ave,Chicago,IL,60622,936 N Ashland Ave,Chicago,IL,60622,41.899153,-87.668346,17031242100,116,380,1666,-0.4859278846869577,-0.5250667225919696,-0.3222726513539101,0.1175406056082854,-0.3475802514034405,0.4182065345230492,-0.1302079535521502,0.4710985912492102,1.2312802176490196,1.918127337968756,0.8681793147393877,0.1356424485860858,1.255235587033574,1.4821066022884275,-0.408795306016079,0.4715226179955867
609741,HUBBARD HS,170993000889,889,Hubbard High School,1709930,6200 S Hamlin Ave,Chicago,IL,60629,6200 S Hamlin Ave,Chicago,IL,60629,41.780103,-87.718726,17031650100,345,1777,1206,0.901677029774247,0.3712237951178039,-0.6523257286529385,0.5542400476262285,0.4154452064726059,0.4182065345230492,-0.2627215015628995,0.3401028576583622,-0.0909916940729772,-0.2733682179192164,-0.0286378593403588,0.6942538483883016,-0.1746433303973816,-0.8665701949941033,0.3521307284695863,0.11444674638799146
609745,SOUTHSIDE HS,170993005305,5305,Southside Occupational Acad HS,1709930,7342 S Hoyne Ave,Chicago,IL,60636,7342 S Hoyne Ave,Chicago,IL,60636,41.759709,-87.676316,17031672000,29,269,1179,-0.9308664170413656,-2.8646147918959417,-0.3071699983899025,-1.152158608265519,0.1339191568263011,0.4182065345230492,-0.0239792537935588,-0.9315391306143308,0.2811049243010515,-0.8796843640100394,-1.6359205869118565,-1.657492872959076,-0.5858652157283731,-0.3807367444758662,-0.2538671080734026,-0.7476029968124455
609746,KENWOOD HS,170993000925,925,Kenwood Academy High School,1709930,5015 S Blackstone Av,Chicago,IL,60615,5015 S Blackstone Av,Chicago,IL,60615,41.803407,-87.589655,17031390700,360,1755,3287,1.323991568958092,0.954961722036476,1.6780976644565695,0.5575235561501566,0.404457610438742,-0.1995423675790666,-0.2232817505325207,0.3338985101932323,0.3475507490106996,0.5552891311663686,-0.0286378593403588,0.8560675131046682,1.272096875211332,0.7155522501749645,-1.4506239420174865,0.6478103717045044
