name,food_stamps,median_earnings,state,county,tract
"Census Tract 8457.03, DuPage County, Illinois",49,40233,17,043,845703
"Census Tract 8458.02, DuPage County, Illinois",38,50795,17,043,845802
"Census Tract 8462.07, DuPage County, Illinois",27,55975,17,043,846207
"Census Tract 8463.04, DuPage County, Illinois",30,69938,17,043,846304
"Census Tract 8464.05, DuPage County, Illinois",51,56117,17,043,846405
"Census Tract 8461.04, DuPage County, Illinois",67,54427,17,043,846104
"Census Tract 8457.04, DuPage County, Illinois",0,40423,17,043,845704
"Census Tract 8458.05, DuPage County, Illinois",7,48891,17,043,845805
"Census Tract 8402.02, DuPage County, Illinois",37,41521,17,043,840202
"Census Tract 8410.02, DuPage County, Illinois",33,41125,17,043,841002
"Census Tract 8423, DuPage County, Illinois",9,57375,17,043,842300
"Census Tract 15, Peoria County, Illinois",389,18222,17,143,001500
"Census Tract 21, Peoria County, Illinois",700,25236,17,143,002100
"Census Tract 38, Peoria County, Illinois",86,31451,17,143,003800
"Census Tract 46, Peoria County, Illinois",207,27049,17,143,004600
"Census Tract 3, Peoria County, Illinois",339,18225,17,143,000300
"Census Tract 19, Peoria County, Illinois",5,6565,17,143,001900
"Census Tract 25, Peoria County, Illinois",401,26133,17,143,002500
"Census Tract 26, Peoria County, Illinois",99,35197,17,143,002600
"Census Tract 28, Peoria County, Illinois",159,34335,17,143,002800
"Census Tract 36.01, Peoria County, Illinois",101,33276,17,143,003601
"Census Tract 37, Peoria County, Illinois",83,34726,17,143,003700
"Census Tract 1, Peoria County, Illinois",218,17813,17,143,000100
"Census Tract 5, Peoria County, Illinois",301,16006,17,143,000500
"Census Tract 12, Peoria County, Illinois",330,16890,17,143,001200
"Census Tract 16, Peoria County, Illinois",607,20366,17,143,001600
"Census Tract 13, Peoria County, Illinois",299,17034,17,143,001300
"Census Tract 24, Peoria County, Illinois",316,27154,17,143,002400
"Census Tract 32, Peoria County, Illinois",144,31242,17,143,003200
"Census Tract 34.02, Peoria County, Illinois",27,41981,17,143,003402
"Census Tract 43, Peoria County, Illinois",223,26495,17,143,004300
"Census Tract 44, Peoria County, Illinois",506,24974,17,143,004400
"Census Tract 48.02, Peoria County, Illinois",286,31121,17,143,004802
"Census Tract 49.02, Peoria County, Illinois",32,42020,17,143,004902
"Census Tract 31.01, Peoria County, Illinois",298,40573,17,143,003101
"Census Tract 36.02, Peoria County, Illinois",381,26001,17,143,003602
"Census Tract 48.01, Peoria County, Illinois",99,38022,17,143,004801
"Census Tract 34.01, Peoria County, Illinois",252,52086,17,143,003401
"Census Tract 42, Peoria County, Illinois",184,31176,17,143,004200
"Census Tract 8608.07, Lake County, Illinois",136,35384,17,097,860807
"Census Tract 8613.04, Lake County, Illinois",188,25098,17,097,861304
"Census Tract 8610.07, Lake County, Illinois",20,46800,17,097,861007
"Census Tract 8615.06, Lake County, Illinois",264,40749,17,097,861506
"Census Tract 8644.11, Lake County, Illinois",8,71397,17,097,864411
"Census Tract 8658.01, Lake County, Illinois",14,52024,17,097,865801
"Census Tract 8233.04, Cook County, Illinois",337,33411,17,031,823304
"Census Tract 8245.07, Cook County, Illinois",183,41176,17,031,824507
"Census Tract 8248, Cook County, Illinois",622,29613,17,031,824800
"Census Tract 8249, Cook County, Illinois",451,26875,17,031,824900
"Census Tract 8254, Cook County, Illinois",106,42071,17,031,825400
"Census Tract 8255.01, Cook County, Illinois",366,29023,17,031,825501
"Census Tract 8255.03, Cook County, Illinois",266,38363,17,031,825503
"Census Tract 8255.05, Cook County, Illinois",165,35951,17,031,825505
"Census Tract 9530, Logan County, Illinois",56,34712,17,107,953000
"Census Tract 9535, Logan County, Illinois",71,39632,17,107,953500
"Census Tract 9531, Logan County, Illinois",199,23994,17,107,953100
"Census Tract 9534, Logan County, Illinois",179,36202,17,107,953400
"Census Tract 5306, Cook County, Illinois",391,21497,17,031,530600
"Census Tract 3108, Cook County, Illinois",273,23971,17,031,310800
"Census Tract 3302, Cook County, Illinois",252,74504,17,031,330200
"Census Tract 3405, Cook County, Illinois",263,22270,17,031,340500
"Census Tract 3515, Cook County, Illinois",72,16490,17,031,351500
"Census Tract 3903, Cook County, Illinois",560,35371,17,031,390300
"Census Tract 4008, Cook County, Illinois",730,21528,17,031,400800
"Census Tract 4108, Cook County, Illinois",226,32485,17,031,410800
"Census Tract 4203, Cook County, Illinois",151,10971,17,031,420300
"Census Tract 4302, Cook County, Illinois",1091,22017,17,031,430200
"Census Tract 4305, Cook County, Illinois",841,23750,17,031,430500
"Census Tract 4314, Cook County, Illinois",1150,24578,17,031,431400
"Census Tract 4407, Cook County, Illinois",144,42586,17,031,440700
"Census Tract 4701, Cook County, Illinois",317,21433,17,031,470100
"Census Tract 4801, Cook County, Illinois",101,40133,17,031,480100
"Census Tract 4911, Cook County, Illinois",320,23813,17,031,491100
"Census Tract 4913, Cook County, Illinois",355,13730,17,031,491300
"Census Tract 5101, Cook County, Illinois",277,27184,17,031,510100
"Census Tract 5201, Cook County, Illinois",216,24300,17,031,520100
"Census Tract 5301, Cook County, Illinois",358,20774,17,031,530100
"Census Tract 5302, Cook County, Illinois",569,26524,17,031,530200
"Census Tract 5601, Cook County, Illinois",65,26862,17,031,560100
"Census Tract 9532, Logan County, Illinois",219,30064,17,107,953200
"Census Tract 9529, Logan County, Illinois",107,30356,17,107,952900
"Census Tract 9536, Logan County, Illinois",78,36202,17,107,953600
"Census Tract 9533, Logan County, Illinois",246,32209,17,107,953300
"Census Tract 9562, Macoupin County, Illinois",153,32717,17,117,956200
"Census Tract 9565, Macoupin County, Illinois",105,37328,17,117,956500
"Census Tract 9566, Macoupin County, Illinois",220,33210,17,117,956600
"Census Tract 9563, Macoupin County, Illinois",71,31175,17,117,956300
"Census Tract 9561, Macoupin County, Illinois",223,32194,17,117,956100
"Census Tract 9568, Macoupin County, Illinois",248,31010,17,117,956800
"Census Tract 9569, Macoupin County, Illinois",357,30701,17,117,956900
"Census Tract 8016.03, Cook County, Illinois",52,27190,17,031,801603
"Census Tract 8016.08, Cook County, Illinois",0,63137,17,031,801608
"Census Tract 8019.01, Cook County, Illinois",62,42194,17,031,801901
"Census Tract 8024.02, Cook County, Illinois",256,31622,17,031,802402
"Census Tract 8030.10, Cook County, Illinois",52,55833,17,031,803010
"Census Tract 304, Perry County, Illinois",367,27267,17,145,030400
"Census Tract 306, Perry County, Illinois",469,29061,17,145,030600
"Census Tract 302, Perry County, Illinois",343,30372,17,145,030200
"Census Tract 301, Perry County, Illinois",130,31725,17,145,030100
"Census Tract 303, Perry County, Illinois",136,32026,17,145,030300
"Census Tract 9525, Pike County, Illinois",129,29727,17,149,952500
"Census Tract 9526, Pike County, Illinois",252,28716,17,149,952600
"Census Tract 9524, Pike County, Illinois",220,30012,17,149,952400
"Census Tract 9528, Pike County, Illinois",107,24514,17,149,952800
"Census Tract 9527, Pike County, Illinois",414,29474,17,149,952700
"Census Tract 9712, Pope County, Illinois",86,37633,17,151,971200
"Census Tract 9713, Pope County, Illinois",103,27663,17,151,971300
"Census Tract 208, Rock Island County, Illinois",115,30286,17,161,020800
"Census Tract 210, Rock Island County, Illinois",524,24768,17,161,021000
"Census Tract 211, Rock Island County, Illinois",152,30474,17,161,021100
"Census Tract 212, Rock Island County, Illinois",173,34487,17,161,021200
"Census Tract 214, Rock Island County, Illinois",128,28393,17,161,021400
"Census Tract 226, Rock Island County, Illinois",392,22489,17,161,022600
"Census Tract 235, Rock Island County, Illinois",210,28689,17,161,023500
"Census Tract 236, Rock Island County, Illinois",336,15694,17,161,023600
"Census Tract 241.03, Rock Island County, Illinois",51,38304,17,161,024103
"Census Tract 213, Rock Island County, Illinois",299,27407,17,161,021300
"Census Tract 215, Rock Island County, Illinois",149,31259,17,161,021500
"Census Tract 219, Rock Island County, Illinois",113,25565,17,161,021900
"Census Tract 713, Cook County, Illinois",0,68603,17,031,071300
"Census Tract 803, Cook County, Illinois",61,86271,17,031,080300
"Census Tract 816, Cook County, Illinois",14,81509,17,031,081600
"Census Tract 818, Cook County, Illinois",0,87048,17,031,081800
"Census Tract 819, Cook County, Illinois",109,72188,17,031,081900
"Census Tract 5703, Cook County, Illinois",443,27026,17,031,570300
"Census Tract 6115, Cook County, Illinois",288,21357,17,031,611500
"Census Tract 6117, Cook County, Illinois",200,23208,17,031,611700
"Census Tract 6202, Cook County, Illinois",117,30517,17,031,620200
"Census Tract 10, Coles County, Illinois",283,26362,17,029,001000
"Census Tract 12, Coles County, Illinois",300,28231,17,029,001200
"Census Tract 7, Coles County, Illinois",327,12377,17,029,000700
"Census Tract 8, Coles County, Illinois",149,3421,17,029,000800
"Census Tract 2, Coles County, Illinois",88,32019,17,029,000200
"Census Tract 5, Coles County, Illinois",918,23705,17,029,000500
"Census Tract 1, Coles County, Illinois",150,30176,17,029,000100
"Census Tract 8163, Cook County, Illinois",232,29219,17,031,816300
"Census Tract 8170, Cook County, Illinois",372,29542,17,031,817000
"Census Tract 8185, Cook County, Illinois",79,46182,17,031,818500
"Census Tract 8187, Cook County, Illinois",66,48680,17,031,818700
"Census Tract 2001, Cook County, Illinois",151,29267,17,031,200100
"Census Tract 1609, Cook County, Illinois",67,46818,17,031,160900
"Census Tract 1709, Cook County, Illinois",94,31824,17,031,170900
"Census Tract 2203, Cook County, Illinois",44,50930,17,031,220300
"Census Tract 6301, Cook County, Illinois",59,26397,17,031,630100
"Census Tract 6610, Cook County, Illinois",505,23885,17,031,661000
"Census Tract 6702, Cook County, Illinois",161,30795,17,031,670200
"Census Tract 104, Cook County, Illinois",296,20218,17,031,010400
"Census Tract 3801, Cook County, Illinois",486,30089,17,031,380100
"Census Tract 6718, Cook County, Illinois",154,25399,17,031,671800
"Census Tract 6911, Cook County, Illinois",685,18797,17,031,691100
"Census Tract 5303, Cook County, Illinois",441,21389,17,031,530300
"Census Tract 5609, Cook County, Illinois",119,49183,17,031,560900
"Census Tract 5803, Cook County, Illinois",182,23498,17,031,580300
"Census Tract 6113, Cook County, Illinois",249,21069,17,031,611300
"Census Tract 6116, Cook County, Illinois",186,26250,17,031,611600
"Census Tract 6203, Cook County, Illinois",448,28426,17,031,620300
"Census Tract 6204, Cook County, Illinois",210,28873,17,031,620400
"Census Tract 8, Stephenson County, Illinois",785,17574,17,177,000800
"Census Tract 10, Stephenson County, Illinois",84,31392,17,177,001000
"Census Tract 11, Stephenson County, Illinois",234,28482,17,177,001100
"Census Tract 4, Stephenson County, Illinois",67,36069,17,177,000400
"Census Tract 9, Stephenson County, Illinois",469,32130,17,177,000900
"Census Tract 3, Stephenson County, Illinois",115,30804,17,177,000300
"Census Tract 7, Stephenson County, Illinois",309,20951,17,177,000700
"Census Tract 9551, Wayne County, Illinois",296,25053,17,191,955100
"Census Tract 9552, Wayne County, Illinois",222,35844,17,191,955200
"Census Tract 9550, Wayne County, Illinois",209,27647,17,191,955000
"Census Tract 9549, Wayne County, Illinois",125,36062,17,191,954900
"Census Tract 9553, Wayne County, Illinois",114,33500,17,191,955300
"Census Tract 9584, White County, Illinois",195,35422,17,193,958400
"Census Tract 9581, White County, Illinois",149,30064,17,193,958100
"Census Tract 9582, White County, Illinois",233,32762,17,193,958200
"Census Tract 9580, White County, Illinois",249,19244,17,193,958000
"Census Tract 9583, White County, Illinois",105,30399,17,193,958300
"Census Tract 301, Woodford County, Illinois",117,35030,17,203,030100
"Census Tract 302, Woodford County, Illinois",57,33467,17,203,030200
"Census Tract 305.02, Woodford County, Illinois",119,33940,17,203,030502
"Census Tract 306.01, Woodford County, Illinois",175,25765,17,203,030601
"Census Tract 306.02, Woodford County, Illinois",15,37165,17,203,030602
"Census Tract 307, Woodford County, Illinois",173,35750,17,203,030700
"Census Tract 9505, Effingham County, Illinois",134,31137,17,049,950500
"Census Tract 9501, Effingham County, Illinois",38,36456,17,049,950100
"Census Tract 9502, Effingham County, Illinois",75,33833,17,049,950200
"Census Tract 9506, Effingham County, Illinois",258,31250,17,049,950600
"Census Tract 9507, Effingham County, Illinois",288,26291,17,049,950700
"Census Tract 9508, Effingham County, Illinois",322,25315,17,049,950800
"Census Tract 8190, Cook County, Illinois",10,66444,17,031,819000
"Census Tract 8193, Cook County, Illinois",38,40384,17,031,819300
"Census Tract 8204, Cook County, Illinois",458,22335,17,031,820400
"Census Tract 8208, Cook County, Illinois",207,30746,17,031,820800
"Census Tract 1701, Cook County, Illinois",132,36875,17,031,170100
"Census Tract 1707, Cook County, Illinois",28,35990,17,031,170700
"Census Tract 1901, Cook County, Illinois",208,21787,17,031,190100
"Census Tract 2205, Cook County, Illinois",42,54436,17,031,220500
"Census Tract 2227, Cook County, Illinois",163,30743,17,031,222700
"Census Tract 2312, Cook County, Illinois",796,21916,17,031,231200
"Census Tract 2315, Cook County, Illinois",1001,25594,17,031,231500
"Census Tract 2405, Cook County, Illinois",33,90163,17,031,240500
"Census Tract 2409, Cook County, Illinois",127,42868,17,031,240900
"Census Tract 2422, Cook County, Illinois",35,61096,17,031,242200
"Census Tract 2435, Cook County, Illinois",111,70548,17,031,243500
"Census Tract 2505, Cook County, Illinois",395,43171,17,031,250500
"Census Tract 2510, Cook County, Illinois",115,26164,17,031,251000
"Census Tract 2514, Cook County, Illinois",508,28578,17,031,251400
"Census Tract 2608, Cook County, Illinois",496,26042,17,031,260800
"Census Tract 9512, Calhoun County, Illinois",193,27952,17,013,951200
"Census Tract 9725, Cumberland County, Illinois",160,31550,17,035,972500
"Census Tract 9724, Cumberland County, Illinois",206,25790,17,035,972400
"Census Tract 9726, Cumberland County, Illinois",176,29957,17,035,972600
"Census Tract 9617, Ford County, Illinois",89,35335,17,053,961700
"Census Tract 9618, Ford County, Illinois",357,31679,17,053,961800
"Census Tract 9616, Ford County, Illinois",118,30984,17,053,961600
"Census Tract 9619, Ford County, Illinois",87,42316,17,053,961900
"Census Tract 9620, Ford County, Illinois",257,30625,17,053,962000
"Census Tract 203, Jo Daviess County, Illinois",16,27433,17,085,020300
"Census Tract 201, Jo Daviess County, Illinois",160,29941,17,085,020100
"Census Tract 501, Cook County, Illinois",0,51958,17,031,050100
"Census Tract 507, Cook County, Illinois",23,73350,17,031,050700
"Census Tract 621, Cook County, Illinois",86,51096,17,031,062100
"Census Tract 6201, Cook County, Illinois",185,26987,17,031,620100
"Census Tract 6308, Cook County, Illinois",677,22462,17,031,630800
"Census Tract 6407, Cook County, Illinois",264,30345,17,031,640700
"Census Tract 6501, Cook County, Illinois",332,19429,17,031,650100
"Census Tract 6705, Cook County, Illinois",187,15625,17,031,670500
"Census Tract 6719, Cook County, Illinois",101,21277,17,031,671900
"Census Tract 9002, Clinton County, Illinois",52,36334,17,027,900200
"Census Tract 14, DeKalb County, Illinois",114,25866,17,037,001400
"Census Tract 21, DeKalb County, Illinois",154,21488,17,037,002100
"Census Tract 8, DeKalb County, Illinois",562,28295,17,037,000800
"Census Tract 16, DeKalb County, Illinois",153,33448,17,037,001600
"Census Tract 2, DeKalb County, Illinois",198,35149,17,037,000200
"Census Tract 3, DeKalb County, Illinois",83,33529,17,037,000300
"Census Tract 8300.06, Cook County, Illinois",115,42310,17,031,830006
"Census Tract 8302.01, Cook County, Illinois",370,34601,17,031,830201
"Census Tract 8088, Cook County, Illinois",33,48447,17,031,808800
"Census Tract 8092, Cook County, Illinois",313,30843,17,031,809200
"Census Tract 8105.01, Cook County, Illinois",97,41468,17,031,810501
"Census Tract 8111, Cook County, Illinois",218,26603,17,031,811100
"Census Tract 8112, Cook County, Illinois",226,36605,17,031,811200
"Census Tract 8125, Cook County, Illinois",258,41042,17,031,812500
"Census Tract 8127, Cook County, Illinois",193,50123,17,031,812700
"Census Tract 8140, Cook County, Illinois",303,26091,17,031,814000
"Census Tract 8150, Cook County, Illinois",275,26273,17,031,815000
"Census Tract 8154, Cook County, Illinois",231,40030,17,031,815400
"Census Tract 8166, Cook County, Illinois",413,24167,17,031,816600
"Census Tract 8171.01, Cook County, Illinois",456,31211,17,031,817101
"Census Tract 8172, Cook County, Illinois",476,26082,17,031,817200
"Census Tract 8174, Cook County, Illinois",290,22522,17,031,817400
"Census Tract 8199, Cook County, Illinois",0,76645,17,031,819900
"Census Tract 8205.01, Cook County, Illinois",46,31819,17,031,820501
"Census Tract 8224, Cook County, Illinois",376,30495,17,031,822400
"Census Tract 8228.02, Cook County, Illinois",77,40165,17,031,822802
"Census Tract 8233.03, Cook County, Illinois",209,35613,17,031,823303
"Census Tract 8236.04, Cook County, Illinois",37,44489,17,031,823604
"Census Tract 3.02, McLean County, Illinois",373,27007,17,113,000302
"Census Tract 2, McLean County, Illinois",12,4398,17,113,000200
"Census Tract 13.02, McLean County, Illinois",32,4973,17,113,001302
"Census Tract 11.03, McLean County, Illinois",50,45479,17,113,001103
"Census Tract 13.01, McLean County, Illinois",117,33086,17,113,001301
"Census Tract 21.01, McLean County, Illinois",426,31402,17,113,002101
"Census Tract 5.01, McLean County, Illinois",54,12424,17,113,000501
"Census Tract 5.04, McLean County, Illinois",148,35164,17,113,000504
"Census Tract 11.04, McLean County, Illinois",34,55497,17,113,001104
"Census Tract 21.02, McLean County, Illinois",16,52200,17,113,002102
"Census Tract 52.02, McLean County, Illinois",98,39293,17,113,005202
"Census Tract 55.02, McLean County, Illinois",82,40434,17,113,005502
"Census Tract 1.04, McLean County, Illinois",415,21771,17,113,000104
"Census Tract 16, McLean County, Illinois",530,21439,17,113,001600
"Census Tract 5.02, McLean County, Illinois",28,36358,17,113,000502
"Census Tract 15, McLean County, Illinois",327,25042,17,113,001500
"Census Tract 2003, Cook County, Illinois",179,25818,17,031,200300
"Census Tract 1101, Cook County, Illinois",194,47731,17,031,110100
"Census Tract 1102, Cook County, Illinois",143,44438,17,031,110200
"Census Tract 1302, Cook County, Illinois",34,48807,17,031,130200
"Census Tract 8030.05, Cook County, Illinois",93,42792,17,031,803005
"Census Tract 8033, Cook County, Illinois",262,56086,17,031,803300
"Census Tract 8036.05, Cook County, Illinois",196,41035,17,031,803605
"Census Tract 2718, Cook County, Illinois",103,17400,17,031,271800
"Census Tract 2808, Cook County, Illinois",141,20208,17,031,280800
"Census Tract 2809, Cook County, Illinois",192,26339,17,031,280900
"Census Tract 2819, Cook County, Illinois",16,74532,17,031,281900
"Census Tract 2912, Cook County, Illinois",521,21642,17,031,291200
"Census Tract 8039.02, Cook County, Illinois",16,45612,17,031,803902
"Census Tract 8041.04, Cook County, Illinois",42,53404,17,031,804104
"Census Tract 8041.05, Cook County, Illinois",0,60167,17,031,804105
"Census Tract 8042.02, Cook County, Illinois",177,50552,17,031,804202
"Census Tract 8048.05, Cook County, Illinois",89,45186,17,031,804805
"Census Tract 8300.04, Cook County, Illinois",239,41162,17,031,830004
"Census Tract 8300.05, Cook County, Illinois",28,52458,17,031,830005
"Census Tract 9503, Union County, Illinois",154,28500,17,181,950300
"Census Tract 9505, Union County, Illinois",179,35577,17,181,950500
"Census Tract 9504, Union County, Illinois",303,21709,17,181,950400
"Census Tract 9502, Union County, Illinois",126,24146,17,181,950200
"Census Tract 4.02, Winnebago County, Illinois",27,38878,17,201,000402
"Census Tract 5.01, Winnebago County, Illinois",140,26106,17,201,000501
"Census Tract 5.04, Winnebago County, Illinois",253,34555,17,201,000504
"Census Tract 15, Winnebago County, Illinois",196,27402,17,201,001500
"Census Tract 20, Winnebago County, Illinois",488,22762,17,201,002000
"Census Tract 32, Winnebago County, Illinois",630,16692,17,201,003200
"Census Tract 1.04, Winnebago County, Illinois",199,23550,17,201,000104
"Census Tract 2, Winnebago County, Illinois",347,26094,17,201,000200
"Census Tract 5.06, Winnebago County, Illinois",91,35350,17,201,000506
"Census Tract 5.13, Winnebago County, Illinois",106,32476,17,201,000513
"Census Tract 11, Winnebago County, Illinois",302,17716,17,201,001100
"Census Tract 18, Winnebago County, Illinois",847,19453,17,201,001800
"Census Tract 21, Winnebago County, Illinois",385,21490,17,201,002100
"Census Tract 23.01, Winnebago County, Illinois",293,23145,17,201,002301
"Census Tract 29, Winnebago County, Illinois",507,24087,17,201,002900
"Census Tract 30, Winnebago County, Illinois",139,32792,17,201,003000
"Census Tract 33, Winnebago County, Illinois",453,25016,17,201,003300
"Census Tract 36.01, Winnebago County, Illinois",139,26838,17,201,003601
"Census Tract 36.05, Winnebago County, Illinois",214,22470,17,201,003605
"Census Tract 38.09, Winnebago County, Illinois",424,29942,17,201,003809
"Census Tract 39.04, Winnebago County, Illinois",153,36467,17,201,003904
"Census Tract 1.03, Winnebago County, Illinois",274,31979,17,201,000103
"Census Tract 8206.06, Cook County, Illinois",20,40755,17,031,820606
"Census Tract 8238.05, Cook County, Illinois",75,40083,17,031,823805
"Census Tract 8238.06, Cook County, Illinois",205,27909,17,031,823806
"Census Tract 8240.03, Cook County, Illinois",9,36939,17,031,824003
"Census Tract 8240.04, Cook County, Illinois",157,51875,17,031,824004
"Census Tract 8240.05, Cook County, Illinois",97,46393,17,031,824005
"Census Tract 8240.06, Cook County, Illinois",20,49810,17,031,824006
"Census Tract 8241.13, Cook County, Illinois",135,44703,17,031,824113
"Census Tract 8241.14, Cook County, Illinois",14,45503,17,031,824114
"Census Tract 8241.15, Cook County, Illinois",146,35697,17,031,824115
"Census Tract 8241.16, Cook County, Illinois",327,34835,17,031,824116
"Census Tract 8241.17, Cook County, Illinois",63,49679,17,031,824117
"Census Tract 8241.19, Cook County, Illinois",71,40250,17,031,824119
"Census Tract 8241.20, Cook County, Illinois",40,51753,17,031,824120
"Census Tract 8241.21, Cook County, Illinois",62,40504,17,031,824121
"Census Tract 8241.22, Cook County, Illinois",82,41297,17,031,824122
"Census Tract 8241.23, Cook County, Illinois",172,37270,17,031,824123
"Census Tract 8253.03, Cook County, Illinois",86,31715,17,031,825303
"Census Tract 8253.04, Cook County, Illinois",84,34665,17,031,825304
"Census Tract 8300.07, Cook County, Illinois",405,37149,17,031,830007
"Census Tract 8300.08, Cook County, Illinois",131,42315,17,031,830008
"Census Tract 8305, Cook County, Illinois",256,22264,17,031,830500
"Census Tract 8306, Cook County, Illinois",387,29520,17,031,830600
"Census Tract 8307, Cook County, Illinois",379,35899,17,031,830700
"Census Tract 8308, Cook County, Illinois",88,49456,17,031,830800
"Census Tract 8309, Cook County, Illinois",62,52148,17,031,830900
"Census Tract 8310, Cook County, Illinois",0,78043,17,031,831000
"Census Tract 8311, Cook County, Illinois",258,30778,17,031,831100
"Census Tract 8312, Cook County, Illinois",337,24191,17,031,831200
"Census Tract 8313, Cook County, Illinois",143,19167,17,031,831300
"Census Tract 8314, Cook County, Illinois",301,22591,17,031,831400
"Census Tract 8315, Cook County, Illinois",141,35582,17,031,831500
"Census Tract 8316, Cook County, Illinois",572,30724,17,031,831600
"Census Tract 8317, Cook County, Illinois",160,30054,17,031,831700
"Census Tract 8318, Cook County, Illinois",365,30148,17,031,831800
"Census Tract 8319, Cook County, Illinois",0,64508,17,031,831900
"Census Tract 8320, Cook County, Illinois",22,51389,17,031,832000
"Census Tract 8321, Cook County, Illinois",119,50337,17,031,832100
"Census Tract 8322, Cook County, Illinois",8,55000,17,031,832200
"Census Tract 8323, Cook County, Illinois",23,62143,17,031,832300
"Census Tract 8324, Cook County, Illinois",59,56714,17,031,832400
"Census Tract 8325, Cook County, Illinois",163,63727,17,031,832500
"Census Tract 8326, Cook County, Illinois",21,73322,17,031,832600
"Census Tract 8329, Cook County, Illinois",34,22758,17,031,832900
"Census Tract 8330, Cook County, Illinois",148,84178,17,031,833000
"Census Tract 633.02, Cook County, Illinois",0,57708,17,031,063302
"Census Tract 633.03, Cook County, Illinois",26,67179,17,031,063303
"Census Tract 701.01, Cook County, Illinois",54,59353,17,031,070101
"Census Tract 701.02, Cook County, Illinois",54,58861,17,031,070102
"Census Tract 701.03, Cook County, Illinois",0,50573,17,031,070103
"Census Tract 802.01, Cook County, Illinois",48,67883,17,031,080201
"Census Tract 802.02, Cook County, Illinois",15,70897,17,031,080202
"Census Tract 812.01, Cook County, Illinois",71,63507,17,031,081201
"Census Tract 812.02, Cook County, Illinois",0,64904,17,031,081202
"Census Tract 814.01, Cook County, Illinois",11,60335,17,031,081401
"Census Tract 814.02, Cook County, Illinois",0,90802,17,031,081402
"Census Tract 814.03, Cook County, Illinois",28,83143,17,031,081403
"Census Tract 1105.01, Cook County, Illinois",125,37679,17,031,110501
"Census Tract 1105.02, Cook County, Illinois",205,33640,17,031,110502
"Census Tract 8436.01, DuPage County, Illinois",135,31901,17,043,843601
"Census Tract 8427.11, DuPage County, Illinois",7,65667,17,043,842711
"Census Tract 8433.01, DuPage County, Illinois",169,35899,17,043,843301
"Census Tract 8433.02, DuPage County, Illinois",9,45267,17,043,843302
"Census Tract 8436.02, DuPage County, Illinois",21,41595,17,043,843602
"Census Tract 8440.01, DuPage County, Illinois",37,58750,17,043,844001
"Census Tract 8440.02, DuPage County, Illinois",17,68060,17,043,844002
"Census Tract 8443.04, DuPage County, Illinois",102,45641,17,043,844304
"Census Tract 8443.05, DuPage County, Illinois",59,46776,17,043,844305
"Census Tract 8443.06, DuPage County, Illinois",258,29120,17,043,844306
"Census Tract 8443.07, DuPage County, Illinois",77,41767,17,043,844307
"Census Tract 8445.01, DuPage County, Illinois",92,41695,17,043,844501
"Census Tract 8445.02, DuPage County, Illinois",96,66902,17,043,844502
"Census Tract 8448.01, DuPage County, Illinois",90,51500,17,043,844801
"Census Tract 8448.02, DuPage County, Illinois",26,48484,17,043,844802
"Census Tract 8449.01, DuPage County, Illinois",88,41607,17,043,844901
"Census Tract 8449.02, DuPage County, Illinois",100,59875,17,043,844902
"Census Tract 8454.01, DuPage County, Illinois",43,71065,17,043,845401
"Census Tract 8454.02, DuPage County, Illinois",35,41622,17,043,845402
"Census Tract 8455.05, DuPage County, Illinois",190,32218,17,043,845505
"Census Tract 8455.06, DuPage County, Illinois",104,35745,17,043,845506
"Census Tract 8455.07, DuPage County, Illinois",9,50917,17,043,845507
"Census Tract 8455.08, DuPage County, Illinois",20,41458,17,043,845508
"Census Tract 8455.09, DuPage County, Illinois",18,63411,17,043,845509
"Census Tract 8455.10, DuPage County, Illinois",69,45224,17,043,845510
"Census Tract 8458.07, DuPage County, Illinois",84,44268,17,043,845807
"Census Tract 8458.08, DuPage County, Illinois",15,57548,17,043,845808
"Census Tract 8458.09, DuPage County, Illinois",61,51403,17,043,845809
"Census Tract 8458.10, DuPage County, Illinois",104,43608,17,043,845810
"Census Tract 8458.11, DuPage County, Illinois",101,45897,17,043,845811
"Census Tract 8459.01, DuPage County, Illinois",7,74200,17,043,845901
"Census Tract 8331, Cook County, Illinois",395,89086,17,031,833100
"Census Tract 8333, Cook County, Illinois",81,15856,17,031,833300
"Census Tract 8339, Cook County, Illinois",402,21662,17,031,833900
"Census Tract 8340, Cook County, Illinois",481,28802,17,031,834000
"Census Tract 8342, Cook County, Illinois",692,24345,17,031,834200
"Census Tract 8343, Cook County, Illinois",625,26941,17,031,834300
"Census Tract 8344, Cook County, Illinois",652,30723,17,031,834400
"Census Tract 8345, Cook County, Illinois",248,33487,17,031,834500
"Census Tract 8346, Cook County, Illinois",435,16615,17,031,834600
"Census Tract 8347, Cook County, Illinois",320,14485,17,031,834700
"Census Tract 8348, Cook County, Illinois",272,22589,17,031,834800
"Census Tract 8349, Cook County, Illinois",375,25000,17,031,834900
"Census Tract 8350, Cook County, Illinois",783,21373,17,031,835000
"Census Tract 8351, Cook County, Illinois",446,23046,17,031,835100
"Census Tract 8352, Cook County, Illinois",113,29840,17,031,835200
"Census Tract 8355, Cook County, Illinois",441,21875,17,031,835500
"Census Tract 8356, Cook County, Illinois",88,31528,17,031,835600
"Census Tract 8357, Cook County, Illinois",100,-666666666,17,031,835700
"Census Tract 8358, Cook County, Illinois",232,36292,17,031,835800
"Census Tract 8359, Cook County, Illinois",676,26813,17,031,835900
