name,food_stamps,median_earnings,state,county,tract
"Census Tract 406, Franklin County, Illinois",307,22661,17,055,040600
"Census Tract 12.06, Champaign County, Illinois",14,42935,17,019,001206
"Census Tract 13.01, Champaign County, Illinois",102,37991,17,019,001301
"Census Tract 56, Champaign County, Illinois",390,29799,17,019,005600
"Census Tract 2, Champaign County, Illinois",241,18815,17,019,000200
"Census Tract 12.03, Champaign County, Illinois",83,40049,17,019,001203
"Census Tract 12.05, Champaign County, Illinois",89,50975,17,019,001205
"Census Tract 109, Champaign County, Illinois",258,34879,17,019,010900
"Census Tract 9.02, Champaign County, Illinois",109,37036,17,019,000902
"Census Tract 58, Champaign County, Illinois",33,19908,17,019,005800
"Census Tract 9513, Calhoun County, Illinois",56,38606,17,013,951300
"Census Tract 8442.02, DuPage County, Illinois",23,45786,17,043,844202
"Census Tract 8452, DuPage County, Illinois",0,103563,17,043,845200
"Census Tract 8401.03, DuPage County, Illinois",85,42442,17,043,840103
"Census Tract 8408.01, DuPage County, Illinois",149,31674,17,043,840801
"Census Tract 8416.03, DuPage County, Illinois",62,30366,17,043,841603
"Census Tract 8420, DuPage County, Illinois",18,87798,17,043,842000
"Census Tract 8426.01, DuPage County, Illinois",0,63026,17,043,842601
"Census Tract 8426.02, DuPage County, Illinois",5,73953,17,043,842602
"Census Tract 8430, DuPage County, Illinois",85,46719,17,043,843000
"Census Tract 8437, DuPage County, Illinois",26,50225,17,043,843700
"Census Tract 8438, DuPage County, Illinois",61,46573,17,043,843800
"Census Tract 8408.02, DuPage County, Illinois",163,32026,17,043,840802
"Census Tract 8421, DuPage County, Illinois",147,52813,17,043,842100
"Census Tract 8427.03, DuPage County, Illinois",7,43271,17,043,842703
"Census Tract 8441, DuPage County, Illinois",32,52074,17,043,844100
"Census Tract 8401.02, DuPage County, Illinois",111,30689,17,043,840102
"Census Tract 8402.01, DuPage County, Illinois",104,46398,17,043,840201
"Census Tract 8411.03, DuPage County, Illinois",93,40278,17,043,841103
"Census Tract 8412.06, DuPage County, Illinois",133,32093,17,043,841206
"Census Tract 8418.02, DuPage County, Illinois",32,45261,17,043,841802
"Census Tract 8422, DuPage County, Illinois",110,46455,17,043,842200
"Census Tract 8424, DuPage County, Illinois",277,39963,17,043,842400
"Census Tract 8428, DuPage County, Illinois",117,61813,17,043,842800
"Census Tract 6814, Cook County, Illinois",450,28289,17,031,681400
"Census Tract 6909, Cook County, Illinois",547,21317,17,031,690900
"Census Tract 6914, Cook County, Illinois",472,17242,17,031,691400
"Census Tract 7105, Cook County, Illinois",574,19348,17,031,710500
"Census Tract 7111, Cook County, Illinois",253,32132,17,031,711100
"Census Tract 7112, Cook County, Illinois",491,23578,17,031,711200
"Census Tract 7307, Cook County, Illinois",250,31094,17,031,730700
"Census Tract 7704, Cook County, Illinois",237,34588,17,031,770400
"Census Tract 8023, Cook County, Illinois",43,82891,17,031,802300
"Census Tract 8027.01, Cook County, Illinois",184,39380,17,031,802701
"Census Tract 8028.02, Cook County, Illinois",25,37383,17,031,802802
"Census Tract 8095, Cook County, Illinois",57,43493,17,031,809500
"Census Tract 2909, Cook County, Illinois",641,21089,17,031,290900
"Census Tract 1104, Cook County, Illinois",51,37643,17,031,110400
"Census Tract 1202, Cook County, Illinois",87,63256,17,031,120200
"Census Tract 1507, Cook County, Illinois",101,37500,17,031,150700
"Census Tract 1613, Cook County, Illinois",78,31975,17,031,161300
"Census Tract 2104, Cook County, Illinois",126,30229,17,031,210400
"Census Tract 2108, Cook County, Illinois",28,32443,17,031,210800
"Census Tract 2216, Cook County, Illinois",20,61301,17,031,221600
"Census Tract 8018, Cook County, Illinois",45,63839,17,031,801800
"Census Tract 8029, Cook County, Illinois",13,52348,17,031,802900
"Census Tract 8036.04, Cook County, Illinois",135,44096,17,031,803604
"Census Tract 8038, Cook County, Illinois",61,42411,17,031,803800
"Census Tract 8045.05, Cook County, Illinois",101,40731,17,031,804505
"Census Tract 8047.01, Cook County, Illinois",303,36572,17,031,804701
"Census Tract 8047.06, Cook County, Illinois",53,42352,17,031,804706
"Census Tract 6302, Cook County, Illinois",225,22520,17,031,630200
"Census Tract 5807, Cook County, Illinois",684,22111,17,031,580700
"Census Tract 5906, Cook County, Illinois",331,22229,17,031,590600
"Census Tract 6007, Cook County, Illinois",220,27649,17,031,600700
"Census Tract 6119, Cook County, Illinois",227,20862,17,031,611900
"Census Tract 2222, Cook County, Illinois",20,65174,17,031,222200
"Census Tract 2225, Cook County, Illinois",77,32098,17,031,222500
"Census Tract 2228, Cook County, Illinois",61,29567,17,031,222800
"Census Tract 2307, Cook County, Illinois",471,23446,17,031,230700
"Census Tract 2402, Cook County, Illinois",85,74632,17,031,240200
"Census Tract 2414, Cook County, Illinois",234,58705,17,031,241400
"Census Tract 2424, Cook County, Illinois",56,48333,17,031,242400
"Census Tract 2425, Cook County, Illinois",186,44784,17,031,242500
"Census Tract 2426, Cook County, Illinois",364,37151,17,031,242600
"Census Tract 2427, Cook County, Illinois",173,33167,17,031,242700
"Census Tract 2431, Cook County, Illinois",95,47126,17,031,243100
"Census Tract 2433, Cook County, Illinois",42,50281,17,031,243300
"Census Tract 2503, Cook County, Illinois",532,24769,17,031,250300
"Census Tract 2515, Cook County, Illinois",662,20934,17,031,251500
"Census Tract 54, McLean County, Illinois",156,48952,17,113,005400
"Census Tract 17, McLean County, Illinois",196,22608,17,113,001700
"Census Tract 56.01, McLean County, Illinois",59,36438,17,113,005601
"Census Tract 57, McLean County, Illinois",205,35417,17,113,005700
"Census Tract 3.01, McLean County, Illinois",122,18750,17,113,000301
"Census Tract 5.05, McLean County, Illinois",24,68324,17,113,000505
"Census Tract 52.01, McLean County, Illinois",8,42300,17,113,005201
"Census Tract 4, McLean County, Illinois",38,8871,17,113,000400
"Census Tract 14.02, McLean County, Illinois",133,46111,17,113,001402
"Census Tract 9769, Moultrie County, Illinois",56,36680,17,139,976900
"Census Tract 9771, Moultrie County, Illinois",121,34912,17,139,977100
"Census Tract 9772, Moultrie County, Illinois",342,25097,17,139,977200
"Census Tract 9770, Moultrie County, Illinois",109,31756,17,139,977000
"Census Tract 305, Perry County, Illinois",87,39022,17,145,030500
"Census Tract 9705, Brown County, Illinois",160,27582,17,009,970500
"Census Tract 9518, Marion County, Illinois",255,23844,17,121,951800
"Census Tract 41.02, Peoria County, Illinois",242,32111,17,143,004102
"Census Tract 31.02, Peoria County, Illinois",104,38772,17,143,003102
"Census Tract 9501, Union County, Illinois",218,30253,17,181,950100
"Census Tract 15, DeKalb County, Illinois",180,27447,17,037,001500
"Census Tract 20, DeKalb County, Illinois",123,29957,17,037,002000
"Census Tract 1, DeKalb County, Illinois",348,28573,17,037,000100
"Census Tract 7, DeKalb County, Illinois",128,35015,17,037,000700
"Census Tract 9, DeKalb County, Illinois",252,25898,17,037,000900
"Census Tract 13, DeKalb County, Illinois",515,26507,17,037,001300
"Census Tract 19, DeKalb County, Illinois",44,30618,17,037,001900
"Census Tract 18, DeKalb County, Illinois",143,34219,17,037,001800
"Census Tract 5, DeKalb County, Illinois",289,30474,17,037,000500
"Census Tract 6, DeKalb County, Illinois",154,35415,17,037,000600
"Census Tract 8036.08, Cook County, Illinois",283,44600,17,031,803608
"Census Tract 8040, Cook County, Illinois",87,40400,17,031,804000
"Census Tract 8043.06, Cook County, Illinois",225,31217,17,031,804306
"Census Tract 8046.03, Cook County, Illinois",239,42036,17,031,804603
"Census Tract 8047.12, Cook County, Illinois",86,46194,17,031,804712
"Census Tract 8048.06, Cook County, Illinois",60,23125,17,031,804806
"Census Tract 8048.07, Cook County, Illinois",140,42555,17,031,804807
"Census Tract 8048.09, Cook County, Illinois",28,48125,17,031,804809
"Census Tract 8198.01, Cook County, Illinois",39,66375,17,031,819801
"Census Tract 8205.02, Cook County, Illinois",232,33679,17,031,820502
"Census Tract 8209.01, Cook County, Illinois",300,31188,17,031,820901
"Census Tract 8220, Cook County, Illinois",158,32263,17,031,822000
"Census Tract 8226.01, Cook County, Illinois",147,42479,17,031,822601
"Census Tract 8227.02, Cook County, Illinois",100,39423,17,031,822702
"Census Tract 8244, Cook County, Illinois",110,29244,17,031,824400
"Census Tract 8246.02, Cook County, Illinois",211,40047,17,031,824602
"Census Tract 1.05, Winnebago County, Illinois",272,26322,17,201,000105
"Census Tract 6, Winnebago County, Illinois",182,32324,17,201,000600
"Census Tract 311, Cook County, Illinois",160,40406,17,031,031100
"Census Tract 3817, Cook County, Illinois",0,-666666666,17,031,381700
"Census Tract 3901, Cook County, Illinois",148,47500,17,031,390100
"Census Tract 3807, Cook County, Illinois",163,25165,17,031,380700
"Census Tract 3812, Cook County, Illinois",240,33951,17,031,381200
"Census Tract 3902, Cook County, Illinois",184,57500,17,031,390200
"Census Tract 4003, Cook County, Illinois",300,32159,17,031,400300
"Census Tract 406, Cook County, Illinois",46,50238,17,031,040600
"Census Tract 12, Macon County, Illinois",196,26316,17,115,001200
"Census Tract 27, Macon County, Illinois",95,35417,17,115,002700
"Census Tract 29.04, Macon County, Illinois",398,32652,17,115,002904
"Census Tract 3, Macon County, Illinois",539,16335,17,115,000300
"Census Tract 9516, Morgan County, Illinois",288,22013,17,137,951600
"Census Tract 9523, Morgan County, Illinois",129,31451,17,137,952300
"Census Tract 9518, Morgan County, Illinois",276,11004,17,137,951800
"Census Tract 9522, Morgan County, Illinois",142,35625,17,137,952200
"Census Tract 9515, Morgan County, Illinois",152,31808,17,137,951500
"Census Tract 9520, Morgan County, Illinois",475,25764,17,137,952000
"Census Tract 9517, Morgan County, Illinois",261,20686,17,137,951700
"Census Tract 9521, Morgan County, Illinois",194,37538,17,137,952100
"Census Tract 9519, Morgan County, Illinois",188,34444,17,137,951900
"Census Tract 9514, Morgan County, Illinois",146,30076,17,137,951400
"Census Tract 5, Stephenson County, Illinois",130,31987,17,177,000500
"Census Tract 6, Stephenson County, Illinois",128,29364,17,177,000600
"Census Tract 12, Stephenson County, Illinois",422,22155,17,177,001200
"Census Tract 13, Stephenson County, Illinois",551,20524,17,177,001300
"Census Tract 1, Stephenson County, Illinois",133,30465,17,177,000100
"Census Tract 2, Stephenson County, Illinois",114,31889,17,177,000200
"Census Tract 9591, Shelby County, Illinois",119,33038,17,173,959100
"Census Tract 9592, Shelby County, Illinois",156,30750,17,173,959200
"Census Tract 9594, Shelby County, Illinois",135,36237,17,173,959400
"Census Tract 9596, Shelby County, Illinois",175,30302,17,173,959600
"Census Tract 9573, Wabash County, Illinois",262,35853,17,185,957300
"Census Tract 9574, Wabash County, Illinois",100,25617,17,185,957400
"Census Tract 9575, Wabash County, Illinois",242,25185,17,185,957500
"Census Tract 9572, Wabash County, Illinois",133,31471,17,185,957200
"Census Tract 8, Champaign County, Illinois",417,29497,17,019,000800
"Census Tract 10, Champaign County, Illinois",403,31388,17,019,001000
"Census Tract 53, Champaign County, Illinois",170,16603,17,019,005300
"Census Tract 103, Champaign County, Illinois",280,28136,17,019,010300
"Census Tract 104, Champaign County, Illinois",186,33981,17,019,010400
"Census Tract 105, Champaign County, Illinois",58,39266,17,019,010500
"Census Tract 5, Champaign County, Illinois",161,22370,17,019,000500
"Census Tract 8709.02, McHenry County, Illinois",200,40884,17,111,870902
"Census Tract 8709.03, McHenry County, Illinois",275,24555,17,111,870903
"Census Tract 8714.04, McHenry County, Illinois",109,40150,17,111,871404
"Census Tract 8705, McHenry County, Illinois",370,35417,17,111,870500
"Census Tract 8707.02, McHenry County, Illinois",229,40022,17,111,870702
"Census Tract 8708.07, McHenry County, Illinois",138,35048,17,111,870807
"Census Tract 8712.06, McHenry County, Illinois",64,55497,17,111,871206
"Census Tract 8713.01, McHenry County, Illinois",90,37034,17,111,871301
"Census Tract 8709.04, McHenry County, Illinois",278,36280,17,111,870904
"Census Tract 8704.01, McHenry County, Illinois",203,44141,17,111,870401
"Census Tract 8706.03, McHenry County, Illinois",248,31224,17,111,870603
"Census Tract 8710.04, McHenry County, Illinois",213,32632,17,111,871004
"Census Tract 8708.11, McHenry County, Illinois",240,45496,17,111,870811
"Census Tract 1.05, McLean County, Illinois",130,45806,17,113,000105
"Census Tract 12, McLean County, Illinois",152,24956,17,113,001200
"Census Tract 13.03, McLean County, Illinois",159,25478,17,113,001303
"Census Tract 56.02, McLean County, Illinois",88,35313,17,113,005602
"Census Tract 1.02, McLean County, Illinois",149,16380,17,113,000102
"Census Tract 18, McLean County, Illinois",48,43134,17,113,001800
"Census Tract 55.01, McLean County, Illinois",121,40798,17,113,005501
"Census Tract 8502.02, Kane County, Illinois",436,21626,17,089,850202
"Census Tract 8504, Kane County, Illinois",81,37299,17,089,850400
"Census Tract 8514, Kane County, Illinois",444,23300,17,089,851400
"Census Tract 8522.01, Kane County, Illinois",66,44637,17,089,852201
"Census Tract 8532, Kane County, Illinois",535,25788,17,089,853200
"Census Tract 8534, Kane County, Illinois",787,22968,17,089,853400
"Census Tract 8540.02, Kane County, Illinois",243,31895,17,089,854002
"Census Tract 8520.01, Kane County, Illinois",108,37002,17,089,852001
"Census Tract 8539, Kane County, Illinois",122,27225,17,089,853900
"Census Tract 8506, Kane County, Illinois",102,46943,17,089,850600
"Census Tract 8527, Kane County, Illinois",239,42434,17,089,852700
"Census Tract 8505, Kane County, Illinois",95,35997,17,089,850500
"Census Tract 8536, Kane County, Illinois",787,21032,17,089,853600
"Census Tract 8905, Kendall County, Illinois",523,28610,17,093,890500
"Census Tract 8907, Kendall County, Illinois",239,42157,17,093,890700
"Census Tract 8904, Kendall County, Illinois",1184,42471,17,093,890400
"Census Tract 8906, Kendall County, Illinois",162,45813,17,093,890600
"Census Tract 8902.02, Kendall County, Illinois",160,31706,17,093,890202
"Census Tract 8902.01, Kendall County, Illinois",151,35699,17,093,890201
"Census Tract 9704, Brown County, Illinois",42,37116,17,009,970400
"Census Tract 8175, Cook County, Illinois",643,22158,17,031,817500
"Census Tract 8177, Cook County, Illinois",384,31600,17,031,817700
"Census Tract 8179, Cook County, Illinois",584,35144,17,031,817900
"Census Tract 8214.01, Cook County, Illinois",354,30479,17,031,821401
"Census Tract 8201.04, Cook County, Illinois",213,33099,17,031,820104
"Census Tract 8463.10, DuPage County, Illinois",271,34268,17,043,846310
"Census Tract 8463.11, DuPage County, Illinois",48,45893,17,043,846311
"Census Tract 8463.12, DuPage County, Illinois",118,44964,17,043,846312
"Census Tract 8463.13, DuPage County, Illinois",30,61551,17,043,846313
"Census Tract 8463.14, DuPage County, Illinois",47,52299,17,043,846314
"Census Tract 8463.15, DuPage County, Illinois",49,52697,17,043,846315
"Census Tract 8464.08, DuPage County, Illinois",15,78850,17,043,846408
"Census Tract 8464.09, DuPage County, Illinois",83,50740,17,043,846409
"Census Tract 8464.10, DuPage County, Illinois",132,45083,17,043,846410
"Census Tract 8464.11, DuPage County, Illinois",110,43200,17,043,846411
"Census Tract 8464.12, DuPage County, Illinois",42,52102,17,043,846412
"Census Tract 8464.13, DuPage County, Illinois",61,46346,17,043,846413
"Census Tract 8465.07, DuPage County, Illinois",98,54969,17,043,846507
"Census Tract 8465.09, DuPage County, Illinois",155,52296,17,043,846509
"Census Tract 8465.10, DuPage County, Illinois",57,41316,17,043,846510
"Census Tract 8465.11, DuPage County, Illinois",167,32472,17,043,846511
"Census Tract 8465.13, DuPage County, Illinois",21,64333,17,043,846513
"Census Tract 8465.14, DuPage County, Illinois",43,60389,17,043,846514
"Census Tract 8465.15, DuPage County, Illinois",161,32626,17,043,846515
"Census Tract 8465.17, DuPage County, Illinois",109,48719,17,043,846517
"Census Tract 8465.18, DuPage County, Illinois",17,57292,17,043,846518
"Census Tract 8465.19, DuPage County, Illinois",49,56458,17,043,846519
"Census Tract 8465.21, DuPage County, Illinois",22,56635,17,043,846521
"Census Tract 8465.22, DuPage County, Illinois",15,60917,17,043,846522
"Census Tract 8465.23, DuPage County, Illinois",0,54805,17,043,846523
"Census Tract 8465.24, DuPage County, Illinois",67,61472,17,043,846524
"Census Tract 8466.03, DuPage County, Illinois",310,22266,17,043,846603
"Census Tract 8466.04, DuPage County, Illinois",101,34356,17,043,846604
"Census Tract 8467.01, DuPage County, Illinois",156,25682,17,043,846701
"Census Tract 8467.02, DuPage County, Illinois",221,27211,17,043,846702
"Census Tract 1.02, Grundy County, Illinois",306,36210,17,063,000102
"Census Tract 1.03, Grundy County, Illinois",210,42028,17,063,000103
"Census Tract 8835.11, Will County, Illinois",66,41951,17,197,883511
"Census Tract 8835.13, Will County, Illinois",49,42468,17,197,883513
"Census Tract 1406.02, Cook County, Illinois",475,23733,17,031,140602
"Census Tract 1403.01, Cook County, Illinois",167,20625,17,031,140301
"Census Tract 1403.02, Cook County, Illinois",198,35914,17,031,140302
"Census Tract 1406.01, Cook County, Illinois",284,24115,17,031,140601
"Census Tract 1407.01, Cook County, Illinois",162,29167,17,031,140701
"Census Tract 1407.02, Cook County, Illinois",327,28096,17,031,140702
"Census Tract 1504.01, Cook County, Illinois",225,36287,17,031,150401
"Census Tract 1504.02, Cook County, Illinois",134,32386,17,031,150402
"Census Tract 8411.12, DuPage County, Illinois",28,48177,17,043,841112
"Census Tract 8411.13, DuPage County, Illinois",166,47596,17,043,841113
"Census Tract 2105.02, Cook County, Illinois",238,25543,17,031,210502
"Census Tract 2106.01, Cook County, Illinois",80,26303,17,031,210601
"Census Tract 2106.02, Cook County, Illinois",268,35850,17,031,210602
"Census Tract 2206.01, Cook County, Illinois",100,38958,17,031,220601
"Census Tract 2206.02, Cook County, Illinois",369,36091,17,031,220602
"Census Tract 2207.01, Cook County, Illinois",92,31250,17,031,220701
"Census Tract 2207.02, Cook County, Illinois",151,31587,17,031,220702
"Census Tract 2209.01, Cook County, Illinois",284,28438,17,031,220901
"Census Tract 2209.02, Cook County, Illinois",149,26329,17,031,220902
"Census Tract 2521.01, Cook County, Illinois",168,18789,17,031,252101
"Census Tract 2521.02, Cook County, Illinois",717,25029,17,031,252102
"Census Tract 2522.01, Cook County, Illinois",341,26696,17,031,252201
"Census Tract 2522.02, Cook County, Illinois",783,23291,17,031,252202
"Census Tract 3017.01, Cook County, Illinois",410,25961,17,031,301701
"Census Tract 3017.02, Cook County, Illinois",317,21388,17,031,301702
"Census Tract 3018.01, Cook County, Illinois",335,22328,17,031,301801
"Census Tract 3018.02, Cook County, Illinois",287,20876,17,031,301802
"Census Tract 3018.03, Cook County, Illinois",507,21186,17,031,301803
"Census Tract 8269.02, Cook County, Illinois",235,19583,17,031,826902
"Census Tract 5102, Cook County, Illinois",123,25229,17,031,510200
"Census Tract 5705, Cook County, Illinois",88,28617,17,031,570500
"Census Tract 6006, Cook County, Illinois",157,21319,17,031,600600
"Census Tract 6112, Cook County, Illinois",241,16722,17,031,611200
"Census Tract 6408, Cook County, Illinois",109,31719,17,031,640800
"Census Tract 6709, Cook County, Illinois",232,24460,17,031,670900
"Census Tract 6913, Cook County, Illinois",325,30145,17,031,691300
"Census Tract 4307, Cook County, Illinois",372,26900,17,031,430700
"Census Tract 4904, Cook County, Illinois",70,30069,17,031,490400
"Census Tract 8241.06, Cook County, Illinois",146,43245,17,031,824106
"Census Tract 8068.02, Cook County, Illinois",67,38963,17,031,806802
"Census Tract 8094, Cook County, Illinois",34,27111,17,031,809400
"Census Tract 8176, Cook County, Illinois",396,24798,17,031,817600
"Census Tract 8184.02, Cook County, Illinois",25,46852,17,031,818402
"Census Tract 4010, Madison County, Illinois",286,26563,17,119,401000
"Census Tract 4017.01, Madison County, Illinois",281,21158,17,119,401701
"Census Tract 4022, Madison County, Illinois",369,29524,17,119,402200
"Census Tract 4031.21, Madison County, Illinois",137,44487,17,119,403121
"Census Tract 4034.01, Madison County, Illinois",155,34726,17,119,403401
"Census Tract 4036.01, Madison County, Illinois",88,41419,17,119,403601
"Census Tract 4038.01, Madison County, Illinois",154,40304,17,119,403801
"Census Tract 4008.02, Madison County, Illinois",407,32444,17,119,400802
"Census Tract 4017.21, Madison County, Illinois",217,37404,17,119,401721
"Census Tract 4028.02, Madison County, Illinois",149,39918,17,119,402802
"Census Tract 4034.02, Madison County, Illinois",226,24992,17,119,403402
"Census Tract 4035.32, Madison County, Illinois",64,50618,17,119,403532
"Census Tract 4018, Madison County, Illinois",373,32345,17,119,401800
"Census Tract 4028.01, Madison County, Illinois",68,45229,17,119,402801
"Census Tract 4001.01, Madison County, Illinois",161,29844,17,119,400101
"Census Tract 4009.03, Madison County, Illinois",619,30513,17,119,400903
"Census Tract 4035.02, Madison County, Illinois",235,43268,17,119,403502
"Census Tract 4019.01, Madison County, Illinois",87,37452,17,119,401901
"Census Tract 4013, Madison County, Illinois",577,27894,17,119,401300
"Census Tract 4031.01, Madison County, Illinois",125,9330,17,119,403101
"Census Tract 4012, Madison County, Illinois",124,37891,17,119,401200
"Census Tract 4038.02, Madison County, Illinois",193,39167,17,119,403802
"Census Tract 8, Grundy County, Illinois",170,39777,17,063,000800
"Census Tract 4, Grundy County, Illinois",376,31773,17,063,000400
"Census Tract 2, Grundy County, Illinois",196,43649,17,063,000200
"Census Tract 6, Grundy County, Illinois",104,35608,17,063,000600
"Census Tract 3, Grundy County, Illinois",157,35093,17,063,000300
"Census Tract 5, Grundy County, Illinois",14,38750,17,063,000500
"Census Tract 9, Grundy County, Illinois",227,31238,17,063,000900
"Census Tract 7, Grundy County, Illinois",226,38996,17,063,000700
"Census Tract 8263.03, Cook County, Illinois",223,24404,17,031,826303
"Census Tract 8273, Cook County, Illinois",491,20180,17,031,827300
"Census Tract 8285.03, Cook County, Illinois",574,29688,17,031,828503
"Census Tract 6404, Cook County, Illinois",144,31890,17,031,640400
"Census Tract 6604, Cook County, Illinois",482,22434,17,031,660400
"Census Tract 6608, Cook County, Illinois",558,22353,17,031,660800
"Census Tract 6713, Cook County, Illinois",276,20599,17,031,671300
"Census Tract 8253.02, Cook County, Illinois",191,35403,17,031,825302
"Census Tract 8265, Cook County, Illinois",703,21300,17,031,826500
"Census Tract 8267, Cook County, Illinois",892,30831,17,031,826700
"Census Tract 8271, Cook County, Illinois",410,22791,17,031,827100
"Census Tract 8280, Cook County, Illinois",294,34276,17,031,828000
"Census Tract 8282.02, Cook County, Illinois",245,32917,17,031,828202
"Census Tract 8293.02, Cook County, Illinois",464,21250,17,031,829302
"Census Tract 3009, Cook County, Illinois",489,21644,17,031,300900
"Census Tract 3012, Cook County, Illinois",476,21727,17,031,301200
"Census Tract 8426.03, DuPage County, Illinois",17,50139,17,043,842603
"Census Tract 8427.02, DuPage County, Illinois",85,42006,17,043,842702
"Census Tract 8429, DuPage County, Illinois",36,47872,17,043,842900
"Census Tract 8456.02, DuPage County, Illinois",122,46815,17,043,845602
"Census Tract 8462.03, DuPage County, Illinois",17,54764,17,043,846203
"Census Tract 8462.06, DuPage County, Illinois",70,50087,17,043,846206
"Census Tract 8409.01, DuPage County, Illinois",74,41156,17,043,840901
"Census Tract 8413.07, DuPage County, Illinois",116,45262,17,043,841307
"Census Tract 8425, DuPage County, Illinois",114,56432,17,043,842500
"Census Tract 8435, DuPage County, Illinois",151,41281,17,043,843500
"Census Tract 8442.01, DuPage County, Illinois",233,35592,17,043,844201
"Census Tract 8171.02, Cook County, Illinois",258,22361,17,031,817102
"Census Tract 8173, Cook County, Illinois",285,14263,17,031,817300
"Census Tract 8191, Cook County, Illinois",286,32967,17,031,819100
"Census Tract 8196, Cook County, Illinois",8,62586,17,031,819600
"Census Tract 8278.04, Cook County, Illinois",75,42793,17,031,827804
"Census Tract 8275, Cook County, Illinois",709,27083,17,031,827500
"Census Tract 8278.01, Cook County, Illinois",307,35976,17,031,827801
"Census Tract 8285.06, Cook County, Illinois",544,27894,17,031,828506
"Census Tract 8291, Cook County, Illinois",484,21883,17,031,829100
"Census Tract 8295, Cook County, Illinois",273,26726,17,031,829500
"Census Tract 212.01, Tazewell County, Illinois",57,44665,17,179,021201
"Census Tract 212.03, Tazewell County, Illinois",331,37004,17,179,021203
"Census Tract 217.01, Tazewell County, Illinois",124,41524,17,179,021701
"Census Tract 223, Tazewell County, Illinois",34,50909,17,179,022300
"Census Tract 210, Tazewell County, Illinois",263,30447,17,179,021000
"Census Tract 211.02, Tazewell County, Illinois",316,39921,17,179,021102
"Census Tract 219, Tazewell County, Illinois",163,32768,17,179,021900
"Census Tract 220, Tazewell County, Illinois",88,35852,17,179,022000
"Census Tract 8508, Kane County, Illinois",423,24482,17,089,850800
"Census Tract 8510, Kane County, Illinois",276,27433,17,089,851000
"Census Tract 8529.03, Kane County, Illinois",372,35887,17,089,852903
"Census Tract 8531, Kane County, Illinois",269,26926,17,089,853100
"Census Tract 8540.01, Kane County, Illinois",156,34309,17,089,854001
"Census Tract 8524.03, Kane County, Illinois",119,41072,17,089,852403
"Census Tract 8530.01, Kane County, Illinois",112,37917,17,089,853001
"Census Tract 8048.04, Cook County, Illinois",201,39444,17,031,804804
"Census Tract 8051.05, Cook County, Illinois",379,29649,17,031,805105
"Census Tract 8051.08, Cook County, Illinois",170,36460,17,031,805108
"Census Tract 8057.01, Cook County, Illinois",28,56204,17,031,805701
"Census Tract 8057.02, Cook County, Illinois",24,56346,17,031,805702
"Census Tract 8068.01, Cook County, Illinois",160,34412,17,031,806801
"Census Tract 8073, Cook County, Illinois",255,31549,17,031,807300
"Census Tract 8080.02, Cook County, Illinois",60,41639,17,031,808002
"Census Tract 8089, Cook County, Illinois",15,82500,17,031,808900
"Census Tract 9526, Marion County, Illinois",334,22614,17,121,952600
"Census Tract 9520, Marion County, Illinois",320,31907,17,121,952000
"Census Tract 9525, Marion County, Illinois",472,24049,17,121,952500
"Census Tract 9527, Marion County, Illinois",516,21189,17,121,952700
"Census Tract 9521, Marion County, Illinois",284,23185,17,121,952100
"Census Tract 9523, Marion County, Illinois",174,30057,17,121,952300
"Census Tract 9516, Marion County, Illinois",218,27287,17,121,951600
"Census Tract 9522, Marion County, Illinois",211,33142,17,121,952200
"Census Tract 9517, Marion County, Illinois",108,31412,17,121,951700
"Census Tract 9519, Marion County, Illinois",204,31927,17,121,951900
"Census Tract 9524, Marion County, Illinois",218,28095,17,121,952400
"Census Tract 9614, Marshall County, Illinois",149,30384,17,123,961400
"Census Tract 9611, Marshall County, Illinois",64,32130,17,123,961100
"Census Tract 9613, Marshall County, Illinois",50,33669,17,123,961300
"Census Tract 9612, Marshall County, Illinois",111,31159,17,123,961200
"Census Tract 9615, Marshall County, Illinois",70,32398,17,123,961500
"Census Tract 9566, Mason County, Illinois",123,26961,17,125,956600
"Census Tract 9565, Mason County, Illinois",357,22608,17,125,956500
"Census Tract 9564, Mason County, Illinois",141,26667,17,125,956400
"Census Tract 9568, Mason County, Illinois",135,26660,17,125,956800
"Census Tract 9563, Mason County, Illinois",158,34259,17,125,956300
"Census Tract 9567, Mason County, Illinois",113,34535,17,125,956700
"Census Tract 9501, Iroquois County, Illinois",135,25647,17,075,950100
"Census Tract 9503, Iroquois County, Illinois",130,29919,17,075,950300
"Census Tract 9505, Iroquois County, Illinois",310,27138,17,075,950500
"Census Tract 9506, Iroquois County, Illinois",162,24482,17,075,950600
"Census Tract 9507, Iroquois County, Illinois",94,31989,17,075,950700
"Census Tract 9508, Iroquois County, Illinois",119,29792,17,075,950800
"Census Tract 9502, Iroquois County, Illinois",132,27743,17,075,950200
"Census Tract 5017, St. Clair County, Illinois",303,26667,17,163,501700
"Census Tract 5026.02, St. Clair County, Illinois",668,22364,17,163,502602
"Census Tract 5031, St. Clair County, Illinois",396,28275,17,163,503100
"Census Tract 5032.02, St. Clair County, Illinois",125,33182,17,163,503202
"Census Tract 5032.03, St. Clair County, Illinois",157,42410,17,163,503203
"Census Tract 5033.01, St. Clair County, Illinois",183,33092,17,163,503301
"Census Tract 5034.12, St. Clair County, Illinois",205,38198,17,163,503412
"Census Tract 5043.02, St. Clair County, Illinois",261,36923,17,163,504302
