,NAME,pov_rate,tot_hhld,tot_hhld_int,unemp_rate_25_64,state,county,tract,internet_rate,emp_rate_25_64,above_pov_rate
2473,"Census Tract 8233.03, Cook County, Illinois",13.0,1615,1204,9.1,17,031,823303,74.55108359133126,90.9,87.0
2474,"Census Tract 8236.04, Cook County, Illinois",3.9,1393,1177,5.6,17,031,823604,84.49389806173726,94.4,96.1
2475,"Census Tract 3.02, McLean County, Illinois",22.5,2286,1792,4.2,17,113,000302,78.39020122484689,95.8,77.5
2476,"Census Tract 2, McLean County, Illinois",88.2,243,86,0.0,17,113,000200,35.390946502057616,100.0,11.799999999999997
2477,"Census Tract 13.02, McLean County, Illinois",47.2,459,375,0.0,17,113,001302,81.69934640522875,100.0,52.8
2478,"Census Tract 11.03, McLean County, Illinois",4.7,1374,1154,0.6,17,113,001103,83.98835516739447,99.4,95.3
2479,"Census Tract 13.01, McLean County, Illinois",18.1,785,602,7.3,17,113,001301,76.68789808917198,92.7,81.9
2480,"Census Tract 21.01, McLean County, Illinois",16.7,2240,1583,3.4,17,113,002101,70.66964285714286,96.6,83.3
2481,"Census Tract 5.01, McLean County, Illinois",39.6,1351,948,1.0,17,113,000501,70.17024426350851,99.0,60.4
2482,"Census Tract 5.04, McLean County, Illinois",8.8,2405,2069,1.8,17,113,000504,86.02910602910603,98.2,91.2
2483,"Census Tract 11.04, McLean County, Illinois",2.4,3518,3055,0.7,17,113,001104,86.83911313246162,99.3,97.6
2484,"Census Tract 21.02, McLean County, Illinois",2.6,733,650,0.5,17,113,002102,88.67667121418826,99.5,97.4
2485,"Census Tract 52.02, McLean County, Illinois",4.1,1153,991,1.3,17,113,005202,85.94969644405897,98.7,95.9
2486,"Census Tract 55.02, McLean County, Illinois",5.9,966,760,5.5,17,113,005502,78.67494824016563,94.5,94.1
2487,"Census Tract 1.04, McLean County, Illinois",18.4,4154,3284,1.6,17,113,000104,79.05633124699085,98.4,81.6
2488,"Census Tract 16, McLean County, Illinois",37.7,1281,772,13.2,17,113,001600,60.26541764246682,86.8,62.3
2489,"Census Tract 5.02, McLean County, Illinois",6.2,1161,1016,1.0,17,113,000502,87.51076658053402,99.0,93.8
2490,"Census Tract 15, McLean County, Illinois",37.9,850,539,10.5,17,113,001500,63.411764705882355,89.5,62.1
2491,"Census Tract 2003, Cook County, Illinois",30.2,570,396,6.6,17,031,200300,69.47368421052632,93.4,69.8
2492,"Census Tract 1101, Cook County, Illinois",9.2,2090,1733,5.3,17,031,110100,82.91866028708134,94.7,90.8
2493,"Census Tract 1102, Cook County, Illinois",8.6,1238,989,5.2,17,031,110200,79.88691437802909,94.8,91.4
2494,"Census Tract 1302, Cook County, Illinois",6.4,662,565,5.8,17,031,130200,85.3474320241692,94.2,93.6
2495,"Census Tract 8030.05, Cook County, Illinois",7.1,1089,814,4.2,17,031,803005,74.74747474747475,95.8,92.9
2496,"Census Tract 8033, Cook County, Illinois",5.8,2807,2186,4.1,17,031,803300,77.87673672960456,95.9,94.2
2497,"Census Tract 8036.05, Cook County, Illinois",10.6,2599,2463,4.6,17,031,803605,94.76721816083109,95.4,89.4
2498,"Census Tract 2718, Cook County, Illinois",73.7,213,111,13.7,17,031,271800,52.112676056338024,86.3,26.299999999999997
2499,"Census Tract 2808, Cook County, Illinois",25.1,361,205,24.8,17,031,280800,56.78670360110804,75.2,74.9
2500,"Census Tract 2809, Cook County, Illinois",52.3,359,228,23.9,17,031,280900,63.50974930362116,76.1,47.7
2501,"Census Tract 2819, Cook County, Illinois",19.3,3312,3128,1.4,17,031,281900,94.44444444444444,98.6,80.7
2502,"Census Tract 2912, Cook County, Illinois",43.6,819,470,27.0,17,031,291200,57.38705738705738,73.0,56.4
2503,"Census Tract 8039.02, Cook County, Illinois",5.6,1307,1095,3.9,17,031,803902,83.7796480489671,96.1,94.4
2504,"Census Tract 8041.04, Cook County, Illinois",1.4,1781,1621,3.4,17,031,804104,91.0162829870859,96.6,98.6
2505,"Census Tract 8041.05, Cook County, Illinois",2.2,1349,1307,0.9,17,031,804105,96.88658265381764,99.1,97.8
2506,"Census Tract 8042.02, Cook County, Illinois",2.3,2609,2418,2.3,17,031,804202,92.67918742813337,97.7,97.7
2507,"Census Tract 8048.05, Cook County, Illinois",3.9,2496,2308,3.7,17,031,804805,92.46794871794873,96.3,96.1
2508,"Census Tract 8300.04, Cook County, Illinois",9.4,2303,1921,9.1,17,031,830004,83.41293964394268,90.9,90.6
2509,"Census Tract 8300.05, Cook County, Illinois",2.3,1725,1444,8.2,17,031,830005,83.71014492753623,91.8,97.7
2510,"Census Tract 9503, Union County, Illinois",19.5,845,571,1.8,17,181,950300,67.57396449704142,98.2,80.5
2511,"Census Tract 9505, Union County, Illinois",13.8,1387,878,4.1,17,181,950500,63.30209084354722,95.9,86.2
2512,"Census Tract 9504, Union County, Illinois",27.2,1712,1054,6.3,17,181,950400,61.56542056074766,93.7,72.8
2513,"Census Tract 9502, Union County, Illinois",11.6,991,607,4.1,17,181,950200,61.25126135216953,95.9,88.4
2514,"Census Tract 4.02, Winnebago County, Illinois",2.3,1246,985,5.6,17,201,000402,79.0529695024077,94.4,97.7
2515,"Census Tract 5.01, Winnebago County, Illinois",10.6,1932,1416,4.1,17,201,000501,73.29192546583852,95.9,89.4
2516,"Census Tract 5.04, Winnebago County, Illinois",9.8,2920,2535,13.8,17,201,000504,86.81506849315068,86.2,90.2
2517,"Census Tract 15, Winnebago County, Illinois",13.0,2157,1649,8.6,17,201,001500,76.44877144181734,91.4,87.0
2518,"Census Tract 20, Winnebago County, Illinois",28.4,1083,634,8.2,17,201,002000,58.54108956602031,91.8,71.6
2519,"Census Tract 32, Winnebago County, Illinois",40.8,1203,720,28.3,17,201,003200,59.85037406483791,71.7,59.2
2520,"Census Tract 1.04, Winnebago County, Illinois",18.3,1090,875,11.6,17,201,000104,80.27522935779817,88.4,81.7
2521,"Census Tract 2, Winnebago County, Illinois",16.3,1335,983,14.3,17,201,000200,73.63295880149813,85.7,83.7
2522,"Census Tract 5.06, Winnebago County, Illinois",3.6,1610,1455,5.5,17,201,000506,90.37267080745342,94.5,96.4
2523,"Census Tract 5.13, Winnebago County, Illinois",7.7,1599,1294,10.5,17,201,000513,80.9255784865541,89.5,92.3
2524,"Census Tract 11, Winnebago County, Illinois",38.8,724,306,8.0,17,201,001100,42.26519337016575,92.0,61.2
2525,"Census Tract 18, Winnebago County, Illinois",37.1,2023,1373,16.0,17,201,001800,67.86950074147306,84.0,62.9
2526,"Census Tract 21, Winnebago County, Illinois",53.0,696,403,25.7,17,201,002100,57.90229885057471,74.3,47.0
2527,"Census Tract 23.01, Winnebago County, Illinois",19.2,933,608,13.7,17,201,002301,65.16613076098606,86.3,80.8
2528,"Census Tract 29, Winnebago County, Illinois",41.7,905,393,38.3,17,201,002900,43.425414364640886,61.7,58.3
2529,"Census Tract 30, Winnebago County, Illinois",14.5,770,688,7.2,17,201,003000,89.35064935064935,92.8,85.5
2530,"Census Tract 33, Winnebago County, Illinois",31.5,1329,760,8.5,17,201,003300,57.18585402558315,91.5,68.5
2531,"Census Tract 36.01, Winnebago County, Illinois",22.8,734,495,11.7,17,201,003601,67.43869209809264,88.3,77.2
2532,"Census Tract 36.05, Winnebago County, Illinois",18.4,775,480,22.0,17,201,003605,61.935483870967744,78.0,81.6
2533,"Census Tract 38.09, Winnebago County, Illinois",15.3,2209,1768,8.5,17,201,003809,80.0362154821186,91.5,84.7
2534,"Census Tract 39.04, Winnebago County, Illinois",5.5,1877,1584,5.1,17,201,003904,84.38998401704848,94.9,94.5
2535,"Census Tract 1.03, Winnebago County, Illinois",14.1,1162,878,9.1,17,201,000103,75.5593803786575,90.9,85.9
2536,"Census Tract 8206.06, Cook County, Illinois",9.0,1452,1247,4.2,17,031,820606,85.88154269972452,95.8,91.0
2537,"Census Tract 8238.05, Cook County, Illinois",12.5,1431,1163,3.3,17,031,823805,81.27183787561147,96.7,87.5
2538,"Census Tract 8238.06, Cook County, Illinois",12.4,1596,1115,6.5,17,031,823806,69.86215538847118,93.5,87.6
2539,"Census Tract 8240.03, Cook County, Illinois",4.7,2132,1820,2.9,17,031,824003,85.36585365853658,97.1,95.3
2540,"Census Tract 8240.04, Cook County, Illinois",7.5,2080,1613,7.2,17,031,824004,77.54807692307692,92.8,92.5
2541,"Census Tract 8240.05, Cook County, Illinois",5.9,1987,1743,4.2,17,031,824005,87.72018117765475,95.8,94.1
2542,"Census Tract 8240.06, Cook County, Illinois",7.6,1455,1367,6.1,17,031,824006,93.95189003436425,93.9,92.4
2543,"Census Tract 8241.13, Cook County, Illinois",2.3,2351,2152,6.5,17,031,824113,91.53551680136113,93.5,97.7
2544,"Census Tract 8241.14, Cook County, Illinois",2.8,1863,1715,5.7,17,031,824114,92.0558239398819,94.3,97.2
2545,"Census Tract 8241.15, Cook County, Illinois",11.7,1432,1209,1.8,17,031,824115,84.42737430167597,98.2,88.3
2546,"Census Tract 8241.16, Cook County, Illinois",10.6,2108,1743,4.8,17,031,824116,82.68500948766604,95.2,89.4
2547,"Census Tract 8241.17, Cook County, Illinois",2.7,3314,3118,1.6,17,031,824117,94.08569704284852,98.4,97.3
2548,"Census Tract 8241.19, Cook County, Illinois",3.4,2075,1879,2.8,17,031,824119,90.55421686746989,97.2,96.6
2549,"Census Tract 8241.20, Cook County, Illinois",2.5,3397,3083,6.3,17,031,824120,90.75654989696791,93.7,97.5
2550,"Census Tract 8241.21, Cook County, Illinois",8.5,1213,1152,4.5,17,031,824121,94.97114591920858,95.5,91.5
2551,"Census Tract 8241.22, Cook County, Illinois",6.7,2293,2079,5.2,17,031,824122,90.66724814653293,94.8,93.3
2552,"Census Tract 8241.23, Cook County, Illinois",12.4,2765,2410,5.8,17,031,824123,87.16094032549728,94.2,87.6
2553,"Census Tract 8253.03, Cook County, Illinois",13.9,1535,1195,5.7,17,031,825303,77.85016286644951,94.3,86.1
2554,"Census Tract 8253.04, Cook County, Illinois",6.2,1611,1405,1.8,17,031,825304,87.21291123525761,98.2,93.8
2555,"Census Tract 8300.07, Cook County, Illinois",25.1,1736,1266,21.9,17,031,830007,72.92626728110599,78.1,74.9
2556,"Census Tract 8300.08, Cook County, Illinois",4.8,1484,1131,11.7,17,031,830008,76.21293800539084,88.3,95.2
2557,"Census Tract 8305, Cook County, Illinois",30.6,1072,824,9.6,17,031,830500,76.86567164179104,90.4,69.4
2558,"Census Tract 8306, Cook County, Illinois",19.2,1868,1486,5.9,17,031,830600,79.55032119914347,94.1,80.8
2559,"Census Tract 8307, Cook County, Illinois",31.0,1735,1256,6.4,17,031,830700,72.39193083573487,93.6,69.0
2560,"Census Tract 8308, Cook County, Illinois",5.8,1421,1297,7.0,17,031,830800,91.2737508796622,93.0,94.2
2561,"Census Tract 8309, Cook County, Illinois",4.2,1237,1124,1.2,17,031,830900,90.86499595796282,98.8,95.8
2562,"Census Tract 8310, Cook County, Illinois",1.4,1068,999,2.2,17,031,831000,93.53932584269663,97.8,98.6
2563,"Census Tract 8311, Cook County, Illinois",15.3,2724,1995,3.8,17,031,831100,73.23788546255507,96.2,84.7
2564,"Census Tract 8312, Cook County, Illinois",22.7,1405,946,7.1,17,031,831200,67.33096085409252,92.9,77.3
2565,"Census Tract 8313, Cook County, Illinois",24.3,351,185,15.2,17,031,831300,52.70655270655271,84.8,75.7
2566,"Census Tract 8314, Cook County, Illinois",23.3,967,561,9.5,17,031,831400,58.014477766287484,90.5,76.7
2567,"Census Tract 8315, Cook County, Illinois",12.8,1195,814,7.3,17,031,831500,68.11715481171548,92.7,87.2
2568,"Census Tract 8316, Cook County, Illinois",13.5,2418,1593,7.2,17,031,831600,65.88089330024815,92.8,86.5
2569,"Census Tract 8317, Cook County, Illinois",18.3,784,692,5.5,17,031,831700,88.26530612244898,94.5,81.7
2570,"Census Tract 8318, Cook County, Illinois",13.6,2151,1648,5.4,17,031,831800,76.61552766155276,94.6,86.4
2571,"Census Tract 8319, Cook County, Illinois",3.8,1259,1242,1.7,17,031,831900,98.64972200158856,98.3,96.2
2572,"Census Tract 8320, Cook County, Illinois",13.7,822,791,3.1,17,031,832000,96.2287104622871,96.9,86.3
2573,"Census Tract 8321, Cook County, Illinois",13.7,1729,1506,2.8,17,031,832100,87.10237131289763,97.2,86.3
2574,"Census Tract 8322, Cook County, Illinois",8.5,1481,1277,1.7,17,031,832200,86.2255232950709,98.3,91.5
2575,"Census Tract 8323, Cook County, Illinois",8.0,890,819,1.8,17,031,832300,92.02247191011236,98.2,92.0
2576,"Census Tract 8324, Cook County, Illinois",9.5,1193,987,4.2,17,031,832400,82.73260687342832,95.8,90.5
2577,"Census Tract 8325, Cook County, Illinois",14.6,1411,1212,4.2,17,031,832500,85.89652728561305,95.8,85.4
2578,"Census Tract 8326, Cook County, Illinois",8.4,1688,1626,1.2,17,031,832600,96.32701421800948,98.8,91.6
2579,"Census Tract 8329, Cook County, Illinois",35.0,913,831,4.7,17,031,832900,91.01861993428258,95.3,65.0
2580,"Census Tract 8330, Cook County, Illinois",12.3,2094,1678,5.7,17,031,833000,80.13371537726839,94.3,87.7
2581,"Census Tract 633.02, Cook County, Illinois",11.4,2811,2512,0.7,17,031,063302,89.36321593738883,99.3,88.6
2582,"Census Tract 633.03, Cook County, Illinois",5.6,953,655,3.8,17,031,063303,68.73032528856243,96.2,94.4
2583,"Census Tract 701.01, Cook County, Illinois",15.0,2532,2199,4.3,17,031,070101,86.84834123222748,95.7,85.0
2584,"Census Tract 701.02, Cook County, Illinois",6.9,1888,1629,2.5,17,031,070102,86.28177966101694,97.5,93.1
2585,"Census Tract 701.03, Cook County, Illinois",15.6,1180,1096,4.2,17,031,070103,92.88135593220339,95.8,84.4
2586,"Census Tract 802.01, Cook County, Illinois",1.7,2293,2034,7.2,17,031,080201,88.70475359790667,92.8,98.3
2587,"Census Tract 802.02, Cook County, Illinois",8.1,2228,2066,3.1,17,031,080202,92.72890484739676,96.9,91.9
2588,"Census Tract 812.01, Cook County, Illinois",6.1,2914,2529,3.9,17,031,081201,86.78792038435141,96.1,93.9
2589,"Census Tract 812.02, Cook County, Illinois",3.4,1773,1541,3.7,17,031,081202,86.91483361534122,96.3,96.6
2590,"Census Tract 814.01, Cook County, Illinois",14.2,1526,1344,5.2,17,031,081401,88.07339449541286,94.8,85.8
2591,"Census Tract 814.02, Cook County, Illinois",6.7,2999,2585,3.0,17,031,081402,86.19539846615538,97.0,93.3
2592,"Census Tract 814.03, Cook County, Illinois",9.7,5231,4911,2.2,17,031,081403,93.88262282546359,97.8,90.3
2593,"Census Tract 1105.01, Cook County, Illinois",4.6,1742,1485,3.0,17,031,110501,85.24684270952928,97.0,95.4
2594,"Census Tract 1105.02, Cook County, Illinois",10.4,1477,1121,4.0,17,031,110502,75.89708869329722,96.0,89.6
2595,"Census Tract 8436.01, DuPage County, Illinois",5.0,1177,1065,5.7,17,043,843601,90.48428207306712,94.3,95.0
2596,"Census Tract 8427.11, DuPage County, Illinois",4.1,1017,984,0.9,17,043,842711,96.7551622418879,99.1,95.9
2597,"Census Tract 8433.01, DuPage County, Illinois",6.0,1368,1222,3.8,17,043,843301,89.32748538011695,96.2,94.0
2598,"Census Tract 8433.02, DuPage County, Illinois",1.5,1120,1017,1.7,17,043,843302,90.80357142857143,98.3,98.5
2599,"Census Tract 8436.02, DuPage County, Illinois",3.7,1220,1060,2.5,17,043,843602,86.88524590163934,97.5,96.3
2600,"Census Tract 8440.01, DuPage County, Illinois",1.9,1417,1288,2.3,17,043,844001,90.89625970359916,97.7,98.1
2601,"Census Tract 8440.02, DuPage County, Illinois",2.9,1435,1337,2.6,17,043,844002,93.17073170731707,97.4,97.1
2602,"Census Tract 8443.04, DuPage County, Illinois",9.4,1713,1546,2.5,17,043,844304,90.25102159953299,97.5,90.6
2603,"Census Tract 8443.05, DuPage County, Illinois",6.6,1726,1345,3.8,17,043,844305,77.92584009269989,96.2,93.4
2604,"Census Tract 8443.06, DuPage County, Illinois",9.6,1622,1366,8.0,17,043,844306,84.2170160295931,92.0,90.4
2605,"Census Tract 8443.07, DuPage County, Illinois",5.4,1401,1278,5.2,17,043,844307,91.22055674518201,94.8,94.6
2606,"Census Tract 8445.01, DuPage County, Illinois",10.0,1522,1226,5.0,17,043,844501,80.55190538764782,95.0,90.0
2607,"Census Tract 8445.02, DuPage County, Illinois",4.9,1607,1066,2.3,17,043,844502,66.33478531425015,97.7,95.1
2608,"Census Tract 8448.01, DuPage County, Illinois",5.1,1527,1300,2.5,17,043,844801,85.13425016371971,97.5,94.9
2609,"Census Tract 8448.02, DuPage County, Illinois",4.4,1312,1059,2.3,17,043,844802,80.71646341463415,97.7,95.6
2610,"Census Tract 8449.01, DuPage County, Illinois",8.6,1464,1305,2.8,17,043,844901,89.13934426229508,97.2,91.4
2611,"Census Tract 8449.02, DuPage County, Illinois",7.0,1626,1351,4.4,17,043,844902,83.08733087330873,95.6,93.0
2612,"Census Tract 8454.01, DuPage County, Illinois",7.7,1416,1330,5.5,17,043,845401,93.92655367231639,94.5,92.3
2613,"Census Tract 8454.02, DuPage County, Illinois",6.3,1070,975,11.1,17,043,845402,91.1214953271028,88.9,93.7
2614,"Census Tract 8455.05, DuPage County, Illinois",16.3,1607,1323,6.2,17,043,845505,82.32731798382078,93.8,83.7
2615,"Census Tract 8455.06, DuPage County, Illinois",19.1,1660,1163,9.6,17,043,845506,70.06024096385542,90.4,80.9
2616,"Census Tract 8455.07, DuPage County, Illinois",2.1,1319,1199,1.3,17,043,845507,90.9021986353298,98.7,97.9
2617,"Census Tract 8455.08, DuPage County, Illinois",6.9,1694,1397,3.2,17,043,845508,82.46753246753246,96.8,93.1
2618,"Census Tract 8455.09, DuPage County, Illinois",3.4,1182,1010,1.2,17,043,845509,85.44839255499154,98.8,96.6
2619,"Census Tract 8455.10, DuPage County, Illinois",11.2,1492,1283,4.9,17,043,845510,85.99195710455764,95.1,88.8
2620,"Census Tract 8458.07, DuPage County, Illinois",5.5,2673,2282,5.0,17,043,845807,85.37224092779648,95.0,94.5
2621,"Census Tract 8458.08, DuPage County, Illinois",2.0,1290,1233,5.2,17,043,845808,95.5813953488372,94.8,98.0
2622,"Census Tract 8458.09, DuPage County, Illinois",2.6,1530,1421,6.4,17,043,845809,92.87581699346406,93.6,97.4
2623,"Census Tract 8458.10, DuPage County, Illinois",7.3,1874,1636,2.8,17,043,845810,87.29989327641408,97.2,92.7
2624,"Census Tract 8458.11, DuPage County, Illinois",11.3,1485,1239,5.1,17,043,845811,83.43434343434343,94.9,88.7
2625,"Census Tract 8459.01, DuPage County, Illinois",6.5,1266,1079,6.3,17,043,845901,85.22906793048973,93.7,93.5
2626,"Census Tract 8331, Cook County, Illinois",12.4,3820,3363,1.8,17,031,833100,88.03664921465969,98.2,87.6
2627,"Census Tract 8333, Cook County, Illinois",43.3,872,772,2.2,17,031,833300,88.53211009174312,97.8,56.7
2628,"Census Tract 8339, Cook County, Illinois",33.3,761,436,15.8,17,031,833900,57.29303547963206,84.2,66.7
2629,"Census Tract 8340, Cook County, Illinois",23.7,1075,698,12.7,17,031,834000,64.93023255813954,87.3,76.3
2630,"Census Tract 8342, Cook County, Illinois",29.0,1772,837,14.0,17,031,834200,47.23476297968398,86.0,71.0
2631,"Census Tract 8343, Cook County, Illinois",20.9,2537,1706,12.7,17,031,834300,67.24477729601892,87.3,79.1
2632,"Census Tract 8344, Cook County, Illinois",28.9,1686,1224,8.9,17,031,834400,72.59786476868328,91.1,71.1
2633,"Census Tract 8345, Cook County, Illinois",40.5,469,297,20.6,17,031,834500,63.32622601279317,79.4,59.5
2634,"Census Tract 8346, Cook County, Illinois",48.9,958,456,35.1,17,031,834600,47.59916492693111,64.9,51.1
2635,"Census Tract 8347, Cook County, Illinois",52.0,564,271,29.3,17,031,834700,48.04964539007092,70.7,48.0
2636,"Census Tract 8348, Cook County, Illinois",42.3,655,281,36.5,17,031,834800,42.900763358778626,63.5,57.7
2637,"Census Tract 8349, Cook County, Illinois",49.4,753,193,26.3,17,031,834900,25.630810092961486,73.7,50.6
2638,"Census Tract 8350, Cook County, Illinois",34.5,1879,936,14.1,17,031,835000,49.81373070782331,85.9,65.5
2639,"Census Tract 8351, Cook County, Illinois",22.7,1348,938,19.8,17,031,835100,69.58456973293768,80.2,77.3
2640,"Census Tract 8352, Cook County, Illinois",11.2,626,422,9.1,17,031,835200,67.41214057507987,90.9,88.8
2641,"Census Tract 8355, Cook County, Illinois",41.6,702,329,19.7,17,031,835500,46.86609686609687,80.3,58.4
2642,"Census Tract 8356, Cook County, Illinois",15.9,343,143,37.1,17,031,835600,41.690962099125365,62.9,84.1
2643,"Census Tract 8357, Cook County, Illinois",41.0,202,130,92.8,17,031,835700,64.35643564356435,7.200000000000003,59.0
2644,"Census Tract 8358, Cook County, Illinois",41.2,629,543,18.8,17,031,835800,86.3275039745628,81.2,58.8
2645,"Census Tract 8359, Cook County, Illinois",49.5,1469,808,27.9,17,031,835900,55.003403675970056,72.1,50.5
2646,"Census Tract 8360, Cook County, Illinois",29.0,942,716,14.0,17,031,836000,76.00849256900213,86.0,71.0
2647,"Census Tract 8361, Cook County, Illinois",41.5,743,423,22.2,17,031,836100,56.93135935397039,77.8,58.5
2648,"Census Tract 8362, Cook County, Illinois",28.9,122,93,0.8,17,031,836200,76.22950819672131,99.2,71.1
2649,"Census Tract 3404, Cook County, Illinois",30.9,641,544,7.1,17,031,340400,84.86739469578784,92.9,69.1
2650,"Census Tract 3602, Cook County, Illinois",33.3,663,395,21.1,17,031,360200,59.57767722473605,78.9,66.7
2651,"Census Tract 1908, Cook County, Illinois",21.4,2019,1153,8.7,17,031,190800,57.10747894997523,91.3,78.6
2652,"Census Tract 1912, Cook County, Illinois",30.2,988,528,3.9,17,031,191200,53.441295546558706,96.1,69.8
2653,"Census Tract 2101, Cook County, Illinois",18.4,1362,1108,5.0,17,031,210100,81.35095447870778,95.0,81.6
2654,"Census Tract 2204, Cook County, Illinois",4.0,1088,943,1.0,17,031,220400,86.67279411764706,99.0,96.0
2655,"Census Tract 2408, Cook County, Illinois",24.6,636,475,6.8,17,031,240800,74.68553459119497,93.2,75.4
2656,"Census Tract 2430, Cook County, Illinois",5.9,1037,878,4.5,17,031,243000,84.66730954676953,95.5,94.1
2657,"Census Tract 2508, Cook County, Illinois",36.5,782,460,7.6,17,031,250800,58.82352941176471,92.4,63.5
2658,"Census Tract 2517, Cook County, Illinois",34.9,356,241,15.8,17,031,251700,67.69662921348315,84.2,65.1
2659,"Census Tract 8184.01, Cook County, Illinois",6.6,1362,1102,4.4,17,031,818401,80.91042584434655,95.6,93.4
2660,"Census Tract 8165, Cook County, Illinois",25.6,1290,764,6.4,17,031,816500,59.224806201550386,93.6,74.4
2661,"Census Tract 8709.05, McHenry County, Illinois",13.7,2055,1736,7.5,17,111,870905,84.47688564476886,92.5,86.3
2662,"Census Tract 8713.05, McHenry County, Illinois",4.3,2101,1849,3.6,17,111,871305,88.00571156592099,96.4,95.7
2663,"Census Tract 8713.06, McHenry County, Illinois",7.4,2861,2612,3.2,17,111,871306,91.29674938832576,96.8,92.6
2664,"Census Tract 8713.07, McHenry County, Illinois",9.9,1696,1594,1.4,17,111,871307,93.98584905660378,98.6,90.1
2665,"Census Tract 8714.02, McHenry County, Illinois",8.3,2243,2078,5.6,17,111,871402,92.64378065091395,94.4,91.7
2666,"Census Tract 8701.02, McHenry County, Illinois",3.8,2265,2159,3.7,17,111,870102,95.32008830022075,96.3,96.2
2667,"Census Tract 8702, McHenry County, Illinois",10.6,2154,1883,1.6,17,111,870200,87.41875580315693,98.4,89.4
2668,"Census Tract 8708.03, McHenry County, Illinois",1.3,2956,2713,4.0,17,111,870803,91.77943166441138,96.0,98.7
2669,"Census Tract 8708.08, McHenry County, Illinois",4.6,1357,1211,3.3,17,111,870808,89.240972733972,96.7,95.4
2670,"Census Tract 8708.09, McHenry County, Illinois",5.6,2523,2182,4.0,17,111,870809,86.48434403487911,96.0,94.4
2671,"Census Tract 8459.02, DuPage County, Illinois",2.2,1409,1244,4.7,17,043,845902,88.28956706884316,95.3,97.8
2672,"Census Tract 8460.03, DuPage County, Illinois",4.4,1877,1610,5.5,17,043,846003,85.77517314864144,94.5,95.6
2673,"Census Tract 8460.04, DuPage County, Illinois",7.6,1579,1050,3.9,17,043,846004,66.49778340721976,96.1,92.4
2674,"Census Tract 4301.01, Cook County, Illinois",38.0,1614,792,22.0,17,031,430101,49.07063197026022,78.0,62.0
2675,"Census Tract 4301.02, Cook County, Illinois",26.8,1821,987,11.6,17,031,430102,54.20098846787479,88.4,73.2
2676,"Census Tract 4313.01, Cook County, Illinois",39.5,1176,738,21.4,17,031,431301,62.755102040816325,78.6,60.5
2677,"Census Tract 4313.02, Cook County, Illinois",43.4,1619,806,25.1,17,031,431302,49.78381717109327,74.9,56.6
2678,"Census Tract 4401.01, Cook County, Illinois",41.4,1788,956,19.7,17,031,440101,53.46756152125279,80.3,58.6
2679,"Census Tract 4401.02, Cook County, Illinois",34.9,1596,930,14.6,17,031,440102,58.27067669172933,85.4,65.1
2680,"Census Tract 4402.01, Cook County, Illinois",29.9,2304,1192,10.5,17,031,440201,51.736111111111114,89.5,70.1
2681,"Census Tract 4402.02, Cook County, Illinois",25.1,1636,1017,7.6,17,031,440202,62.1638141809291,92.4,74.9
2682,"Census Tract 4603.01, Cook County, Illinois",35.3,953,646,13.2,17,031,460301,67.78593913955928,86.8,64.7
2683,"Census Tract 4603.02, Cook County, Illinois",37.4,1210,714,26.3,17,031,460302,59.008264462809926,73.7,62.6
2684,"Census Tract 4909.01, Cook County, Illinois",16.5,1420,1013,24.7,17,031,490901,71.3380281690141,75.3,83.5
2685,"Census Tract 4909.02, Cook County, Illinois",16.7,1949,1241,13.8,17,031,490902,63.67367880964597,86.2,83.3
2686,"Census Tract 5305.01, Cook County, Illinois",26.8,1570,1121,11.9,17,031,530501,71.40127388535032,88.1,73.2
2687,"Census Tract 5305.02, Cook County, Illinois",21.9,510,351,24.6,17,031,530502,68.82352941176471,75.4,78.1
2688,"Census Tract 5305.03, Cook County, Illinois",29.6,1790,1311,25.1,17,031,530503,73.24022346368714,74.9,70.4
2689,"Census Tract 5401.01, Cook County, Illinois",62.1,1278,663,33.7,17,031,540101,51.87793427230047,66.3,37.9
2690,"Census Tract 5401.02, Cook County, Illinois",63.8,1150,573,27.7,17,031,540102,49.826086956521735,72.3,36.2
2691,"Census Tract 5805.01, Cook County, Illinois",27.7,1379,868,8.8,17,031,580501,62.944162436548226,91.2,72.3
2692,"Census Tract 5805.02, Cook County, Illinois",23.0,1367,951,11.0,17,031,580502,69.56839795171909,89.0,77.0
2693,"Census Tract 6503.01, Cook County, Illinois",11.5,1539,1230,9.7,17,031,650301,79.92202729044834,90.3,88.5
2694,"Census Tract 6503.02, Cook County, Illinois",12.7,1089,841,8.8,17,031,650302,77.22681359044995,91.2,87.3
2695,"Census Tract 6603.01, Cook County, Illinois",37.0,571,314,21.7,17,031,660301,54.991243432574436,78.3,63.0
2696,"Census Tract 6603.02, Cook County, Illinois",24.4,1455,990,14.6,17,031,660302,68.04123711340206,85.4,75.6
2697,"Census Tract 7003.01, Cook County, Illinois",11.8,1724,1417,6.8,17,031,700301,82.19257540603249,93.2,88.2
2698,"Census Tract 7003.02, Cook County, Illinois",6.6,1713,1378,7.1,17,031,700302,80.4436660828955,92.9,93.4
2699,"Census Tract 7004.01, Cook County, Illinois",15.0,1857,1380,8.0,17,031,700401,74.31340872374797,92.0,85.0
2700,"Census Tract 7004.02, Cook County, Illinois",25.9,1293,974,16.4,17,031,700402,75.32869296210364,83.6,74.1
2701,"Census Tract 7005.01, Cook County, Illinois",7.5,2455,1877,6.9,17,031,700501,76.45621181262729,93.1,92.5
