crdc_id,ncessch,year,fips,leaid,enrollment_crdc,teachers_certified_fte_crdc,counselors_fte_crdc,law_enforcement_fte_crdc,salaries_crdc,enrl_AP_crdc,enrl_AP_science_crdc,enrl_AP_math_crdc,enrl_AP_other_crdc,enrl_AP_language_crdc
170000105115,170000105115,2017,Illinois,1700001,142,14.600,0.500,0.000,1177096.625,7,0,4,3,0
170000105116,170000105116,2017,Illinois,1700001,127,9.300,0.500,0.000,854070.062,0,0,0,0,0
170000105651,170000105651,2017,Illinois,1700001,240,20.100,1.000,0.000,1395747.500,0,0,0,0,0
170000205087,170000205087,2017,Illinois,1700002,390,27.670,1.000,0.000,1577850.875,0,0,0,0,0
170000205089,170000205089,2017,Illinois,1700002,451,34.300,1.000,0.000,1518381.000,0,0,0,0,0
170000403009,170000403009,2017,Illinois,1700004,369,22.500,1.000,0.000,915475.000,0,0,0,0,0
170000403010,170000403010,2017,Illinois,1700004,207,18.000,1.000,0.000,714519.000,0,0,0,0,0
170000405125,170000405125,2017,Illinois,1700004,150,15.000,0.500,0.000,574947.000,0,0,0,0,0
170000502056,170000502056,2017,Illinois,1700005,288,23.200,0.000,0.000,1594010.000,0,0,0,0,0
170000505126,170000505126,2017,Illinois,1700005,580,43.250,2.000,0.000,3172152.000,66,0,18,62,0
170000505127,170000505127,2017,Illinois,1700005,262,21.500,0.000,0.000,1649358.000,0,0,0,0,0
170000505129,170000505129,2017,Illinois,1700005,372,31.000,0.000,0.000,2061710.000,0,0,0,0,0
170000505130,170000505130,2017,Illinois,1700005,155,14.000,0.000,0.000,1035585.000,0,0,0,0,0
170000505190,170000505190,2017,Illinois,1700005,245,14.250,0.000,0.000,1006698.000,0,0,0,0,0
170000603793,170000603793,2017,Illinois,1700006,69,8.000,1.000,0.000,850128.000,0,0,0,0,0
170000604460,170000604460,2017,Illinois,1700006,23,4.000,0.000,0.000,1366880.000,0,0,0,0,0
170000604464,170000604464,2017,Illinois,1700006,70,6.000,1.000,0.000,500000.000,0,0,0,0,0
170000604488,170000604488,2017,Illinois,1700006,23,8.000,1.000,0.000,793190.000,0,0,0,0,0
170000604902,170000604902,2017,Illinois,1700006,64,18.000,1.000,0.000,1700000.000,0,0,0,0,0
170000703846,170000703846,2017,Illinois,1700007,313,21.900,0.900,0.000,1396543.875,0,0,0,0,0
170000705083,170000705083,2017,Illinois,1700007,299,21.100,1.100,0.000,1632289.375,44,15,9,25,0
170000903322,170000903322,2017,Illinois,1700009,288,18.000,1.000,0.000,1236754.000,0,0,0,0,0
170000903323,170000903323,2017,Illinois,1700009,264,15.000,1.000,0.000,1189901.000,0,0,0,0,0
170001000022,170001000022,2017,Illinois,1700010,402,29.250,0.000,0.080,2021763.875,0,0,0,0,0
170001000211,170001000211,2017,Illinois,1700010,329,26.750,0.000,0.080,2082027.250,0,0,0,0,0
170001000212,170001000212,2017,Illinois,1700010,378,26.750,0.000,0.080,1949226.125,0,0,0,0,0
170001000213,170001000213,2017,Illinois,1700010,757,54.500,0.000,0.080,4425896.000,0,0,0,0,0
170001005141,170001005141,2017,Illinois,1700010,279,21.750,0.000,0.080,2076334.000,0,0,0,0,0
170001405224,170001405224,2017,Illinois,1700014,195,14.000,1.000,0.000,1301988.875,0,0,0,0,0
170001405225,170001405225,2017,Illinois,1700014,419,20.000,1.000,0.000,1455827.000,0,0,0,0,0
170001505226,170001505226,2017,Illinois,1700015,110,8.500,0.500,0.500,607218.375,0,0,0,0,0
170001505227,170001505227,2017,Illinois,1700015,154,13.500,0.000,0.500,607218.375,0,0,0,0,0
170002300685,170002300685,2017,Illinois,1700023,72,2.000,0.000,0.000,-2.000,0,0,0,0,0
170002300700,170002300700,2017,Illinois,1700023,40,1.000,0.000,0.000,-2.000,0,0,0,0,0
170002301922,170002301922,2017,Illinois,1700023,58,7.000,1.000,0.000,1098906.125,0,0,0,0,0
170002304730,170002304730,2017,Illinois,1700023,69,8.000,2.000,0.000,1098197.875,0,0,0,0,0
170002304731,170002304731,2017,Illinois,1700023,69,9.000,0.000,0.000,1358753.125,0,0,0,0,0
170002305042,170002305042,2017,Illinois,1700023,59,7.000,2.500,0.000,976904.750,0,0,0,0,0
170002404632,170002404632,2017,Illinois,1700024,95,45.000,0.000,0.000,6874228.000,0,0,0,0,0
170002404633,170002404633,2017,Illinois,1700024,72,14.000,0.000,1.000,3291870.250,0,0,0,0,0
170002901305,170002901305,2017,Illinois,1700029,156,13.940,0.000,0.000,2514396.000,0,0,0,0,0
170002901314,170002901314,2017,Illinois,1700029,45,2.500,0.000,1.000,346840.000,0,0,0,0,0
170002901323,170002901323,2017,Illinois,1700029,89,9.500,0.000,1.000,1470034.000,0,0,0,0,0
170002904498,170002904498,2017,Illinois,1700029,152,16.500,0.000,0.000,2574243.000,0,0,0,0,0
170002906337,170002906337,2017,Illinois,1700029,43,5.000,0.000,0.000,719136.000,0,0,0,0,0
170003001966,170003001966,2017,Illinois,1700030,59,3.000,0.000,0.000,-2.000,0,0,0,0,0
170003004485,170003004485,2017,Illinois,1700030,41,6.550,0.000,0.250,0.000,0,0,0,0,0
170003004486,170003004486,2017,Illinois,1700030,69,10.410,0.000,0.500,0.000,0,0,0,0,0
170003004490,170003004490,2017,Illinois,1700030,207,26.000,0.000,0.250,0.000,0,0,0,0,0
170003006266,170003006266,2017,Illinois,1700030,59,8.000,0.000,0.000,0.000,0,0,0,0,0
170003104501,170003104501,2017,Illinois,1700031,67,12.000,1.000,0.000,3508683.000,0,0,0,0,0
170003105831,170003105831,2017,Illinois,1700031,28,6.000,1.000,0.000,1512280.125,0,0,0,0,0
170003105832,170003105832,2017,Illinois,1700031,4,4.000,1.000,0.000,1570620.375,0,0,0,0,0
170003105833,170003105833,2017,Illinois,1700031,20,3.000,0.000,0.000,791045.188,0,0,0,0,0
170003106525,170003106525,2017,Illinois,1700031,10,1.000,0.000,0.000,-2.000,0,0,0,0,0
170003201603,170003201603,2017,Illinois,1700032,10,2.000,0.000,0.000,723739.000,0,0,0,0,0
170003203950,170003203950,2017,Illinois,1700032,107,13.500,0.000,0.500,2673117.000,0,0,0,0,0
170003205094,170003205094,2017,Illinois,1700032,170,29.000,0.000,0.000,6835835.000,0,0,0,0,0
170003205095,170003205095,2017,Illinois,1700032,92,16.000,0.000,0.500,3359575.000,0,0,0,0,0
170003206204,170003206204,2017,Illinois,1700032,16,2.000,0.000,0.000,283994.000,0,0,0,0,0
170003206216,170003206216,2017,Illinois,1700032,6,1.000,0.000,0.000,228834.000,0,0,0,0,0
170003206222,170003206222,2017,Illinois,1700032,13,2.000,0.000,0.000,511742.000,0,0,0,0,0
170003905229,170003905229,2017,Illinois,1700039,10,3.000,0.000,0.000,1643456.000,0,0,0,0,0
170004100254,170004100254,2017,Illinois,1700041,314,23.000,1.000,0.000,1834966.000,34,2,5,32,0
170004100268,170004100268,2017,Illinois,1700041,227,19.000,1.000,0.000,1424637.000,0,0,0,0,0
170004100272,170004100272,2017,Illinois,1700041,423,42.000,0.000,0.000,2522841.000,0,0,0,0,0
170004405230,170004405230,2017,Illinois,1700044,446,26.000,1.000,1.000,1374453.125,0,0,0,0,0
170004405737,170004405737,2017,Illinois,1700044,296,21.000,0.000,1.000,1068503.500,0,0,0,0,0
170004405738,170004405738,2017,Illinois,1700044,633,38.000,0.000,1.000,1921699.625,0,0,0,0,0
170004505236,170004505236,2017,Illinois,1700045,215,14.000,1.000,0.000,1932039.250,0,0,0,0,0
170004505239,170004505239,2017,Illinois,1700045,301,24.000,0.000,0.000,2120402.000,0,0,0,0,0
170004505560,170004505560,2017,Illinois,1700045,250,13.000,0.000,0.000,1928586.000,0,0,0,0,0
170004805562,170004805562,2017,Illinois,1700048,18,2.000,0.000,0.000,254978.906,0,0,0,0,0
170005105565,170005105565,2017,Illinois,1700051,11,4.400,0.000,0.000,449163.000,0,0,0,0,0
170005404841,170005404841,2017,Illinois,1700054,100,12.000,0.000,0.000,326943.000,0,0,0,0,0
170005904440,170005904440,2017,Illinois,1700059,183,31.000,0.000,0.000,3124047.250,0,0,0,0,0
170005904468,170005904468,2017,Illinois,1700059,56,9.000,0.000,0.000,1735016.875,0,0,0,0,0
170005904472,170005904472,2017,Illinois,1700059,170,35.000,0.000,0.000,4477912.000,0,0,0,0,0
170005905106,170005905106,2017,Illinois,1700059,136,30.000,0.000,0.000,2695782.500,0,0,0,0,0
170005906153,170005906153,2017,Illinois,1700059,108,11.000,0.000,0.000,3088609.000,0,0,0,0,0
170006505246,170006505246,2017,Illinois,1700065,127,15.000,0.000,0.000,744000.000,0,0,0,0,0
170007403419,170007403419,2017,Illinois,1700074,75,9.000,0.000,0.000,896973.000,0,0,0,0,0
170007405110,170007405110,2017,Illinois,1700074,35,5.000,0.000,0.000,491316.969,0,0,0,0,0
170007405111,170007405111,2017,Illinois,1700074,10,2.000,0.000,0.000,232239.812,0,0,0,0,0
170007703147,170007703147,2017,Illinois,1700077,316,19.250,0.000,0.000,1061334.500,0,0,0,0,0
170007705249,170007705249,2017,Illinois,1700077,478,31.000,0.000,0.000,1637955.875,0,0,0,0,0
170007706246,170007706246,2017,Illinois,1700077,232,14.500,0.000,0.000,790346.688,0,0,0,0,0
170008005349,170008005349,2017,Illinois,1700080,50,9.000,2.000,0.000,505366.875,0,0,0,0,0
170008006405,170008006405,2017,Illinois,1700080,2,1.000,0.000,0.000,-2.000,0,0,0,0,0
170008106042,170008106042,2017,Illinois,1700081,32,5.700,0.000,0.000,522551.469,0,0,0,0,0
170008405113,170008405113,2017,Illinois,1700084,58,7.000,0.000,0.000,686515.000,0,0,0,0,0
170008406326,170008406326,2017,Illinois,1700084,150,23.000,0.000,0.000,1904032.000,0,0,0,0,0
170009104616,170009104616,2017,Illinois,1700091,73,12.200,0.000,0.000,633313.000,0,0,0,0,0
170009205255,170009205255,2017,Illinois,1700092,283,18.000,1.000,0.000,1409031.000,0,0,0,0,0
170009205256,170009205256,2017,Illinois,1700092,199,18.000,0.000,0.000,891466.000,0,0,0,0,0
170009205258,170009205258,2017,Illinois,1700092,466,36.000,1.000,0.000,1528731.000,0,0,0,0,0
170009704503,170009704503,2017,Illinois,1700097,36,7.800,0.000,0.000,999243.062,0,0,0,0,0
170009705864,170009705864,2017,Illinois,1700097,52,10.200,0.000,0.000,1691972.375,0,0,0,0,0
170009805218,170009805218,2017,Illinois,1700098,171,46.000,0.000,0.000,6134335.500,0,0,0,0,0
170009805219,170009805219,2017,Illinois,1700098,60,27.000,0.000,0.000,3437664.000,0,0,0,0,0
170009904504,170009904504,2017,Illinois,1700099,436,35.000,0.000,0.000,2627364.000,0,0,0,0,0
170009904506,170009904506,2017,Illinois,1700099,638,44.000,2.000,0.000,3603283.000,249,73,98,61,0
170010004505,170010004505,2017,Illinois,1700100,322,2.500,3.000,0.000,2527369.250,0,0,0,0,0
170010105114,170010105114,2017,Illinois,1700101,650,17.000,2.000,0.000,9272978.000,207,0,208,0,0
170010205345,170010205345,2017,Illinois,1700102,75,9.000,0.400,0.000,439520.906,0,0,0,0,0
170010205346,170010205346,2017,Illinois,1700102,48,6.000,0.400,0.000,483064.562,0,0,0,0,0
170010305347,170010305347,2017,Illinois,1700103,105,12.000,0.000,0.000,667000.000,0,0,0,0,0
170010500245,170010500245,2017,Illinois,1700105,129,7.000,1.000,0.000,527900.250,0,0,0,0,0
170010505357,170010505357,2017,Illinois,1700105,146,10.500,1.000,0.000,544572.000,12,0,0,12,0
170010505359,170010505359,2017,Illinois,1700105,189,11.000,0.000,0.000,853705.938,0,0,0,0,0
170010605361,170010605361,2017,Illinois,1700106,167,14.000,1.000,0.200,498075.000,12,0,2,10,0
170010605363,170010605363,2017,Illinois,1700106,282,21.000,0.200,0.200,1279495.000,0,0,0,0,0
170010905366,170010905366,2017,Illinois,1700109,173,16.000,0.250,0.000,956806.312,4,0,4,0,0
170010905367,170010905367,2017,Illinois,1700109,132,6.000,0.500,0.000,758300.562,0,0,0,0,0
170010905369,170010905369,2017,Illinois,1700109,302,22.000,1.000,0.000,1305815.000,0,0,0,0,0
170011004813,170011004813,2017,Illinois,1700110,534,47.000,1.000,0.000,2868006.000,0,0,0,0,0
170011004814,170011004814,2017,Illinois,1700110,384,38.000,1.000,0.000,2184401.250,0,0,0,0,0
170011004815,170011004815,2017,Illinois,1700110,318,33.000,0.000,0.000,2224873.000,0,0,0,0,0
170011005370,170011005370,2017,Illinois,1700110,715,61.000,3.000,1.000,5404172.000,102,24,0,100,0
170011005372,170011005372,2017,Illinois,1700110,368,32.000,1.000,0.000,2416087.000,0,0,0,0,0
170011006217,170011006217,2017,Illinois,1700110,486,40.000,1.000,0.000,2575018.000,0,0,0,0,0
170011006357,170011006357,2017,Illinois,1700110,239,12.000,0.000,0.000,-2.000,0,0,0,0,0
170011006401,170011006401,2017,Illinois,1700110,158,12.000,1.000,0.000,1078984.000,0,0,0,0,0
170011205381,170011205381,2017,Illinois,1700112,701,42.000,0.000,0.500,3593163.000,0,0,0,0,0
170011205382,170011205382,2017,Illinois,1700112,476,30.000,0.000,0.250,2038384.000,0,0,0,0,0
170011205383,170011205383,2017,Illinois,1700112,396,26.000,0.000,0.250,2047076.000,0,0,0,0,0
170011305387,170011305387,2017,Illinois,1700113,193,21.000,1.000,0.000,3287059.000,0,0,0,0,0
170011305388,170011305388,2017,Illinois,1700113,290,29.000,1.000,0.000,3287059.000,0,0,0,0,0
170011305577,170011305577,2017,Illinois,1700113,158,12.000,1.000,0.000,3287059.000,0,0,0,0,0
170011305990,170011305990,2017,Illinois,1700113,73,3.000,0.000,0.000,-2.000,0,0,0,0,0
170011405391,170011405391,2017,Illinois,1700114,197,17.000,1.000,0.000,869670.500,0,0,0,0,0
170011405392,170011405392,2017,Illinois,1700114,142,16.000,0.000,0.000,1093934.250,0,0,0,0,0
170011405393,170011405393,2017,Illinois,1700114,309,21.000,0.330,0.000,1002424.938,0,0,0,0,0
170011505395,170011505395,2017,Illinois,1700115,177,17.500,1.000,0.000,1224417.000,15,0,3,0,0
170011505396,170011505396,2017,Illinois,1700115,383,29.150,1.000,0.000,1864104.000,0,0,0,0,0
170011605397,170011605397,2017,Illinois,1700116,82,12.000,0.000,5.000,1380212.500,0,0,0,0,0
170011902182,170011902182,2017,Illinois,1700119,300,31.900,0.000,0.000,2667571.500,0,0,0,0,0
170011902183,170011902183,2017,Illinois,1700119,276,32.100,0.000,0.000,3050894.500,0,0,0,0,0
170011902185,170011902185,2017,Illinois,1700119,255,20.800,0.000,0.000,2026183.250,0,0,0,0,0
170011902186,170011902186,2017,Illinois,1700119,524,48.100,0.000,0.000,3663237.250,0,0,0,0,0
170011902188,170011902188,2017,Illinois,1700119,206,22.400,0.000,0.000,2065309.750,0,0,0,0,0
170011902189,170011902189,2017,Illinois,1700119,234,21.570,0.000,0.000,2167773.750,0,0,0,0,0
170011902191,170011902191,2017,Illinois,1700119,295,28.400,0.000,0.000,2392577.500,0,0,0,0,0
170011902198,170011902198,2017,Illinois,1700119,494,48.170,0.000,0.000,3696874.000,0,0,0,0,0
170011902199,170011902199,2017,Illinois,1700119,523,47.620,0.000,0.000,4022783.500,0,0,0,0,0
170011902200,170011902200,2017,Illinois,1700119,301,29.530,0.000,0.000,2685982.500,0,0,0,0,0
170011904408,170011904408,2017,Illinois,1700119,326,32.550,0.000,0.000,2492219.500,0,0,0,0,0
170011906002,170011906002,2017,Illinois,1700119,207,14.600,0.000,0.000,-2.000,0,0,0,0,0
170012002584,170012002584,2017,Illinois,1700120,58,6.500,0.200,0.000,449051.594,0,0,0,0,0
170012200702,170012200702,2017,Illinois,1700122,219,31.000,1.000,0.000,2021403.500,0,0,0,0,0
170012200705,170012200705,2017,Illinois,1700122,202,31.000,1.000,0.000,2021403.500,0,0,0,0,0
170012300873,170012300873,2017,Illinois,1700123,264,22.000,1.000,0.000,1426820.000,0,0,0,0,0
170012300876,170012300876,2017,Illinois,1700123,254,16.000,0.000,0.000,934847.000,0,0,0,0,0
170012300877,170012300877,2017,Illinois,1700123,528,28.000,0.000,0.000,1447723.000,0,0,0,0,0
170012501425,170012501425,2017,Illinois,1700125,366,29.280,1.110,0.000,1499776.000,11,0,11,0,0
170012501426,170012501426,2017,Illinois,1700125,419,29.970,1.000,0.000,1587398.000,0,0,0,0,0
170012502859,170012502859,2017,Illinois,1700125,240,19.410,0.500,0.000,1141620.000,0,0,0,0,0
170012502860,170012502860,2017,Illinois,1700125,138,11.500,0.500,0.000,679018.000,0,0,0,0,0
170012601479,170012601479,2017,Illinois,1700126,204,20.000,1.000,0.000,1011956.813,15,7,7,0,0
170012601482,170012601482,2017,Illinois,1700126,215,17.000,1.000,0.000,785153.000,0,0,0,0,0
170012601488,170012601488,2017,Illinois,1700126,289,21.000,0.000,0.000,923210.125,0,0,0,0,0
170015201401,170015201401,2017,Illinois,1700152,32,5.100,0.000,0.000,660330.438,0,0,0,0,0
170015206206,170015206206,2017,Illinois,1700152,23,2.700,0.000,0.000,517063.750,0,0,0,0,0
170015302515,170015302515,2017,Illinois,1700153,398,24.000,0.000,0.000,3728346.000,0,0,0,0,0
170015302517,170015302517,2017,Illinois,1700153,289,25.000,1.000,0.000,3728346.000,0,0,0,0,0
170016203204,170016203204,2017,Illinois,1700162,49,1.500,0.750,0.000,199418.797,0,0,0,0,0
170016203208,170016203208,2017,Illinois,1700162,11,0.500,0.250,0.000,73162.930,0,0,0,0,0
170016206022,170016206022,2017,Illinois,1700162,48,5.000,0.000,1.000,371666.125,0,0,0,0,0
170016206156,170016206156,2017,Illinois,1700162,25,3.000,0.000,1.000,346256.719,0,0,0,0,0
170016206163,170016206163,2017,Illinois,1700162,6,1.000,1.000,0.000,42671.000,0,0,0,0,0
170016502272,170016502272,2017,Illinois,1700165,40,3.000,0.000,0.000,261221.000,0,0,0,0,0
170016502287,170016502287,2017,Illinois,1700165,13,1.000,0.000,0.000,91729.000,0,0,0,0,0
170016502368,170016502368,2017,Illinois,1700165,21,2.250,0.000,0.000,172124.016,0,0,0,0,0
170016504627,170016504627,2017,Illinois,1700165,10,1.000,0.000,0.000,108725.000,0,0,0,0,0
170016505759,170016505759,2017,Illinois,1700165,30,3.000,0.000,0.000,172817.000,0,0,0,0,0
170016602313,170016602313,2017,Illinois,1700166,1,1.000,0.000,0.000,148014.000,0,0,0,0,0
170016602335,170016602335,2017,Illinois,1700166,57,7.000,0.000,0.000,396980.000,0,0,0,0,0
170016602338,170016602338,2017,Illinois,1700166,140,14.000,0.000,0.000,954005.000,0,0,0,0,0
170016605647,170016605647,2017,Illinois,1700166,5,0.000,0.000,0.000,695039.000,0,0,0,0,0
170016606300,170016606300,2017,Illinois,1700166,199,7.000,0.000,0.000,396900.000,0,0,0,0,0
170016903098,170016903098,2017,Illinois,1700169,14,1.000,0.000,0.000,95889.258,0,0,0,0,0
170016903099,170016903099,2017,Illinois,1700169,22,2.000,0.000,0.000,33117.500,0,0,0,0,0
170017002342,170017002342,2017,Illinois,1700170,26,1.000,0.000,0.000,81956.148,0,0,0,0,0
170017004640,170017004640,2017,Illinois,1700170,19,1.000,0.000,0.000,76601.078,0,0,0,0,0
170017005649,170017005649,2017,Illinois,1700170,49,6.000,1.000,0.000,398797.125,0,0,0,0,0
170017102351,170017102351,2017,Illinois,1700171,94,13.000,3.000,0.000,1002899.500,0,0,0,0,0
170017302440,170017302440,2017,Illinois,1700173,32,4.000,0.000,0.000,200000.000,0,0,0,0,0
170017306215,170017306215,2017,Illinois,1700173,95,4.000,0.000,0.000,300000.000,0,0,0,0,0
170017502384,170017502384,2017,Illinois,1700175,65,5.000,1.000,0.000,247330.000,0,0,0,0,0
170017504659,170017504659,2017,Illinois,1700175,30,3.250,0.250,0.000,180000.000,0,0,0,0,0
170017504660,170017504660,2017,Illinois,1700175,40,4.000,0.000,0.000,200000.000,0,0,0,0,0
170017504672,170017504672,2017,Illinois,1700175,16,2.000,0.250,0.000,100000.000,0,0,0,0,0
170017506552,170017506552,2017,Illinois,1700175,20,2.250,0.250,0.000,125000.000,0,0,0,0,0
170017602389,170017602389,2017,Illinois,1700176,210,16.500,1.000,0.000,922237.500,0,0,0,0,0
170017602401,170017602401,2017,Illinois,1700176,149,13.500,0.000,0.000,792470.438,0,0,0,0,0
170017702636,170017702636,2017,Illinois,1700177,17,5.000,0.000,0.000,333743.094,0,0,0,0,0
170017705694,170017705694,2017,Illinois,1700177,179,8.000,0.000,0.000,748064.125,0,0,0,0,0
170018002658,170018002658,2017,Illinois,1700180,31,4.300,0.000,0.000,289606.000,0,0,0,0,0
170018002669,170018002669,2017,Illinois,1700180,11,1.900,0.000,0.000,202459.000,0,0,0,0,0
170018202270,170018202270,2017,Illinois,1700182,3,1.000,0.000,0.000,48545.391,0,0,0,0,0
170018202670,170018202670,2017,Illinois,1700182,60,7.000,0.000,0.000,2688644.500,0,0,0,0,0
170018202674,170018202674,2017,Illinois,1700182,15,2.000,0.000,0.000,91635.406,0,0,0,0,0
170018402707,170018402707,2017,Illinois,1700184,41,2.500,0.000,0.250,331327.000,0,0,0,0,0
170018406203,170018406203,2017,Illinois,1700184,7,4.500,0.000,0.100,97064.469,0,0,0,0,0
170018802593,170018802593,2017,Illinois,1700188,108,5.000,1.000,0.000,289639.969,0,0,0,0,0
170018806165,170018806165,2017,Illinois,1700188,82,5.000,1.000,0.000,347405.906,0,0,0,0,0
170018902916,170018902916,2017,Illinois,1700189,22,5.000,1.000,1.000,259285.000,0,0,0,0,0
170018905710,170018905710,2017,Illinois,1700189,58,3.000,1.000,1.000,168332.000,0,0,0,0,0
170019002866,170019002866,2017,Illinois,1700190,7,2.000,0.000,0.000,130001.750,0,0,0,0,0
170019006321,170019006321,2017,Illinois,1700190,8,2.000,0.000,0.000,77238.680,0,0,0,0,0
170019006336,170019006336,2017,Illinois,1700190,9,2.000,0.000,0.000,0.000,0,0,0,0,0
170019102878,170019102878,2017,Illinois,1700191,52,9.100,1.000,1.000,364847.125,0,0,0,0,0
170019106184,170019106184,2017,Illinois,1700191,49,4.000,0.500,0.000,485205.781,0,0,0,0,0
170019106185,170019106185,2017,Illinois,1700191,12,1.000,0.000,0.000,158452.000,0,0,0,0,0
170019106186,170019106186,2017,Illinois,1700191,12,2.000,1.000,0.000,31803.000,0,0,0,0,0
170019106416,170019106416,2017,Illinois,1700191,140,14.200,2.000,1.000,961869.688,0,0,0,0,0
170019106530,170019106530,2017,Illinois,1700191,39,2.250,0.000,0.000,89411.906,0,0,0,0,0
170019302965,170019302965,2017,Illinois,1700193,104,6.000,0.000,0.000,584474.500,0,0,0,0,0
170019402993,170019402993,2017,Illinois,1700194,1,1.000,0.000,0.000,-2.000,0,0,0,0,0
170019404095,170019404095,2017,Illinois,1700194,1,1.000,0.000,0.000,-2.000,0,0,0,0,0
170019406330,170019406330,2017,Illinois,1700194,24,1.000,1.000,0.000,56029.262,0,0,0,0,0
170019503325,170019503325,2017,Illinois,1700195,18,1.000,0.000,0.000,38000.000,0,0,0,0,0
170019504852,170019504852,2017,Illinois,1700195,10,5.000,0.000,0.000,63141.930,0,0,0,0,0
170019505735,170019505735,2017,Illinois,1700195,62,7.000,0.000,0.000,253000.000,0,0,0,0,0
170019506214,170019506214,2017,Illinois,1700195,6,1.000,0.000,0.000,27000.000,0,0,0,0,0
170019506388,170019506388,2017,Illinois,1700195,7,1.000,1.000,0.000,-2.000,0,0,0,0,0
170019703048,170019703048,2017,Illinois,1700197,184,8.000,1.000,0.000,556339.000,0,0,0,0,0
170019703057,170019703057,2017,Illinois,1700197,94,5.500,1.500,0.000,374651.000,0,0,0,0,0
170019805989,170019805989,2017,Illinois,1700198,98,5.000,1.000,0.000,319667.000,0,0,0,0,0
170020003117,170020003117,2017,Illinois,1700200,31,2.000,1.000,0.000,156000.000,1,0,0,1,0
170020203189,170020203189,2017,Illinois,1700202,96,10.500,1.000,0.330,633534.000,0,0,0,0,0
170020203193,170020203193,2017,Illinois,1700202,20,2.000,0.000,0.000,125399.969,0,0,0,0,0
170020305736,170020305736,2017,Illinois,1700203,28,4.000,0.500,0.000,99219.000,0,0,0,0,0
170020306202,170020306202,2017,Illinois,1700203,68,5.000,0.500,0.000,210719.500,0,0,0,0,0
170020603037,170020603037,2017,Illinois,1700206,15,2.000,0.000,0.000,101995.000,0,0,0,0,0
170020603258,170020603258,2017,Illinois,1700206,45,5.000,0.000,0.480,252676.547,0,0,0,0,0
170020603267,170020603267,2017,Illinois,1700206,18,2.000,0.000,0.400,128034.000,0,0,0,0,0
170020803239,170020803239,2017,Illinois,1700208,85,5.000,0.000,0.000,380356.000,0,0,0,0,0
170020904502,170020904502,2017,Illinois,1700209,9,4.000,0.000,0.000,238467.625,0,0,0,0,0
170020906194,170020906194,2017,Illinois,1700209,6,1.000,0.000,0.000,141624.312,0,0,0,0,0
170021103291,170021103291,2017,Illinois,1700211,19,2.000,0.000,0.000,209000.000,0,0,0,0,0
170021304927,170021304927,2017,Illinois,1700213,33,5.000,2.000,0.330,551325.000,0,0,0,0,0
170021306059,170021306059,2017,Illinois,1700213,50,3.000,1.000,0.330,204200.000,0,0,0,0,0
170021306192,170021306192,2017,Illinois,1700213,10,1.000,1.000,0.330,73453.062,0,0,0,0,0
170021703614,170021703614,2017,Illinois,1700217,217,21.000,1.000,0.000,990000.000,0,0,0,0,0
170021703615,170021703615,2017,Illinois,1700217,520,32.000,0.000,0.500,1980000.000,0,0,0,0,0
170021803731,170021803731,2017,Illinois,1700218,431,26.250,0.000,0.000,3267848.500,0,0,0,0,0
170022003951,170022003951,2017,Illinois,1700220,32,5.000,0.500,0.000,756303.250,0,0,0,0,0
170022104691,170022104691,2017,Illinois,1700221,10,3.000,0.000,0.000,555407.000,0,0,0,0,0
170022104694,170022104694,2017,Illinois,1700221,16,4.000,0.000,0.000,595883.000,0,0,0,0,0
170022204117,170022204117,2017,Illinois,1700222,434,37.000,1.000,0.000,2511905.250,0,0,0,0,0
170022204118,170022204118,2017,Illinois,1700222,351,35.000,1.000,0.000,2479040.500,0,0,0,0,0
170022204143,170022204143,2017,Illinois,1700222,299,31.000,0.000,0.000,660760.250,0,0,0,0,0
170022304221,170022304221,2017,Illinois,1700223,173,18.000,1.000,0.000,1215870.000,0,0,0,0,0
170022304224,170022304224,2017,Illinois,1700223,151,12.000,1.000,0.000,924000.000,0,0,0,0,0
170022304544,170022304544,2017,Illinois,1700223,167,17.000,2.250,0.000,1062000.000,0,0,0,0,0
170022506134,170022506134,2017,Illinois,1700225,37,5.000,0.000,0.000,788257.125,0,0,0,0,0
170022706292,170022706292,2017,Illinois,1700227,53,6.000,0.000,0.000,603088.812,0,0,0,0,0
170022804420,170022804420,2017,Illinois,1700228,50,8.000,0.000,0.000,1006882.313,0,0,0,0,0
170022904332,170022904332,2017,Illinois,1700229,29,1.000,0.000,0.000,2970863.750,0,0,0,0,0
170022904334,170022904334,2017,Illinois,1700229,19,3.000,0.000,0.000,2970863.750,0,0,0,0,0
170024604578,170024604578,2017,Illinois,1700246,66,16.000,0.000,0.000,2471968.250,0,0,0,0,0
170027205699,170027205699,2017,Illinois,1700272,40,6.000,1.000,0.000,467027.000,0,0,0,0,0
170027205700,170027205700,2017,Illinois,1700272,18,4.000,1.000,0.000,418528.000,0,0,0,0,0
170031004970,170031004970,2017,Illinois,1700310,362,22.000,1.000,0.000,3621825.500,15,0,15,0,0
170031004976,170031004976,2017,Illinois,1700310,312,22.000,1.000,0.000,1901255.625,0,0,0,0,0
170031005013,170031005013,2017,Illinois,1700310,416,30.000,1.000,0.000,4777317.500,0,0,0,0,0
170031205028,170031205028,2017,Illinois,1700312,68,10.000,0.000,0.000,983265.562,0,0,0,0,0
170031205037,170031205037,2017,Illinois,1700312,163,28.000,0.000,0.000,2818888.750,0,0,0,0,0
